,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccruedLiabilitiesCurrent,,,,,,25000000.000,25000000.000,-50000000.000,50000000.000
AccruedLiabilitiesCurrentAndNoncurrent,263266000.000,148443000.000,184601000.000,144747000.000,192817000.000,174407000.000,183611000.000,197761000.000,201663000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,156009000.000,,,,182521000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-560000.000,-480000.000,-31000.000,-773000.000,-448000.000,-684000.000,372000.000,-2096000.000,-3206000.000
AdditionalPaidInCapitalCommonStock,825919000.000,837902000.000,849095000.000,850837000.000,869915000.000,881331000.000,1367625000.000,1400317000.000,1647895000.000
Assets,5782449000.000,6427258000.000,7062904000.000,7152951000.000,8003712000.000,9194962000.000,8585854000.000,9778447000.000,10912780000.000
AssetsFairValueDisclosure,,2752300000.000,3569400000.000,3803500000.000,4615911000.000,5238819000.000,5339608000.000,6370668000.000,7057437000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,145674000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,2600000.000,2400000.000,1500000.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,2600000.000,2400000.000,1300000.000,,,,,145700000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,338800000.000,,337800000.000,88990000.000,344460000.000,,,
CashAndCashEquivalentsAtCarryingValue,354909000.000,470554000.000,449773000.000,467633000.000,336323000.000,364798000.000,420808000.000,413926000.000,439182000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,,,,,,190391000.000,137794000.000,166992000.000,172962000.000
CashAndSecuritiesSegregatedUnderOtherRegulations,,,,,,,,,172962000.000
CollateralizedFinancings,,,,,,4603115000.000,4323853000.000,5119603000.000,6089249000.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,166161000.000,166398000.000,166407000.000,166361000.000,169952000.000,170088.000,254171000.000,274821000.000,449323000.000
CommonStockSharesOutstanding,100196000.000,100343000.000,98761000.000,96645000.000,98747000.000,97909.000,181505000.000,202056000.000,375130000.000
CommonStockValue,1662000.000,1664000.000,1664000.000,1664000.000,1700000.000,1701000.000,2542000.000,2748000.000,4493000.000
ConvertibleDebt,,317600000.000,321000000.000,324300000.000,327761000.000,331425000.000,335089000.000,338753000.000,342470000.000
ConvertibleDebtFairValueDisclosures,,,,,325511000.000,316894000.000,309589000.000,332003000.000,341064000.000
ConvertibleSubordinatedDebt,,,,,,,,,375000000.000
DebtInstrumentCarryingAmount,,,,,,1000.000,1000.000,1000.000,1000.000
DebtInstrumentConvertibleConversionPrice1,,,,,,20.870,20.870,20.870,20.870
DebtInstrumentFairValue,,,,,,416894000.000,409589000.000,432003000.000,441064000.000
DebtInstrumentInterestRateEffectivePercentage,,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079
DebtInstrumentUnamortizedDiscount,,,,,,,,36200000.000,32500000.000
DebtLongtermAndShorttermCombinedAmount,,,,,,431425000.000,435089000.000,438753000.000,442470000.000
DeferredCompensationPlanAssets,,18900000.000,18000000.000,20400000.000,22225000.000,20859000.000,21711000.000,21339000.000,21607000.000
DeferredTaxAssetsLiabilitiesNet,,,,26300000.000,,,86800000.000,97489000.000,
DeferredTaxAssetsNet,,,,80300000.000,,,,114798000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,31300000.000,,,100000000.000,70400000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,63700000.000,,,66900000.000,65500000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,168600000.000,,,,1470000.000,
