,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,600.000,1500.000,,,,,3592.000,11980.000,39200.000,57549.000,,,,130921.000,149648.000,163297.000,36740.000,6018.000,6895.000,9248.000,552.000,504.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,22715.000,25211.000,25211.000,45469.000,62803.000,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,444814.000,,,585644.000,1645479.000
AdditionalPaidInCapitalCommonStock,8100.000,19980.000,19980.000,19980.000,19980.000,19980.000,600.000,10910.000,10910.000,12609.000,12609.000,12609.000,-7391.000,-7391.000,-7391.000,-7391.000,415814.000,,444814.000,444814.000,,
Assets,5888.000,16833.000,11522.000,6442.000,3383.000,2421.000,2470.000,2476.000,2476.000,300000.000,300000.000,300000.000,300713.000,2945.000,2945.000,6522.000,6931.000,3211.000,2161.000,,159940.000,945908.000
AssetsCurrent,5888.000,16833.000,11522.000,6442.000,3383.000,2421.000,2470.000,,,300000.000,300000.000,300000.000,300000.000,2945.000,,,,,,,159940.000,945908.000
CashAndCashEquivalentsAtCarryingValue,5888.000,16833.000,11522.000,6442.000,3383.000,2421.000,2470.000,2476.000,2476.000,,,,713.000,2945.000,2945.000,6522.000,5431.000,3211.000,2161.000,,159940.000,945908.000
CashFDICInsuredAmount,,,,100000.000,100000.000,100000.000,,,,,,,,,250000.000,250000.000,250000.000,,250000.000,250000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,16666667.000,16666667.000,16666667.000,25000000.000,25000000.000
