,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccruedInvestmentIncomeReceivable,201730000.000,211541000.000,164899000.000,129088000.000,113509000.000,108793000.000,102656000.000,87075000.000,80223000.000,73313000.000,63828000.000,52887000.000,53568000.000,45681000.000,44200000.000,31665000.000,28916000.000,20355000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,224534000.000,228050000.000,239327000.000,237616000.000,237163000.000,241282000.000,242724000.000,217449000.000,207186000.000,198918000.000,197405000.000,236128000.000,264378000.000,246574000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,129481000.000,,,,137269000.000,,,,147337000.000,,,,158254000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,119881000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,-51768000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-72046000.000,25216000.000,63106000.000,39651000.000,55099000.000,66272000.000,94429000.000,69970000.000,68113000.000,-15584000.000,-15909000.000,6336000.000,19032000.000,25579000.000,6554000.000,-50374000.000,-41918000.000,-40230000.000
AdditionalPaidInCapital,4709574000.000,4713474000.000,4717946000.000,4720890000.000,4724671000.000,4725363000.000,4727763000.000,4730105000.000,4732552000.000,4735388000.000,4739587000.000,4743388000.000,4746646000.000,4747434000.000,4750497000.000,4751778000.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,4754981000.000,4753106000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,,,,,,,6025000000.000
AllowanceForLoanAndLeaseLossesRealEstate,,,,,,,,,926000.000,901000.000,,,,,,,,
Assets,52429066000.000,51778639000.000,50850815000.000,45355885000.000,44138584000.000,43590185000.000,41898593000.000,40596341000.000,40286698000.000,39696453000.000,39186560000.000,38607354000.000,38230626000.000,37700645000.000,37161125000.000,36569082000.000,36129290000.000,35417458000.000
AssetsSoldUnderAgreementsToRepurchaseInterestRate,,,,,,0.044,0.044,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,3600085000.000,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,483000.000,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,6508000.000,,
AvailableForSaleSecurities,10547796000.000,10491485000.000,9913149000.000,9177758000.000,9358370000.000,,,,,297154000.000,298645000.000,297283000.000,299026000.000,903003000.000,2101679000.000,3611045000.000,4418802000.000,5360431000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,305063000.000,,,,3617070000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,8873599000.000,2863071000.000,19754000.000,12891000.000,211240000.000,92132000.000,,,124622000.000,2651606000.000,2743617000.000,,1734677000.000,1532730000.000,2364430000.000,,2732594000.000,2160674000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,8873599000.000,2863071000.000,19754000.000,12891000.000,211240000.000,92132000.000,,,124622000.000,2651606000.000,2743617000.000,,1734677000.000,303270000.000,1199595000.000,,2091379000.000,1548172000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,0.000,0.000,0.000,,,,,,,,,,1229460000.000,1164835000.000,,641215000.000,612502000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,,,,6644000.000,6094000.000,,20175000.000,19282000.000,17973000.000,,20678000.000,57250000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,,,,298190000.000,,,,3299938000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,311208000.000,410096000.000,420853000.000,,419742000.000,289939000.000,291464000.000,290194000.000,291883000.000,895779000.000,2094475000.000,3293497000.000,1599185000.000,300112000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,10540674000.000,10484264000.000,9905741000.000,,9039762000.000,9309881000.000,8772353000.000,,7403340000.000,7851192000.000,7598387000.000,,6571141000.000,5761742000.000,4774928000.000,,2610906000.000,2711967000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,,,,,,,298190000.000,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesFairValue,10540674000.000,10484264000.000,9905741000.000,,9350970000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,,,,,,,,,300147000.000,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,,,,,300152000.000,2802128000.000,5004173000.000
AvailableForSaleSecuritiesDebtSecurities,10540674000.000,10484264000.000,9905741000.000,9170390000.000,9350970000.000,9719977000.000,9193206000.000,,7823082000.000,8147775000.000,7895945000.000,290194000.000,6883199000.000,6676803000.000,6887376000.000,3593649000.000,7032897000.000,8073502000.000
AvailableForSaleSecuritiesEquitySecurities,7122000.000,7221000.000,7408000.000,7368000.000,7400000.000,7500000.000,7600000.000,7500000.000,7500000.000,7200000.000,7200000.000,7100000.000,7100000.000,7200000.000,7200000.000,17400000.000,17500000.000,17422000.000
AvailableForSaleSecuritiesFairValueDisclosure,7122000.000,7221000.000,7408000.000,7368000.000,318608000.000,417590000.000,428407000.000,428057000.000,427199000.000,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,203000.000,,,569000.000,,,,,,,,,
BankOverdrafts,,,,2600000.000,,,,3100000.000,,,,1600000.000,,,,2200000.000,,
BorrowedFunds,,,,,,13425000000.000,12925000000.000,12175000000.000,12175000000.000,12175000000.000,12175000000.000,12175000000.000,12175000000.000,12175000000.000,12175000000.000,,,
BuildingsAndImprovementsGross,,,,56659000.000,,,,56574000.000,,,,56004000.000,,,,56112000.000,,
CashAndCashEquivalentsAtCarryingValue,437995000.000,713651000.000,3260229000.000,754080000.000,830688000.000,805430000.000,425861000.000,827968000.000,2755610000.000,2997209000.000,3721943000.000,4324474000.000,5102784000.000,5450681000.000,5679397000.000,6285566000.000,6172616000.000,6702750000.000
CashAndDueFromBanks,148276000.000,146701000.000,158061000.000,194029000.000,140592000.000,130768000.000,112157000.000,171042000.000,75048000.000,97572000.000,121336000.000,133665000.000,105116000.000,128637000.000,109294000.000,122484000.000,114521000.000,102957000.000
CashCashEquivalentsAndFederalFundsSold,437995000.000,713651000.000,3260229000.000,754080000.000,830688000.000,805430000.000,425861000.000,827968000.000,2755610000.000,2997209000.000,3721943000.000,4324474000.000,,,,,,
CashReserveDepositRequiredAndMade,,,,17800000.000,,,,22100000.000,,,,20300000.000,,,,18200000.000,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000,3200000000.000
CommonStockSharesIssued,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000,741466555.000
CommonStockSharesOutstanding,526718310.000,526707577.000,527547549.000,527571496.000,528132975.000,528132975.000,528193889.000,528211462.000,528433972.000,528419170.000,528419170.000,528419170.000,528447289.000,528752920.000,528764950.000,528908735.000,528961889.000,529529490.000
CommonStockValue,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000,7415000.000
CommonStockValueOutstanding,,,,,,,,,,,,6600000.000,,,,7100000.000,,
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,12175000000.000,,
DeferredFinanceCostsNet,,,,,,,,,,,103371000.000,105480000.000,105754000.000,104597000.000,102063000.000,99155000.000,95665000.000,90608000.000
DeferredIncomeTaxLiabilities,,,,87758000.000,,,,108051000.000,,,,44696000.000,,,,33470000.000,,
DeferredTaxAssetsGross,,,,420573000.000,,,,363668000.000,,,,340449000.000,,,,339062000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,332815000.000,,,,255617000.000,,,,295753000.000,,,,305592000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,75751000.000,,,,63765000.000,,,,51278000.000,,,,43437000.000,,
DeferredTaxAssetsOther,,,,12345000.000,,,,13847000.000,,,,21848000.000,,,,18063000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,49306000.000,,,,48030000.000,,,,56238000.000,,,,54306000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,55046000.000,,,,57098000.000,,,,39054000.000,,,,67370000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,12709000.000,,,,12755000.000,,,,13995000.000,,,,15096000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,110783000.000,,,,122514000.000,,,,111900000.000,,,,95637000.000,,
DeferredTaxLiabilitiesOther,,,,1463000.000,,,,1790000.000,,,,1396000.000,,,,894000.000,,
DeferredTaxLiabilitiesOtherComprehensiveIncome,,,,62768000.000,,,,84631000.000,,,,23384000.000,,,,12637000.000,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,23500000.000,,,,23500000.000,,,,,,,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityBadDebtReserveForTaxPurposesOfQualifiedLender,,,,,,,,,,,,23500000.000,,,,23500000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,154300000.000,,,,180200000.000,,,,172600000.000,,,,227800000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,,,,,,,,,,0.038,,
DefinedBenefitPlanBenefitObligation,,,,23300000.000,,,,25700000.000,,,,24000000.000,,,,28700000.000,,
DefinedBenefitPlanEquitySecurities,,,,0.030,,,,,,,,,,,,,,
