,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,33616.000,15000.000,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,275869.000,140191.000,107734.000,56765.000,59857.000,82100.000,70688.000,,,81347.000,77775.000,86110.000,73929.000,156058.000,178786.000,140735.000,128267.000,103250.000,86813.000,63310.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,158937.000,,,,,,,,76193.000,70980.000,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,96038.000,123038.000,134108.000,145178.000,172178.000,181313.000,181313.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,3779.000,7352.000,12426.000,17723.000,20957.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,96038.000,,,,,,
AccruedReclamationCostsCurrent,,,,,,,,,,,,,,,,,,,,65000.000,65000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-89615.000,,,,,,,,,,,,,,,-15047.000,
AdditionalPaidInCapital,2524415.000,3095066.000,3253716.000,3643616.000,3268616.000,3268616.000,3367079.000,3429279.000,3548839.000,3583159.000,3739939.000,3869071.000,4125071.000,4125071.000,4193797.000,4193797.000,4522097.000,4522097.000,4838371.000,5350513.000,5404070.000
Assets,662674.000,613270.000,636596.000,811973.000,699411.000,638388.000,491142.000,528076.000,565105.000,521229.000,590515.000,527395.000,614172.000,563808.000,513928.000,519176.000,569883.000,529296.000,566270.000,1120815.000,990775.000
AssetsCurrent,73885.000,111755.000,127064.000,328063.000,219825.000,158911.000,11665.000,48599.000,85628.000,41752.000,111038.000,47918.000,134695.000,84331.000,34451.000,39699.000,90406.000,49819.000,86793.000,142087.000,34617.000
CapitalUnitsAuthorized,,,,4000000.000,,,,,,,,,,,,,,,,,
CapitalUnitsOutstanding,,,,1250000.000,,,,,,,,,,,,,,,,,
Cash,,,,,166505.000,55604.000,6240.000,35882.000,77032.000,25189.000,98369.000,31992.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,44534.000,83.000,11504.000,,166505.000,55604.000,6240.000,35882.000,77032.000,25189.000,98369.000,31992.000,125795.000,63528.000,7668.000,12143.000,75090.000,21481.000,56600.000,108184.000,14233.000
CashCashEquivalentsAndShortTermInvestments,44534.000,83.000,11504.000,295366.000,166505.000,55604.000,6240.000,35882.000,77032.000,,,31992.000,125795.000,63528.000,7668.000,12143.000,75090.000,21481.000,56600.000,108184.000,14233.000
CashEquivalentsAtCarryingValue,,,,295366.000,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,0.220,,0.220,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,0.150,,,,,0.150,,,,
ClassOfWarrantOrRightOutstanding,,,,8616271.000,,8616271.000,,665000.000,1885000.000,2235000.000,3835000.000,5015000.000,,,,4365000.000,,,,0.000,
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,50000.000,,,,,50000.000,,,,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,28430049.000,28717549.000,30067549.000,30167549.000,30167549.000,30167549.000,30167549.000,31467549.000,33907549.000,34588288.000,37807549.000,40167549.000,44167549.000,44167549.000,44167549.000,44167549.000,50867549.000,50867549.000,52292549.000,54680579.000,54680579.000
CommonStockSharesOutstanding,28430049.000,28717549.000,30067549.000,30167549.000,30167549.000,30167549.000,30167549.000,31467549.000,33907549.000,34588288.000,37807549.000,40167549.000,44167549.000,44167549.000,44167549.000,44167549.000,50867549.000,50867549.000,52292549.000,54680579.000,54680579.000
CommonStockValue,28431.000,28718.000,30068.000,30168.000,30168.000,30168.000,30168.000,31468.000,33908.000,34588.000,37808.000,40168.000,44168.000,44168.000,44168.000,44168.000,50868.000,50868.000,52293.000,54681.000,54681.000
CommonStockValueOutstanding,,,,,,,,432388.000,,,,411185.000,,,,,,,,,
CommonStockholdersEquity,,,,,134634.000,,,,,,,,,,,,,,,,
ConvertibleNotesPayable,,,,1000000.000,,,15288.000,,,,,,,50000.000,,,,,,,
CostMethodInvestments,,,,,,,,,,,,,,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,
CostMethodInvestmentsOriginalCost,,,,,,,,,,,,,,,,,,,,479477.000,
DebtInstrumentConvertibleConversionPrice1,,,,0.080,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,1000000.000,,,,,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,0.001,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.080,,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,,,,,,,,118000.000,196000.000,,,,,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,,,,,,,,,,,196000.000,,,,,,
DeferredFinanceCostsCurrentNet,154067.000,91283.000,91283.000,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,47087.000,31391.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,1879000.000,,,2004000.000,,,,2086000.000,,,,2633000.000,,,,3084800.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,2436000.000,,,,2834800.000,
DeferredTaxAssetsNet,,,,,0.000,,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,1651000.000,,,,1754000.000,,,,2304000.000,,,,2688000.000,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,-197000.000,,,,-250000.000,
DerivativeLiabilitiesNoncurrent,,510893.000,323983.000,483235.000,,,,,,,,,,,,,,,,,
DerivativeNetLiabilityPositionAggregateFairValue,,,,,-508012.000,-765843.000,0.000,0.000,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-2564588.000,-3248300.000,-3222916.000,-4262277.000,2927157.000,3249103.000,2786500.000,2791366.000,2856842.000,2930505.000,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,293108.000,,,,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,25000.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,5000.000,,,,,,,,38435.000,44218.000,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,83616.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,167743.000,46490.000,,,,,,,,,,,,,,,,568500.000,646500.000
FairValueAssumptionsExercisePrice,,,,,,,,0.090,,,,,,,,,,,,,
FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateAccruedLiabilities,33940.000,48231.000,33445.000,,,,,,,,,,,,,,,,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,479477.000,,,,,,,,
Land,-357497.000,,,,,,,,,,,,,,,,,,,280333.000,280333.000
Liabilities,926122.000,974779.000,812721.000,1637459.000,564777.000,825700.000,117388.000,95688.000,76193.000,70980.000,81347.000,,,275545.000,546712.000,746900.000,,,,1045925.000,1103656.000
