,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,2634.000,6540.000,,,1878.000,2818.000,,,229.000,124.000,,
CapitalizedComputerSoftwareAdditions,14332.000,7279.000,7421.000,7754.000,7795.000,8442.000,13862.000,12873.000,14203.000,7856.000,8429.000,8222.000
CashAndCashEquivalentsPeriodIncreaseDecrease,852568.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,-1013718.000,,,,-93738.000,,,
CommunicationsAndInformationTechnology,5930.000,6284.000,6386.000,5586.000,4454.000,4454.000,4713.000,6836.000,4861.000,5608.000,5395.000,6362.000
ComprehensiveIncomeNetOfTax,34075.000,161843.000,224290.000,116888.000,3668.000,-261575.000,-255174.000,3027.000,-52338.000,37179.000,41235.000,-103934.000
CostOfServicesLicensesAndMaintenanceAgreements,730.000,821.000,748.000,866.000,1896.000,25073.000,10832.000,-8959.000,3424.000,10443.000,657.000,2254.000
CurrentIncomeTaxExpenseBenefit,21793.000,40830.000,50372.000,32901.000,4180.000,,,,,,12063.000,
CurrentStateAndLocalTaxExpenseBenefit,21793.000,40830.000,50372.000,32901.000,4180.000,,,,,,,
DeferredForeignIncomeTaxExpenseBenefit,,,,,,,,,,,12063.000,
DeferredIncomeTaxExpenseBenefit,-2593.000,-2594.000,-2592.000,-2593.000,-2650.000,-2650.000,22987.000,-1654.000,-1262.000,-2405.000,-1263.000,30618.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-2593.000,-2594.000,-2592.000,-2593.000,-2650.000,-2650.000,22987.000,-1654.000,-1262.000,-2405.000,-1263.000,
DepreciationAndAmortization,20169.000,20174.000,20161.000,20162.000,20171.000,20172.000,24083.000,16550.000,18895.000,18905.000,18903.000,18896.000
DepreciationDepletionAndAmortization,,,,,,,,,18895.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,622.000,,,,655.000,,,,-584.000,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.165,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,0.165,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,206250.000,199643.000,192270.000,174969.000,165905.000,162709.000,167158.000,173458.000,174420.000,186183.000,166738.000,167465.000
FeesAndCommissions,708527.000,803613.000,799615.000,748303.000,534141.000,308419.000,528755.000,438016.000,473261.000,561178.000,468476.000,450051.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,-124860.000,,,,,
GeneralAndAdministrativeExpense,432318.000,381274.000,350679.000,487471.000,363229.000,402090.000,456239.000,362986.000,345510.000,330115.000,246136.000,339596.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,118327.000,233706.000,291564.000,187972.000,13221.000,-248462.000,-211650.000,-74411.000,-8901.000,-15950.000,-13230.000,-47524.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,52203.000,202539.000,270695.000,147386.000,,,,,,,52198.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-66124.000,-31167.000,-20869.000,-40586.000,-9644.000,-16445.000,-20292.000,-25870.000,-43300.000,49668.000,65428.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,49790.000,202522.000,270545.000,,3577.000,-264907.000,-231942.000,-103281.000,-52201.000,33718.000,,
IncomeTaxExpenseBenefit,19200.000,38236.000,47780.000,30308.000,1530.000,-2650.000,22987.000,-108670.000,-1262.000,-2405.000,10800.000,18555.000
