,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,,,,141352.000,,,,,
AccountsAndOtherReceivablesNetCurrent,,,,,0.000,0.000,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,305817.000,89481.000,175699.000,177066.000,464006.000,576209.000,651537.000,821312.000,459000.000,536038.000,818417.000,1078142.000,1457275.000,1360890.000,2476718.000,3937244.000,4078887.000,3305834.000,2827742.000,2437080.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,251588.000,251588.000,251588.000,251588.000,251588.000
AccountsReceivableNetCurrent,43526.000,4082.000,303000.000,,658857.000,527867.000,659448.000,895405.000,1272155.000,1747000.000,2055245.000,2114525.000,1804636.000,2252053.000,5611386.000,6623894.000,7448429.000,8369428.000,9477069.000,10390140.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,62127.000,76464.000,90801.000,105138.000,133812.000,169312.000,189998.000,210684.000,231369.000,252056.000,251625.000,266950.000,,,,
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,,,,,,,,,200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1099701.000,1018970.000,1180431.000,1220796.000,1357851.000,1465939.000,1592949.000,1712639.000,1959127.000,2084066.000,2210618.000,2341377.000,2472111.000,2602845.000,4152225.000,3075648.000,989481.000,1058933.000,1065517.000,1264271.000
AdditionalPaidInCapital,40915.000,40915.000,6710124.000,6747512.000,7450117.000,7244993.000,7404867.000,7413354.000,11560249.000,11582443.000,12084650.000,12406205.000,12671942.000,13151461.000,20696977.000,21196792.000,21288692.000,22393921.000,22393921.000,24081761.000
AllowanceForDoubtfulAccountsReceivable,,,,,,267148.000,,,361284.000,399428.000,436556.000,726996.000,1482212.000,1527436.000,1648785.000,2498398.000,2917884.000,3322240.000,3628003.000,3750802.000
