,2011-08-05,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,3000.000,5270.000,12595.000,10957.000,3495.000,5276.000,13970.000,15095.000,2150.000,2150.000,8000.000,56381.000,69785.000,124993.000,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,,,,,,181759.000,191454.000,436450.000,593247.000,568806.000,814856.000,520342.000,505033.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,3203.000,3203.000,3203.000,,0.000,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,149421.000,265572.000,37914.000,37914.000,154558.000,200677.000,304479.000,317499.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,1086464.000,1106964.000,1127464.000,1151714.000,1161144.000,1182144.000,1203644.000,1221419.000
AdditionalPaidInCapital,,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,600300.000,620627.000,620627.000,620627.000,24078062.000,24567858.000,25236373.000,25337944.000,25342943.000,25342943.000,25377685.000,26681521.000
Assets,,167723.000,159931.000,136981.000,123509.000,111548.000,107309.000,,83784.000,64391.000,61141.000,60041.000,20327.000,17910.000,380.000,1608924.000,1584679.000,1431960.000,1395575.000,1352305.000,1563847.000,1407310.000,1597067.000
AssetsCurrent,,152723.000,144931.000,121981.000,108509.000,96548.000,92309.000,85434.000,,,,,,,,224077.000,219715.000,78253.000,39998.000,6158.000,3700.000,93663.000,312195.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,,1328161.000,1328161.000,1328161.000,1328161.000,1328161.000,1328161.000,1328161.000,1328161.000
Cash,,152723.000,144931.000,121981.000,108509.000,96548.000,92309.000,85434.000,83784.000,64391.000,61141.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,152723.000,144931.000,121981.000,108509.000,96548.000,92309.000,85434.000,83784.000,64391.000,61141.000,60041.000,20327.000,17910.000,380.000,220874.000,216512.000,75050.000,39998.000,6158.000,3700.000,89663.000,88195.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,25001.000,50000.000,20500.000,100.000,0.000,,,
CommonStockSharesAuthorized,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,300000000.000,,300000000.000,300000000.000,300000000.000,300000000.000,100000000.000,300000000.000,300000000.000,300000000.000,100000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,,97000000.000,97000000.000,97000000.000,97000000.000,97000000.000,97000000.000,97000000.000,,97000000.000,,97000000.000,97000000.000,97000000.000,97000000.000,86777382.000,88183029.000,89094446.000,89384728.000,89399012.000,89399012.000,89482583.000,92408298.000
CommonStockSharesOutstanding,,,,97000000.000,97000000.000,97000000.000,97000000.000,97000000.000,,97000000.000,,97000000.000,97000000.000,97000000.000,97000000.000,86777382.000,88183029.000,89094446.000,89384728.000,89399012.000,89399012.000,89482583.000,92408298.000
CommonStockValue,,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,9700.000,8678.000,8818.000,8910.000,8939.000,8940.000,8940.000,8948.000,9242.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,,,,,,,,,,50000.000
CumulativeEarningsDeficit,,,,,543274.000,547773.000,553793.000,586168.000,,,,,,,,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,,,0.000
DeferredOfferingCosts,,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,-190146.000,-191721.000,,,,,,,,,0.000,,,,,,,,920000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,212643.000,216624.000,216624.000,216624.000,216624.000,,,,,,,,570000.000
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,553793.000,586168.000,596777.000,602625.000,602625.000,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,,,,,,,,,,,,,,,,350000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,-205159.000,-208872.000,-210919.000,-212643.000,216624.000,216624.000,216624.000,216624.000,,,,,,,,-920000.000
DepositsAssets,,,,,,,,,,,,,,,,11500.000,11500.000,11500.000,11500.000,11500.000,11500.000,21500.000,10500.000
DerivativeLiabilities,,,,,,,,,,,,,,,,,,,,,,,218000.000
DueToRelatedPartiesCurrent,,30826.000,30826.000,30826.000,30826.000,30826.000,30826.000,32632.000,40466.000,39866.000,41541.000,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,30826.000,,40466.000,39866.000,41541.000,,,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,30826.000,,,32632.000,,,,45968.000,,,0.000,,,,,,,,
FairValueAssumptionsExercisePrice,,,,,,,,,,602625.000,,,,,,,,,,,,,
FurnitureAndFixturesGross,,,,,,,,,,,,,,,,22060.000,22060.000,22060.000,22060.000,22060.000,22060.000,22060.000,22060.000
