,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,6346000.000,7980000.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,4965000.000,6045000.000,6346000.000,7980000.000,7532000.000,10520000.000,8700000.000,7500000.000,9100000.000,12600000.000,14100000.000,15900000.000,20000000.000,20900000.000,20400000.000,21200000.000,24000000.000,34300000.000,38900000.000,45100000.000,49900000.000,58600000.000,68100000.000,65400000.000
AccountsPayableTradeCurrent,,,,,2021000.000,3796000.000,3900000.000,2200000.000,2800000.000,3800000.000,4200000.000,4800000.000,7000000.000,7900000.000,9900000.000,10900000.000,11700000.000,16700000.000,19000000.000,21500000.000,22400000.000,26300000.000,24500000.000,17900000.000
AccountsPayableTradeCurrentAndNoncurrent,,,2807000.000,1952000.000,,,,,,,,,,,,,,,,,,,,
AccountsReceivableGross,,,13192000.000,,,,20700000.000,,,,28800000.000,,,,46800000.000,,,,82000000.000,,,,114300000.000,
AccountsReceivableNet,,,12547000.000,,,,19500000.000,,,,26100000.000,,,,42400000.000,,,,74100000.000,,,,101700000.000,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,,,74100000.000,67300000.000,73800000.000,76800000.000,101700000.000,85900000.000
AccruedEmployeeBenefitsCurrent,,,,,,,800000.000,,,,1100000.000,,,,1500000.000,,,,2100000.000,,,,2500000.000,
AccruedVacationCurrentAndNoncurrent,,,1895000.000,,,,2300000.000,,,,2700000.000,,,,3200000.000,,,,4400000.000,,,,6400000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,16544000.000,,,,21100000.000,,,,26600000.000,,,,32800000.000,,,,38200000.000,,,,47200000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-101000.000,-94000.000,-80000.000,-103000.000,-88000.000,-93000.000,-100000.000,-100000.000,-100000.000,-100000.000,-100000.000,-100000.000,-200000.000,-100000.000,-100000.000,-300000.000,-300000.000,-300000.000,-300000.000,-300000.000,-700000.000,-700000.000,-1000000.000,-1300000.000
AdditionalPaidInCapitalCommonStock,487203000.000,491964000.000,495626000.000,504773000.000,511206000.000,517418000.000,522600000.000,530300000.000,539100000.000,547500000.000,559500000.000,577900000.000,593600000.000,614100000.000,638000000.000,659500000.000,685300000.000,750400000.000,776800000.000,806000000.000,841800000.000,876000000.000,905700000.000,942300000.000
AllowanceForDoubtfulAccountsReceivable,,,645000.000,,,,1200000.000,,,,2700000.000,,,,4400000.000,,,,7900000.000,,,,12600000.000,
Assets,136369000.000,128793000.000,120475000.000,117962000.000,110522000.000,102796000.000,106000000.000,98800000.000,102300000.000,110100000.000,122500000.000,124900000.000,139700000.000,159400000.000,184600000.000,189300000.000,218400000.000,256700000.000,292000000.000,299400000.000,332800000.000,361900000.000,402800000.000,467200000.000
AssetsCurrent,123980000.000,115232000.000,104410000.000,92822000.000,83993000.000,75571000.000,77600000.000,71300000.000,74200000.000,81700000.000,93100000.000,93600000.000,105500000.000,123400000.000,145900000.000,146200000.000,170400000.000,203700000.000,231300000.000,227400000.000,241000000.000,258600000.000,280000000.000,330500000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,28600000.000,28100000.000,29600000.000,29200000.000,27600000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleSecuritiesAmortizedCost,,,79359000.000,65067000.000,55210000.000,48635000.000,40600000.000,26400000.000,18200000.000,14200000.000,11400000.000,11700000.000,11800000.000,11700000.000,11800000.000,29600000.000,29800000.000,28000000.000,29100000.000,28600000.000,28100000.000,29600000.000,29200000.000,27600000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,0.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,,,,,,,,,,24800000.000,27000000.000,25100000.000,23300000.000,25800000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,71139000.000,79794000.000,79358000.000,65065000.000,55203000.000,48641000.000,40600000.000,26400000.000,18200000.000,14200000.000,11400000.000,11700000.000,11800000.000,11700000.000,11800000.000,29600000.000,29800000.000,28000000.000,29100000.000,28600000.000,28100000.000,29600000.000,29200000.000,27600000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,79358000.000,65065000.000,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,14000.000,8000.000,9000.000,1000.000,0.000,0.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,,,,,,,,,,,,,,,,,,,3800000.000,1100000.000,4500000.000,5900000.000,1800000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,13000.000,6000.000,2000.000,7000.000,0.000,0.000,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,2200000.000,,2200000.000,2200000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,,,2181000.000,2181000.000,2181000.000,2200000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,6063000.000,6063000.000,6063000.000,6100000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,3900000.000,,,,,,,,,,,,,,,,,
