,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,32603000.000,34377000.000,35459000.000,,,,24800000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,914000.000,-105000.000,-139000.000,-247000.000,-501000.000,-555000.000,-2781000.000,676000.000,4091000.000,2992000.000,-5495000.000,-5114000.000
AdditionalPaidInCapital,1937000.000,1957000.000,1976000.000,1982000.000,2005000.000,1963000.000,1153000.000,394000.000,394000.000,394000.000,694000.000,29638000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,669000.000,88000.000,14000.000,0.000,0.000,0.000,0.000,0.000
Assets,1552873000.000,1482833000.000,1523469000.000,1546584000.000,1550020000.000,1446206000.000,1398985000.000,1436360000.000,1420370000.000,1412210000.000,1425626000.000,1356076000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,124137000.000,216945000.000,318821000.000,388527000.000,459378000.000,396429000.000,446906000.000,457715000.000
AvailableForSaleSecurities,143269000.000,136122000.000,134711000.000,126337000.000,123304000.000,216022000.000,316040000.000,389203000.000,463470000.000,399421000.000,439650000.000,451089000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,312000.000,496000.000,442000.000,3076000.000,6112000.000,4426000.000,238000.000,360000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,1145000.000,1419000.000,3223000.000,2400000.000,2020000.000,1434000.000,7494000.000,6986000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,124137000.000,216945000.000,318821000.000,388527000.000,459378000.000,396429000.000,446906000.000,457715000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,65700000.000,94500000.000,103800000.000,54000000.000,51300000.000,68400000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,93584000.000,158620000.000,258923000.000,182766000.000,159861000.000,155899000.000,386958000.000,388560000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,82544000.000,135959000.000,193177000.000,88239000.000,56035000.000,101901000.000,335689000.000,320154000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,11040000.000,22661000.000,65746000.000,94527000.000,103826000.000,53998000.000,51269000.000,68406000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,0.000,11755000.000,41215000.000,41206000.000,36321000.000,31265000.000,31249000.000,31234000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,0.000,11735000.000,41202000.000,42353000.000,37803000.000,32536000.000,31189000.000,31284000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,57335000.000,31008000.000,20938000.000,20942000.000,20946000.000,16176000.000,31070000.000,41111000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,56996000.000,30948000.000,20877000.000,21207000.000,21299000.000,16480000.000,30695000.000,40791000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,0.000,26539000.000,41190000.000,41162000.000,70077000.000,29521000.000,36181000.000,49163000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,0.000,26461000.000,40563000.000,40436000.000,70170000.000,29692000.000,34755000.000,47914000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,16557000.000,4042000.000,10777000.000,10749000.000,7721000.000,5204000.000,10205000.000,10203000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,16611000.000,4052000.000,10761000.000,10751000.000,7723000.000,5207000.000,10204000.000,10198000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,0.000,0.000,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,0.000,0.000,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,123304000.000,216022000.000,316040000.000,389203000.000,463470000.000,399421000.000,439650000.000,451089000.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,44300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000
BankOwnedLifeInsurance,,,,,,,,,10014000.000,10098000.000,10191000.000,10282000.000
Capital,,,,,141153000.000,130454000.000,128272000.000,127636000.000,127822000.000,127248000.000,178906000.000,143350000.000
CapitalLeaseObligations,2211000.000,2211000.000,2211000.000,2211000.000,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,161000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,3040000.000,77000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,3040000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,,,,0.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,829000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,3040000.000,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,2211000.000,,,,,,,
CapitalRequiredForCapitalAdequacy,,,,,82304000.000,73108000.000,72774000.000,71050000.000,71932000.000,71416000.000,71381000.000,71605000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
CapitalToRiskWeightedAssets,,,,,0.137,0.143,0.141,0.144,0.142,0.143,0.201,0.160
CashAndCashEquivalentsAtCarryingValue,142151000.000,74499000.000,82883000.000,106808000.000,291198000.000,247398000.000,188875000.000,167052000.000,82503000.000,151920000.000,119335000.000,46697000.000
CashAndDueFromBanks,21603000.000,17309000.000,22690000.000,17833000.000,16799000.000,17202000.000,13506000.000,13689000.000,16734000.000,14142000.000,13537000.000,12716000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,,,,,,,,,7100000.000,0.000,0.000,0.000
CashCashEquivalentsAndFederalFundsSold,142151000.000,74499000.000,82883000.000,106808000.000,291198000.000,247398000.000,188875000.000,167052000.000,82503000.000,151920000.000,119335000.000,46697000.000
CommonStockNoParValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
