,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1824000.000,,,,3440000.000,,,,5390000.000,,,,6957000.000,,,,8027000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,743000.000,300000.000,-641000.000,158000.000,-269000.000,-447000.000,-526000.000,-1914000.000,-1573000.000,-1638000.000,-1652000.000,-1283000.000,-1651000.000,-1641000.000,-1648000.000,-1288000.000,-1519000.000,-1772000.000,-1843000.000,-1906000.000,-1861000.000,-1765000.000,-1593000.000
AdditionalPaidInCapital,49841000.000,49982000.000,50129000.000,96080000.000,96215000.000,92570000.000,92556000.000,92745000.000,93081000.000,93230000.000,93371000.000,90914000.000,90809000.000,87404000.000,87348000.000,85506000.000,84937000.000,84525000.000,82983000.000,83020000.000,76765000.000,77046000.000,77249000.000
AdvancesFairValueDisclosure,,,,45747000.000,45662000.000,45190000.000,,,,,,,,,,,,,,,,,
AllCertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesNotAccountedForUsingIncomeRecognitionModel,,,,,,,,,,,,,4287000.000,,,,,,,,,,
AlternativeInvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,5032000.000,5002000.000,5098000.000,,,,
AmortizationMethodQualifiedAffordableHousingProjectInvestments,,,,,,,,,,,,,,,,,474000.000,493000.000,470000.000,,,,
Assets,587213000.000,594555000.000,594952000.000,669196000.000,670908000.000,704710000.000,699577000.000,670639000.000,724955000.000,732625000.000,750893000.000,761931000.000,782291000.000,810035000.000,832928000.000,850830000.000,858249000.000,894101000.000,922689000.000,986153000.000,985568000.000,1012659000.000,1027046000.000
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,,,,1000000000.000,,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,96696000.000,100357000.000,85616000.000,95278000.000,89339000.000,86593000.000,93193000.000
AvailableForSaleSecurities,143229000.000,139480000.000,136730000.000,133264000.000,137069000.000,133363000.000,128549000.000,121597000.000,118207000.000,114717000.000,112732000.000,113881000.000,110347000.000,107841000.000,105523000.000,101908000.000,101344000.000,104339000.000,90491000.000,100572000.000,94583000.000,90533000.000,98865000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,-47000.000,64000.000,42000.000,69000.000,1000.000,88000.000,249000.000,179000.000,5000.000,2000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,-1061000.000,508000.000,878000.000,439000.000,1063000.000,283000.000,52000.000,60000.000,1222000.000,1013000.000
AvailableForSaleSecuritiesAmortizedCost,,,,132640000.000,137079000.000,133684000.000,129035000.000,124233000.000,120327000.000,117483000.000,114919000.000,115159000.000,111903000.000,108855000.000,105967000.000,102744000.000,101714000.000,105401000.000,90686000.000,100375000.000,94464000.000,91750000.000,99876000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,36585000.000,19776000.000,68560000.000,64958000.000,76264000.000,72984000.000,78630000.000,100714000.000,86875000.000,89107000.000,84244000.000,61081000.000,54643000.000,50485000.000,95339000.000,53654000.000,25350000.000,54533000.000,84525000.000,94363000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,36585000.000,19776000.000,68560000.000,64958000.000,76264000.000,69719000.000,42679000.000,65420000.000,24141000.000,29621000.000,29274000.000,8143000.000,13294000.000,10868000.000,58117000.000,14203000.000,,38753000.000,70100000.000,80446000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,0.000,0.000,0.000,0.000,,3265000.000,35951000.000,35294000.000,62734000.000,59486000.000,54970000.000,52938000.000,41349000.000,39617000.000,37222000.000,39451000.000,25350000.000,15780000.000,14425000.000,13917000.000
