,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1990000.000,2227000.000,2662000.000,1519000.000,1635000.000,1709000.000,1539000.000,2561000.000,1501000.000,1626000.000,2172000.000,2081000.000,2539000.000,3455000.000,7309000.000,7723000.000,8518000.000,8809000.000,9937000.000,8801000.000,7199000.000,8070000.000,7655000.000
AccountsReceivableNetCurrent,11985000.000,16157000.000,19918000.000,14922000.000,10541000.000,12633000.000,12994000.000,21499000.000,13003000.000,11627000.000,16840000.000,19185000.000,11198000.000,20254000.000,22692000.000,29182000.000,21832000.000,25307000.000,28201000.000,23627000.000,22220000.000,27258000.000,25742000.000
AccruedIncomeTaxesCurrent,413000.000,586000.000,1101000.000,610000.000,680000.000,968000.000,1362000.000,1075000.000,650000.000,136000.000,1329000.000,1717000.000,1087000.000,1272000.000,1257000.000,1251000.000,530000.000,308000.000,180000.000,148000.000,26000.000,311000.000,128000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,,3327000.000,3056000.000,2568000.000,2177000.000,1976000.000,1714000.000,1516000.000,1227000.000,1062000.000
AccruedLiabilitiesCurrent,2607000.000,2852000.000,2210000.000,1901000.000,2380000.000,2109000.000,2697000.000,3794000.000,4267000.000,3356000.000,4254000.000,4287000.000,3314000.000,4645000.000,5790000.000,5761000.000,4114000.000,4147000.000,3968000.000,4391000.000,3994000.000,3777000.000,3769000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,15423000.000,15589000.000,15841000.000,14734000.000,15117000.000,15302000.000,15354000.000,15282000.000,15521000.000,15616000.000,15799000.000,15970000.000,15866000.000,15933000.000,15872000.000,15890000.000,16082000.000,16276000.000,16583000.000,16788000.000,17080000.000,17222000.000,17506000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,250000.000,-519000.000,-53000.000,-893000.000,-479000.000,-100000.000,-423000.000,-94000.000,474000.000,789000.000,692000.000,573000.000,-318000.000,-939000.000,-2857000.000,-2371000.000,-2651000.000,-3417000.000,-2807000.000,-3220000.000,-3047000.000,-4387000.000,-4075000.000
AdditionalPaidInCapital,38662000.000,38261000.000,38350000.000,38401000.000,38578000.000,36734000.000,36924000.000,39442000.000,41118000.000,42767000.000,43448000.000,43600000.000,43781000.000,44013000.000,44897000.000,45015000.000,45205000.000,45451000.000,45480000.000,45738000.000,45955000.000,46114000.000,46447000.000
AllowanceForDoubtfulAccountsReceivable,,,,263000.000,,,,174000.000,,,,146000.000,,,,214000.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,323000.000,361000.000,568000.000,263000.000,303000.000,305000.000,260000.000,174000.000,119000.000,105000.000,212000.000,146000.000,137000.000,159000.000,122000.000,214000.000,152000.000,170000.000,246000.000,269000.000,148000.000,259000.000,157000.000
Assets,66688000.000,65306000.000,69135000.000,66809000.000,65486000.000,64591000.000,66082000.000,74145000.000,72850000.000,73046000.000,78789000.000,80066000.000,75247000.000,81414000.000,90356000.000,94938000.000,88326000.000,86745000.000,87069000.000,67922000.000,63392000.000,65200000.000,64287000.000
AssetsCurrent,49647000.000,48709000.000,53330000.000,50473000.000,49333000.000,47894000.000,49701000.000,58544000.000,56952000.000,57601000.000,62569000.000,63740000.000,57593000.000,63740000.000,59097000.000,61419000.000,53738000.000,52010000.000,51081000.000,46709000.000,42533000.000,45782000.000,44920000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,184000.000,52000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,725000.000,,,,725000.000,,,,2244000.000,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,,,,5219000.000,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,1500000.000,1600000.000,,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,339000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,17425000.000,9472000.000,10483000.000,12984000.000,14404000.000,13224000.000,12602000.000,13364000.000,21648000.000,18121000.000,19626000.000,23070000.000,24884000.000,27008000.000,16915000.000,11502000.000,9742000.000,4818000.000,3130000.000,6787000.000,6578000.000,5654000.000,4894000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,67888.000,,,,45970.000,,,,136044.000,,,,133697.000,,,,133543.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000,19000000.000
CommonStockSharesIssued,8459000.000,8387000.000,8396000.000,8402000.000,8463000.000,8519000.000,8556000.000,8619000.000,8844000.000,9068000.000,9148000.000,9149000.000,9152000.000,9251000.000,9349000.000,9348000.000,9353000.000,9350000.000,9350000.000,9370000.000,9371000.000,9387000.000,9420000.000
CommonStockSharesOutstanding,8459000.000,8387000.000,8396000.000,8402000.000,8463000.000,8519000.000,8556000.000,8619000.000,8844000.000,9068000.000,9148000.000,9149000.000,9152000.000,9251000.000,9349000.000,9348000.000,9353000.000,9350000.000,9350000.000,9370000.000,9371000.000,9387000.000,9420000.000
CommonStockValue,85000.000,84000.000,84000.000,84000.000,85000.000,85000.000,86000.000,86000.000,88000.000,91000.000,91000.000,91000.000,92000.000,92000.000,93000.000,93000.000,94000.000,94000.000,93000.000,94000.000,94000.000,94000.000,94000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,0.024,0.024,,,,,,,,,,,,,,,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,,,,,,,,,,785000.000,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,1798000.000,,,,1631000.000,,,
DeferredRevenueCurrent,6944000.000,6120000.000,6681000.000,7812000.000,5631000.000,5938000.000,5549000.000,6496000.000,6507000.000,6881000.000,6654000.000,7571000.000,6763000.000,8083000.000,8146000.000,8966000.000,7425000.000,9164000.000,8974000.000,7711000.000,6718000.000,6695000.000,7286000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,,,,,,1434000.000,,,
DeferredTaxAssetsGross,,,,14794000.000,,,,13864000.000,,,,14851000.000,,,,16839000.000,,,,20484000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,11937000.000,,,,,,,
DeferredTaxAssetsNet,,,,11103000.000,,,,10640000.000,,,,11748000.000,,,,13735000.000,,,,1031000.000,,,
DeferredTaxAssetsNetCurrent,3828000.000,3828000.000,3828000.000,2456000.000,2469000.000,2456000.000,2456000.000,1342000.000,1342000.000,1342000.000,1339000.000,1687000.000,1687000.000,1687000.000,1687000.000,2067000.000,2067000.000,2067000.000,2067000.000,1031000.000,315000.000,284000.000,228000.000
DeferredTaxAssetsNetNoncurrent,8700000.000,8278000.000,7571000.000,8647000.000,8278000.000,8881000.000,8537000.000,9298000.000,9502000.000,9134000.000,9993000.000,10061000.000,10796000.000,10540000.000,11687000.000,11668000.000,12308000.000,12823000.000,13955000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,6136000.000,,,,6617000.000,,,,7149000.000,,,,8582000.000,,,,9268000.000,,,
DeferredTaxAssetsOther,,,,3973000.000,,,,2381000.000,,,,2774000.000,,,,3251000.000,,,,3029000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,4685000.000,,,,4866000.000,,,,4928000.000,,,,5006000.000,,,,5451000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,,,,,,,,,,,,,,1060000.000,,,
DeferredTaxAssetsValuationAllowance,,,,3691000.000,,,,3224000.000,,,,3103000.000,,,,3104000.000,,,,19453000.000,,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,600000.000,,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,,,,,,,289000.000,293000.000,284000.000,295000.000,500000.000,292000.000,274000.000,280000.000
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,,1509000.000,1455000.000,1345000.000,1316000.000,1131000.000,1072000.000,938000.000,886000.000
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,779000.000,174000.000,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInventory,,,,192000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,10000.000,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,,,,86000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,308000.000,,,,,,,,,,,,,,,,,,,
DividendsPayableAmountPerShare,,,,0.250,0.250,0.250,,,,,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,2124000.000,2124000.000,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,1024000.000,1173000.000,813000.000,1265000.000,1133000.000,1342000.000,1445000.000,3324000.000,1372000.000,934000.000,1202000.000,1630000.000,1513000.000,1538000.000,2180000.000,3001000.000,2901000.000,1880000.000,1897000.000,1789000.000,2205000.000,2260000.000,2432000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,321000.000,393000.000,498000.000,470000.000,519000.000,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,320000.000,583000.000,883000.000,1184000.000,1408000.000,1672000.000,1851000.000,2136000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,,,,,,1152000.000,1169000.000,905000.000,1171000.000,904000.000,915000.000,859000.000,876000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,,,1155000.000,920000.000,,,1058000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,535000.000,269000.000,,821000.000,509000.000,263000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,,,,,,846000.000,878000.000,994000.000,682000.000,246000.000,249000.000,234000.000,238000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,,,,,,1167000.000,1202000.000,1206000.000,1063000.000,668000.000,677000.000,635000.000,647000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,,,,,,1151000.000,1183000.000,1183000.000,1099000.000,1061000.000,1072000.000,1017000.000,1033000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,,,,,,1214000.000,1242000.000,1339000.000,1077000.000,1080000.000,1091000.000,1035000.000,1051000.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,,,,,,7177000.000,7045000.000,6545000.000,6425000.000,6497000.000,6140000.000,6244000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,,6594000.000,6162000.000,5361000.000,,4825000.000,4289000.000,4108000.000
FurnitureAndFixturesGross,1015000.000,1009000.000,1017000.000,1014000.000,1133000.000,1135000.000,1137000.000,1137000.000,1142000.000,1143000.000,1149000.000,1156000.000,1135000.000,1130000.000,1124000.000,1123000.000,1125000.000,1128000.000,1132000.000,1130000.000,1128000.000,1039000.000,1042000.000
Goodwill,,,,,,,,,,,,,,,,7499000.000,7602000.000,7403000.000,7662000.000,7500000.000,7604000.000,7136000.000,7268000.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,,,6685000.000,6594000.000,6162000.000,5361000.000,5017000.000,4825000.000,4289000.000,4108000.000
IntangibleAssetsNetIncludingGoodwill,,,,,,,,,,,,,,,12352000.000,,,,,,,,
InterestBearingDepositsInBanks,,,,,,,,,,,,,8500000.000,4000000.000,,,,,,,,,
InterestBearingDomesticDepositTimeDeposits,,,,6600000.000,,,,9600000.000,,,,,,,,,,,,,,,
InventoryFinishedGoods,,,,2716000.000,3466000.000,,,,,,,,,,,,,,,,,,
InventoryFinishedGoodsNetOfReserves,,,,,,3217000.000,3523000.000,3759000.000,3695000.000,4258000.000,4104000.000,3674000.000,4447000.000,4092000.000,4823000.000,5215000.000,5048000.000,4895000.000,4548000.000,3657000.000,3777000.000,3061000.000,3264000.000
InventoryNet,7564000.000,6903000.000,7153000.000,5396000.000,6586000.000,6576000.000,7382000.000,6783000.000,7403000.000,8220000.000,7887000.000,7049000.000,8279000.000,8246000.000,11532000.000,11898000.000,13276000.000,13248000.000,13123000.000,12172000.000,10640000.000,10405000.000,12107000.000
InventoryPartsAndComponentsNetOfReserves,,,,,,2996000.000,,,,,,,,,,,,,,,,,
InventoryRawMaterials,,,,2373000.000,2814000.000,,,,,,,,,,,,,,,,,,
InventoryRawMaterialsNetOfReserves,,,,,,,3243000.000,2648000.000,3203000.000,3358000.000,3122000.000,2813000.000,3112000.000,3316000.000,4733000.000,4694000.000,6559000.000,5872000.000,5371000.000,5054000.000,4399000.000,4684000.000,4804000.000
InventoryValuationReserves,1631000.000,1618000.000,1500000.000,1200000.000,1220000.000,1208000.000,1271000.000,1124000.000,1176000.000,1198000.000,1379000.000,1185000.000,1068000.000,1078000.000,1059000.000,1436000.000,1303000.000,1153000.000,1499000.000,1608000.000,1998000.000,1906000.000,1853000.000
InventoryWorkInProcess,,,,307000.000,306000.000,,,,,,,,,,,,,,,,,,
InventoryWorkInProcessNetOfReserves,,,,,,363000.000,616000.000,376000.000,505000.000,604000.000,661000.000,562000.000,720000.000,838000.000,1976000.000,1989000.000,1669000.000,2481000.000,3204000.000,3461000.000,2464000.000,2660000.000,4039000.000
InvestmentOwnedAtFairValue,,,,,2200000.000,2200000.000,2200000.000,,,,,,,,,,,,,,,,
Investments,,,,,,,,,,,,,,,,,,,,2244000.000,1798000.000,1276000.000,966000.000
Liabilities,,,,,,,,,,,,,,,30557000.000,34146000.000,29731000.000,30216000.000,32767000.000,29368000.000,26803000.000,27268000.000,26308000.000
LiabilitiesAndStockholdersEquity,66688000.000,65306000.000,69135000.000,66809000.000,65486000.000,64591000.000,66082000.000,74145000.000,72850000.000,73046000.000,78789000.000,80066000.000,75247000.000,81414000.000,90356000.000,94938000.000,88326000.000,86745000.000,87069000.000,67922000.000,63392000.000,65200000.000,64287000.000
