,2014-12-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,10000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,48872.000
DeferredFederalIncomeTaxExpenseBenefit,17325.000
EarningsPerShareBasicAndDiluted,-0.000
EffectiveIncomeTaxRateContinuingOperations,0.340
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-17325.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-14551.000
IncreaseDecreaseInPrepaidExpense,6000.000
NetCashProvidedByUsedInFinancingActivities,120380.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,120380.000
NetCashProvidedByUsedInOperatingActivities,-71508.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-71508.000
NetIncomeLoss,-50957.000
OperatingExpenses,50957.000
OperatingIncomeLoss,-50957.000
OtherGeneralExpense,1249.000
ProceedsFromIssuanceOfCommonStock,100000.000
ProceedsFromRelatedPartyDebt,20380.000
ProfessionalFees,47979.000
StockIssuedDuringPeriodValueNewIssues,90000.000
SuppliesExpense,729.000
TaxesOther,1000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,38493151.000
