,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,47109.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,12697295.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,639792.000
AdditionalPaidInCapitalCommonStock,190047.000
Assets,7940.000
Cash,4652.000
CashAndCashEquivalentsAtCarryingValue,4652.000
CashReserveDepositRequiredAndMade,3288.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,50155000.000
CommonStockSharesOutstanding,50155000.000
CommonStockValue,64000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,13102928.000
LiabilitiesAndStockholdersEquity,7940.000
LiabilitiesCurrent,47109.000
LiabilitiesNoncurrent,12697295.000
RetainedEarningsAccumulatedDeficit,-527375.000
StockholdersEquity,-12736464.000
