,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,5300000.000,5100000.000,,,,3500000.000,,,
AccountsPayableTradeCurrent,898000.000,520000.000,505802.000,419000.000,219000.000,641000.000,596304.000,790000.000,818000.000,740000.000,350554.000,530000.000,6548000.000,5273000.000,5128355.000,4388000.000,4632000.000,4697000.000,3490842.000,2419000.000,4185000.000,4766000.000
AccountsReceivableGross,,,,,,,,,,,,,,,3604000.000,4914000.000,4774000.000,4527000.000,2933000.000,1371000.000,2619000.000,1770000.000
AccountsReceivableNet,,,,,,,,,,,,,,,2804000.000,4134000.000,3994000.000,3727000.000,,,,
AccountsReceivableNetCurrent,1202000.000,592000.000,1323655.000,847000.000,935000.000,520000.000,465973.000,1033000.000,222000.000,367000.000,296071.000,487000.000,6892000.000,4967000.000,2803516.000,4134000.000,3994000.000,3727000.000,2562999.000,1071000.000,2319000.000,1510000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,47000.000,,,,,,,,
AccruedInsuranceCurrent,,,,,,,,,,,,,,236000.000,305000.000,166000.000,118000.000,181000.000,133000.000,228000.000,208000.000,172000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,181000.000,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,251000.000,226000.000,138000.000,264000000.000,264000.000,9000.000,8000.000,,,
AccruedSalariesCurrent,,,,,,241000.000,334255.000,237000.000,181000.000,118000.000,126459.000,94000.000,314000.000,378000.000,,,,,,,,
AccruedSalesCommissionCurrent,,,,,32000.000,58000.000,9000.000,100000.000,0.000,0.000,,,,874000.000,363000.000,29000.000,145000.000,299000.000,402000.000,77000.000,205000.000,359000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1694000.000,,1731486.000,,,,1534400.000,,,,1279287.000,,,,223180.000,,,,534500.000,,,
AdditionalPaidInCapitalCommonStock,65270000.000,65330000.000,65385252.000,65436000.000,65505000.000,65568000.000,65633697.000,65776000.000,65793000.000,65816000.000,65830184.000,65835000.000,65835000.000,65835000.000,66335511.000,66335000.000,66355000.000,69374000.000,69424564.000,69492000.000,69540000.000,69540000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,-800000.000,-780000.000,780000.000,800000.000,370000.000,300000.000,300000.000,260000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,30000.000,30000.000,30000.000,30000.000,25000.000,25000.000,25000.000,0.000,0.000,0.000,,,800000.000,,,,370000.000,,,
AmountOfDeferredCostsRelatedToLongTermContracts,,,,,,,,,,,,,,,,,,,1155000.000,1214000.000,1964000.000,3152000.000
Assets,17601000.000,14707000.000,14254963.000,13316000.000,12633000.000,8888000.000,7999137.000,7466000.000,5554000.000,5073000.000,4622106.000,4639000.000,25168000.000,22769000.000,19104726.000,17615000.000,17212000.000,17258000.000,13489805.000,11469000.000,13073000.000,10489000.000
AssetsCurrent,17426000.000,14553000.000,14115722.000,13097000.000,12409000.000,6873000.000,5968951.000,5452000.000,4397000.000,4424000.000,4294033.000,4561000.000,12397000.000,13173000.000,9843491.000,8753000.000,8634000.000,8932000.000,5401710.000,3561000.000,5496000.000,4839000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,400000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,1072000.000,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,1175000.000,0.000,0.000,,,,,,,,,,,
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,1392000.000,444000.000,287582.000,557000.000,674000.000,709000.000,764517.000,540000.000,696000.000,474000.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,2787089.000,,,,2787089.000,,,
BusinessAcquisitionSharePrice,,,,,,,,,,,,,4.660,,,,,,,,,
BusinessCombinationAssetsArisingFromContingenciesAmountRecognized,,,,,,,,,,,,,2200000.000,2200000.000,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,20048000.000,19395000.000,19395000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,,,,34000.000,34000.000,34000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,4956000.000,4062000.000,4062000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,6088000.000,6314000.000,6314000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,3240000.000,1766000.000,1766000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,9960000.000,9327000.000,9327000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,,,,,,,,,,101000.000,101000.000,101000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,121000.000,122000.000,122000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,6527000.000,4749000.000,4749000.000,,,,,,,
