,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,11055.000,16055.000,1055.000
AdditionalPaidInCapital,267889.000,503916.000,503916.000
Assets,86788.000,165398.000,96849.000
AssetsCurrent,3788.000,75644.000,15719.000
AssetsNoncurrent,83000.000,89754.000,81129.000
Cash,3788.000,75644.000,15719.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,17362500.000,72092500.000,72092500.000
CommonStockSharesOutstanding,17362500.000,72092500.000,72092500.000
CommonStockValue,1736.000,2709.000,2709.000
DeferredTaxAssetsLiabilitiesNet,,115774.000,149141.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,194392.000,357282.000,426117.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,14000.000,14000.000,22625.000
FiniteLivedIntangibleAssetsGross,97000.000,103500.000,103500.000
Liabilities,11055.000,16055.000,16341.000
LiabilitiesAndStockholdersEquity,86788.000,165398.000,96849.000
LiabilitiesCurrent,,,1055.000
LiabilitiesNoncurrent,,,15286.000
LongTermNotesPayable,,,15000.000
OperatingLossCarryforwards,,330782.000,426117.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,5000000.000,0.000,0.000
PreferredStockSharesOutstanding,5000000.000,0.000,0.000
PreferredStockValue,500.000,0.000,0.000
PropertyPlantAndEquipmentNet,,254.000,254.000
StockholdersEquity,75733.000,149343.000,80508.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,75733.000,149343.000,80508.000
