,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-08-31,2014-11-30,2015-02-28,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2017-02-28
AccountsPayableCurrent,29268.000,37891.000,5481.000,8699.000,19669.000,791.000,10791.000,26123.000,35350.000,,791.000,791.000,1637.000,791.000,791.000,,791.000,0.000,3750.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,791.000,791.000,4541.000
AccountsPayableInterestBearingNoncurrent,,,,,,,,,,,,,,,,,,,791.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,,791.000,,,,,
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,791.000,
AccountsPayableRelatedParties,,,0.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,1510.000,1510.000,,0.000,,,0.000,0.000,0.000,34650.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,1000.000,3750.000,,,,,,,,,
AdditionalPaidInCapital,6743372.000,6743372.000,7043222.000,7043222.000,7043222.000,7043222.000,7043222.000,7043222.000,7043222.000,7044203.000,7043222.000,7043222.000,7043222.000,7043222.000,7043222.000,,7043222.000,7043222.000,7043222.000
Assets,,,,,,,,,,7171.000,12968.000,4926.000,6240.000,8813.000,28818.000,,14624.000,10874.000,6373.000
AssetsCurrent,26249.000,25534.000,12238.000,4696.000,2989.000,963.000,4458.000,3664.000,9621.000,,,,,,,,,,
Cash,,,12238.000,,,,4458.000,3664.000,9621.000,7171.000,12968.000,4926.000,6240.000,8813.000,28818.000,,14624.000,10874.000,6373.000
CashAndCashEquivalentsAtCarryingValue,26249.000,25534.000,12238.000,4696.000,2989.000,963.000,,3664.000,9621.000,7171.000,12968.000,4926.000,6240.000,8813.000,28818.000,,14624.000,10874.000,
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
CommonStockSharesAuthorized,,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,,300000000.000,300000000.000,300000000.000
