,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31
AssetImpairmentCharges,,,,,5295700.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1923.000,,,,,
CostOfGoodsSold,132782.000,968212.000,884659.000,1156973.000,1524152.000,862216.000
DepreciationDepletionAndAmortization,166055.000,,,,,
DerivativeGainLossOnDerivativeNet,-29384.000,31055.000,,,,0.000
EarningsPerShareBasic,,,0.040,,-0.380,-0.070
EarningsPerShareBasicAndDiluted,0.000,0.000,,,,
EarningsPerShareDiluted,,,0.040,,,
GainLossOnContractTermination,,-250000.000,,,,0.000
GainLossOnSaleOfOtherAssets,280478.000,,,,,0.000
GainsLossesOnExtinguishmentOfDebt,17505.000,321932.000,288172.000,56479.000,372957.000,0.000
GrossProfit,15298.000,302377.000,232341.000,702654.000,407304.000,342455.000
IncomeTaxesPaid,0.000,,,,,
IncreaseDecreaseInAccountsPayable,-56429.000,,,,,
IncreaseDecreaseInAccountsReceivable,17785.000,,,,,
IncreaseDecreaseInAccruedLiabilities,159492.000,,,,,
IncreaseDecreaseInInventories,50138.000,,,,,
IncreaseDecreaseInOtherCurrentAssets,6570.000,,,,,
InterestExpense,112188.000,56486.000,-11332.000,50954.000,338048.000,705724.000
InterestPaid,0.000,,,,,
NetCashProvidedByUsedInFinancingActivities,235780.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,235780.000,,,,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,,
NetCashProvidedByUsedInOperatingActivities,-237703.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-237703.000,,,,,
NetIncomeLoss,-346268.000,-384203.000,182992.000,-235609.000,-9015320.000,-2043137.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,432.000,0.000
NonoperatingIncomeExpense,152928.000,294588.000,296016.000,35546.000,34909.000,-705724.000
OperatingExpenses,,981168.000,345365.000,,9457101.000,1679868.000
OperatingIncomeLoss,-499196.000,-678791.000,-113024.000,-271155.000,-9049797.000,-1337413.000
OtherNoncashIncome,-4907.000,,,,,
OtherNonoperatingIncomeExpense,-3483.000,-1913.000,-3488.000,30016.000,,0.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,240000.000,,,,,
ProceedsFromNotesPayable,227475.000,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,8962.000,,,,,
ProfitLoss,-346268.000,-384203.000,182992.000,-235609.000,-9014888.000,-2043137.000
RepaymentsOfRelatedPartyDebt,657.000,,,,,
SalesRevenueGoodsNet,148080.000,1270589.000,1117000.000,1859627.000,1931456.000,1204671.000
SellingGeneralAndAdministrativeExpense,514494.000,731168.000,345365.000,973809.000,4161401.000,1679868.000
ShareBasedCompensation,20955.000,,,,,
StockIssuedDuringPeriodValueOther,57515.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,5175777.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,5175777.000,,23830584.000,28332554.000
