,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,111000.000,,,,96000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,18000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,100000.000,128000.000,,96000.000,92000.000
AmortizationOfIntangibleAssets,,,,261000.000,261000.000,,263000.000,200000.000
ComprehensiveIncomeNetOfTax,,,1514000.000,421000.000,5536000.000,-294000.000,126000.000,19937000.000
CostOfGoodsAndServicesSold,62466000.000,63783000.000,54806000.000,58339000.000,59940000.000,65998000.000,51453000.000,61063000.000
DeferredIncomeTaxExpenseBenefit,,,-76000.000,,,,97000.000,
DepreciationDepletionAndAmortization,,,2263000.000,,,,2338000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,22725000.000
EarningsPerShareBasic,-0.090,-0.090,0.050,0.190,0.340,0.510,0.220,1.620
EarningsPerShareDiluted,-0.090,-0.090,0.050,0.190,0.330,0.510,0.210,1.600
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,242000.000,,,,-853000.000,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,21000.000,21000.000,,21000.000,18000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,16000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,16000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,-131000.000,-182000.000,,716000.000,-179000.000
GainsLossesOnExtinguishmentOfDebt,-2422000.000,,,,,,,
GeneralAndAdministrativeExpense,11669000.000,9269000.000,8961000.000,10144000.000,9530000.000,9829000.000,8470000.000,11266000.000
GoodwillTranslationAdjustments,,,,,,,-384000.000,
GrossProfit,26475000.000,25972000.000,23147000.000,27365000.000,29382000.000,34740000.000,25350000.000,31290000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1749000.000,-1795000.000,959000.000,3752000.000,6223000.000,10609000.000,4263000.000,29369000.000
IncomeTaxExpenseBenefit,-702000.000,-717000.000,369000.000,1355000.000,2050000.000,4259000.000,1573000.000,9214000.000
IncomeTaxesPaidNet,,,2988000.000,,,,2514000.000,
IncreaseDecreaseInAccountsPayable,,,1233000.000,,,,-950000.000,
IncreaseDecreaseInInventories,,,6204000.000,,,,7414000.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-4758000.000,,,,-6387000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1292000.000,,,,3317000.000,
IncreaseDecreaseInReceivables,,,78000.000,,,,-2578000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,128330.000,117676.000,,81258.000,107699.000
IndefiniteLivedIntangibleAssetsTranslationAdjustments,,,,,,,-121000.000,
InterestExpense,1804000.000,1266000.000,1208000.000,1218000.000,1206000.000,1203000.000,1199000.000,1197000.000
InterestPaidNet,,,2364000.000,,,,2378000.000,
InvestmentIncomeInterest,320000.000,255000.000,358000.000,276000.000,216000.000,334000.000,282000.000,258000.000
NetCashProvidedByUsedInContinuingOperations,,,-6220000.000,,,,-11682000.000,
NetCashProvidedByUsedInFinancingActivities,,,3118000.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,3118000.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-1860000.000,,,,-958000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1860000.000,,,,-958000.000,
NetCashProvidedByUsedInOperatingActivities,,,-7720000.000,,,,-9871000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-7720000.000,,,,-9871000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,-1078000.000,590000.000,2397000.000,4173000.000,6350000.000,2690000.000,20155000.000
NonoperatingIncomeExpense,-4664000.000,-2897000.000,-1204000.000,-2219000.000,-2266000.000,-1368000.000,-1318000.000,20768000.000
OperatingExpenses,23560000.000,24870000.000,20984000.000,21394000.000,20893000.000,22763000.000,19769000.000,22689000.000
