,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,2000.000,2000.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,2000.000,2000.000,2000.000,,,,,,,,,
AccountsPayableCurrent,,,,,,4949.000,9502.000,16676.000,6487.000,1460.000,1086.000,2317.000,37970.000,592.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,-21500.000,27569.000,33985.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,37970.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,945.000,
AdditionalPaidInCapital,201.000,26296.000,26497.000,26600.000,26731.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,26927.000,27161.000,27398.000,27669.000,28470.000,29237.000,30008.000,30956.000,31963.000
Assets,3266.000,23244.000,5221.000,4221.000,1755.000,3118.000,602.000,,,95.000,210.000,662.000,0.000,
AssetsCurrent,,,,,,3118.000,602.000,,,95.000,210.000,662.000,,
Cash,3266.000,23244.000,5221.000,4221.000,1755.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,5221.000,4221.000,1755.000,3118.000,602.000,,,95.000,210.000,662.000,,
CommonStockNoParValue,0.000,0.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,
CommonStockSharesIssued,,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,
CommonStockSharesOutstanding,5000000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,
CommonStockValue,50.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000,57.000
CommonStockValueOutstanding,,,,,,57.000,57.000,57.000,57.000,57.000,57.000,57.000,,
DeferredIncomeTaxLiabilities,,,9960.000,9844.000,12588.000,,,,,,,,,
DeferredTaxAssetsNet,,,9960.000,9844.000,12588.000,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-4108.000,-10232.000,28456.000,29559.000,35966.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,15000.000,,,,,
DueToRelatedPartiesNoncurrent,,,,,,11883.000,13383.000,13603.000,13603.000,13703.000,13703.000,14603.000,13603.000,14923.000
EmployeeRelatedLiabilitiesCurrent,,,5123.000,5123.000,8933.000,,,,,,,,,
Liabilities,7123.000,7123.000,7123.000,7123.000,10933.000,16832.000,22885.000,30357.000,35168.000,36663.000,42358.000,50905.000,52518.000,53485.000
LiabilitiesAndStockholdersEquity,3266.000,23244.000,5221.000,4221.000,1755.000,3118.000,602.000,0.000,0.000,95.000,210.000,662.000,0.000,0.000
LiabilitiesCurrent,,,,,,4949.000,9502.000,16754.000,21565.000,,,,,
LiabilitiesNoncurrent,,,,,,11883.000,13383.000,13603.000,13603.000,,,,,
OtherShortTermBorrowings,,,,,,,,78.000,78.000,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockSharesAuthorized,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
RetainedEarningsAccumulatedDeficit,,,,,,-40698.000,-49501.000,-57812.000,-62893.000,-65095.000,-71442.000,-80308.000,-83531.000,-85505.000
SharesOutstanding,,,,,,5650000.000,5650000.000,5650000.000,5650000.000,5650000.000,,,,5650000.000
StockholdersEquity,-3857.000,16121.000,-1902.000,-2902.000,-9178.000,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3857.000,16121.000,-1902.000,-2902.000,-9178.000,-13714.000,-22283.000,-30357.000,-35168.000,-36568.000,-42148.000,-50243.000,-52518.000,-53485.000
