,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,125000000.000,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,84000000.000,70000000.000,44000000.000,62000000.000,88000000.000,72000000.000,70000000.000,69000000.000,89000000.000,18000000.000,67000000.000,65000000.000,86000000.000,71000000.000,73000000.000,84000000.000,101000000.000,76000000.000,86000000.000,85000000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,60000000.000,44000000.000,43000000.000,-100000000.000,24000000.000,10000000.000,23000000.000,-40000000.000,16000000.000,9000000.000,7000000.000,-24000000.000,9000000.000,8000000.000,7000000.000,-18000000.000,9000000.000,8000000.000,8000000.000,-17000000.000,7000000.000,1000000.000,1000000.000,-6000000.000,9000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,48000000.000,21000000.000,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,53000000.000,26000000.000,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,1000000.000,3000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,667000000.000,,,,2232000000.000,,,,1632000000.000,,,,238000000.000,,,,1155000000.000,,,,-327000000.000,,,,5712000000.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge,38000000.000,-96000000.000,,,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.125,0.163,0.163,0.162,,,,,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,0.163,0.212,0.212,0.213,0.212,0.280,0.280,0.280,0.280,0.375,0.375,0.375,0.375,0.500,0.500,0.500,0.500,0.625,0.625,0.625,0.625
ComprehensiveIncomeNetOfTax,1301000000.000,1392000000.000,1336000000.000,1322000000.000,1385000000.000,1348000000.000,1663000000.000,1107000000.000,1142000000.000,513000000.000,1518000000.000,1106000000.000,1434000000.000,1691000000.000,908000000.000,1102000000.000,,,557000000.000,,2141000000.000,2355000000.000,1868000000.000,1306000000.000,2406000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,48000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,21000000.000,,16000000.000,6000000.000,10000000.000,24000000.000,19000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,1190000000.000,513000000.000,1518000000.000,1106000000.000,1434000000.000,1691000000.000,908000000.000,1102000000.000,520000000.000,1563000000.000,578000000.000,1265000000.000,2157000000.000,2361000000.000,1878000000.000,1330000000.000,2425000000.000
CostMethodInvestmentsRealizedGainLoss,,,37000000.000,,39000000.000,50000000.000,20000000.000,47000000.000,,,,,,,,,,,,,,,,,
CostMethodInvestmentsRealizedGains,,,46000000.000,,43000000.000,53000000.000,22000000.000,57000000.000,,,,,,,,,,,,,,,,,
CostMethodInvestmentsRealizedLosses,,,5000000.000,,1000000.000,2000000.000,2000000.000,8000000.000,,,,,,,,,,,,,,,,,
CostOfGoodsSold,599000000.000,554000000.000,609000000.000,623000000.000,634000000.000,620000000.000,627000000.000,642000000.000,682000000.000,669000000.000,731000000.000,757000000.000,892000000.000,929000000.000,955000000.000,1008000000.000,1100000000.000,1111000000.000,6100000000.000,7895000000.000,5877000000.000,6106000000.000,6125000000.000,6308000000.000,5676000000.000
CostsAndExpenses,23211000000.000,23135000000.000,23210000000.000,23842000000.000,24965000000.000,25039000000.000,24692000000.000,26668000000.000,28201000000.000,28007000000.000,27993000000.000,28665000000.000,29654000000.000,30022000000.000,29856000000.000,30668000000.000,33116000000.000,33368000000.000,38471000000.000,41131000000.000,41567000000.000,43282000000.000,42713000000.000,44348000000.000,45310000000.000
DeferredIncomeTaxExpenseBenefit,165000000.000,,,,126000000.000,,,,131000000.000,,,,99000000.000,,,,122000000.000,,,,145000000.000,,,,-89000000.000
DepreciationAndAmortization,270000000.000,270000000.000,294000000.000,290000000.000,296000000.000,326000000.000,317000000.000,370000000.000,336000000.000,340000000.000,349000000.000,350000000.000,360000000.000,364000000.000,373000000.000,381000000.000,378000000.000,379000000.000,452000000.000,484000000.000,502000000.000,511000000.000,515000000.000,527000000.000,533000000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainRecognizedInIncome,,,132000000.000,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInIncome,-38000000.000,96000000.000,132000000.000,0.000,,,,,,,,,,,,,,,,,,,,,
DividendsCash,135000000.000,,,,168000000.000,,,,,,,,276000000.000,,,,357000000.000,,,,477000000.000,,,,596000000.000
EarningsPerShareBasic,1.240,1.180,1.190,1.200,1.340,1.300,1.520,1.220,1.170,1.420,1.560,1.440,1.120,1.440,1.650,1.570,1.480,1.660,1.680,1.280,1.690,1.840,2.070,1.770,2.280
EarningsPerShareDiluted,1.220,1.160,1.170,1.180,1.310,1.270,1.500,1.200,1.160,1.400,1.530,1.410,1.100,1.420,1.630,1.550,1.460,1.640,1.650,1.260,1.670,1.810,2.030,1.740,2.230
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,-20000000.000,,,,6000000.000,,,,-85000000.000,,,,34000000.000,,,,20000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,1.300,,,,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,57000000.000,59000000.000,19000000.000,35000000.000,187000000.000,87000000.000,14000000.000,173000000.000,33000000.000,83000000.000,62000000.000,28000000.000,119000000.000,24000000.000,39000000.000,49000000.000,138000000.000,36000000.000,38000000.000,35000000.000,,,,,
FairValueLevel1ToLevel2TransfersAmount,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
FairValueLevel2ToLevel1TransfersAmount,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,0.000,,,,,,,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,-2000000.000,-1000000.000,,,,,,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,4000000.000,36000000.000,,,,,,,,,,,,,,,,,,,,,,,
