,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-530000.000,,,,-414000.000,,,,-356000.000,,,,-392000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,23000.000,,,,15000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,,,,195000.000,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,,,-75000.000,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,60000.000,,,,-1316000.000,,,,0.000
BankOwnedLifeInsuranceIncome,145000.000,145000.000,157000.000,159000.000,,,,,,,165000.000,168000.000,166000.000,172000.000,169000.000
BrokerageCommissionsRevenue,96000.000,188000.000,271000.000,201000.000,183000.000,113000.000,240000.000,259000.000,225000.000,282000.000,247000.000,244000.000,150000.000,180000.000,267000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8844000.000,,,,22635000.000,,,,8200000.000,,,,-36701000.000
CommonStockDividendsPerShareDeclared,,0.000,,,0.040,,0.035,0.035,0.035,0.035,0.040,0.040,0.040,0.040,0.040
CommunicationsAndInformationTechnology,257000.000,256000.000,285000.000,299000.000,305000.000,405000.000,366000.000,382000.000,385000.000,397000.000,403000.000,415000.000,421000.000,428000.000,430000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,1929000.000,2388000.000,2322000.000,-240000.000,1398000.000,-1564000.000,1809000.000,12000.000,3264000.000,3441000.000,1733000.000,2292000.000,2441000.000
DepreciationAndAmortization,,,174000.000,,,,206000.000,,,,207000.000,,,,197000.000
EarningsPerShareBasic,0.210,0.280,0.300,0.340,0.310,0.210,0.310,0.360,0.370,0.260,0.320,0.360,0.370,0.320,0.390
EarningsPerShareDiluted,0.210,0.280,0.300,0.330,0.300,0.210,0.300,0.350,0.360,0.250,0.310,0.360,0.370,0.310,0.390
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,,,,,,0.340,,,,0.340,,,,0.340
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,31000.000,,,,36000.000,,,,517000.000
FeesAndCommissionsDepositorAccounts,358000.000,360000.000,351000.000,375000.000,437000.000,436000.000,415000.000,452000.000,482000.000,475000.000,452000.000,532000.000,535000.000,554000.000,509000.000
FeesAndCommissionsMortgageBanking,41000.000,67000.000,132000.000,173000.000,159000.000,224000.000,183000.000,213000.000,173000.000,100000.000,92000.000,137000.000,143000.000,200000.000,234000.000
ForeclosedRealEstateExpense,416000.000,579000.000,273000.000,169000.000,475000.000,1699000.000,172000.000,329000.000,589000.000,852000.000,158000.000,242000.000,299000.000,355000.000,191000.000
GainLossOnSaleOfSecuritiesNet,462000.000,541000.000,40000.000,,,,68000.000,,,,7000.000,714000.000,9000.000,0.000,329000.000
GainsLossesOnSalesOfOtherRealEstate,,,-70000.000,,,,21000.000,,,,0.000,,,,-20000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,27925000.000,,,,19737000.000,,,,14900000.000
