,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,,,,,,,-31960.000
AdjustmentForLongTermIntercompanyTransactionsNetOfTax,,,-1330.000,,,,-1538.000,,,,-1444000.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,225198.000,,84392.000,,,,349239.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,154000.000,195000.000,213000.000,827000.000,225000.000,,84000.000,,,,349000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,26000.000,40000.000,42000.000,-107689.000,0.000,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,634191.000,634191.000,590858.000,590858.000,590858.000,590858.000,590553.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,7999031.000,,,,23868839.000,,,,28963786.000,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,437252.000,0.000,0.000,0.000,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,16500000.000,,,,,,
CapitalLeaseObligationsIncurred,135000.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3989000.000,,-1530000.000,,,,544000.000,,,,33000.000,,,,-3265658.000,,179936.000,,,,-3666043.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,-3533055.000,-2369246.000,-949326.000,-2702554.000,101815.000,-18457556.000,-1190766.000
CostOfGoodsAndServicesSold,2628000.000,2628000.000,2483000.000,2669000.000,2820000.000,2973000.000,2572000.000,2773000.000,3129000.000,4136000.000,2603000.000,2852000.000,3017000.000,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,,3652510.000,3953940.000,3801194.000,4087165.000,4369574.000,3990178.000,4493913.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,,,,,,,,,,,,,,,,,,,0.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,144000.000,128000.000,,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,,,,,,,-29176.000,,-21748.000,,,,0.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,-1414.000,,-1060.000,,,,3324.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,,,,,,,,,19000.000,19000.000,24000.000,24000.000,24000.000,,21000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,,,,,,,,,,,,-7000.000,-7000.000,1000.000,1000.000,2000.000,,0.000
DefinedBenefitPlanInterestCost,,,,,,,,,,,,,,,24000.000,24000.000,29000.000,29000.000,29000.000,,23000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,,,48000.000,48000.000,31000.000,32000.000,31000.000,,26000.000
DefinedBenefitPlanServiceCost,,,,,,,,,,,,,,,36000.000,36000.000,27000.000,28000.000,28000.000,,21000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,,,,,,,70000.000,,123000.000,,,,221000.000
DepreciationDepletionAndAmortization,189000.000,,204000.000,202000.000,197000.000,192000.000,188000.000,173000.000,170000.000,164000.000,166000.000,152000.000,148000.000,-187047.000,853165.000,,806614.000,,,,769809.000
EarningsPerShareBasicAndDiluted,-0.060,-0.070,-0.060,-0.090,-0.030,-0.050,-0.050,-0.030,-0.030,-0.060,-0.040,-0.030,-0.030,-0.390,-0.140,-0.090,-0.040,-0.100,0.000,-0.570,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,24397.000,,13299.000,,,,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,,2998.000,1847.000,-7562.000,-17844.000,-14905.000,15289.000,12740.000
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,-216.000,,0.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,1000.000,,6000.000,,,,-3000.000,,,,-6000.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,-1244000.000,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,1893272.000,1935286.000,1796020.000,1867312.000,1558090.000,1556588.000,2136156.000
GrossProfit,1128000.000,1397000.000,913000.000,1070000.000,1132000.000,1227000.000,1080000.000,1195000.000,1378000.000,845000.000,1149000.000,1258000.000,1903000.000,19091265.000,7497702.000,7880247.000,8405370.000,8917486.000,9038037.000,9242155.000,8456220.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2627000.000,-2955000.000,-2646000.000,-4264000.000,-1567000.000,-2068000.000,-2434000.000,-1320000.000,-1554000.000,-2394000.000,-1977000.000,-1543000.000,-1562000.000,-2561652.000,-3551182.000,-2358109.000,-951779.000,-2646206.000,125246.000,-18477439.000,-1156966.000
IncomeLossFromEquityMethodInvestments,,,-686.000,,,,-686.000,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,3000.000,-2000.000,1000.000,,10000.000,,,3000.000,8000.000,,,,,,17578.000,10532.000,14629.000,18561.000,18932.000,92647.000,53451.000
IncomeTaxesPaid,3000.000,,7000.000,,,,,,,,,,,,17578.000,,14558.000,,,,110550.000
IncreaseDecreaseInAccountsPayable,-73000.000,,241000.000,,,,-483000.000,,,,-72000.000,,,,-90040.000,,13501.000,,,,-701975.000
IncreaseDecreaseInAccountsReceivable,405000.000,,-54000.000,,,,931000.000,,,,-458000.000,,,,-816135.000,,-1340860.000,,,,-68501.000
IncreaseDecreaseInAccruedSalaries,166000.000,,143000.000,,,,210000.000,,,,205000.000,,,,,,,,,,
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,,,,-421327.000,,-1175529.000,,,,-1596337.000
IncreaseDecreaseInDeferredRevenue,-1661000.000,,27000.000,,,,12000.000,,,,203000.000,,,,72080.000,,106044.000,,,,20487.000
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,76211.000,,95447.000,,,,0.000
IncreaseDecreaseInInventories,-777000.000,,-310000.000,,,,-191000.000,,,,178000.000,,,,43959.000,,447745.000,,,,373741.000
IncreaseDecreaseInOtherAccruedLiabilities,-158000.000,,-110000.000,,,,-133000.000,,,,3000.000,,,,-1035323.000,,175873.000,,,,468368.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,,,50717.000,,17646.000,,,,133392.000
IncreaseDecreaseInPensionPlanObligations,,,,,,,,,,,,,,,39745.000,,23611.000,,,,11909.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-94000.000,,-70000.000,,,,-85000.000,,,,-17000.000,,,,,,,,,,
InterestAndDebtExpense,41000.000,43000.000,144000.000,128000.000,,,,,,,83000.000,106000.000,114000.000,,,,,,,,
InterestAndOtherIncome,,,,,,,,1000.000,,,,,,,,,,,,,
InterestExpense,99000.000,99000.000,194000.000,237000.000,36000.000,36000.000,41000.000,44000.000,58000.000,49000.000,,,72000.000,,343555.000,,,376363.000,380803.000,,
InterestExpenseDebt,,,190000.000,,,,,,,,,,,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,,,,265967.000,,275498.000,,,,0.000
InterestIncomeExpenseNet,,,-193000.000,-236000.000,-35000.000,-35000.000,-41000.000,-43000.000,-58000.000,-49000.000,83000.000,,,,,,-390069.000,170.000,124.000,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,,,,,,,,,,46401.000
InterestPaid,98000.000,,157000.000,,,,,,,,,,,,1400.000,,19360.000,,,,13495.000
InvestmentIncomeInterest,5000.000,2000.000,1000.000,1000.000,1000.000,1000.000,,,,,,,,,1582.000,-352423.000,,,,,
NetCashProvidedByUsedInFinancingActivities,185000.000,,860000.000,,,,1963000.000,,,,1003000.000,,,,0.000,,0.000,,,,3953.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,185000.000,,860000.000,,,,1963000.000,,,,1003000.000,,,,0.000,,0.000,,,,3953.000
NetCashProvidedByUsedInInvestingActivities,-76000.000,,-30000.000,,,,,,,,-25000.000,,,,-395387.000,,-137761.000,,,,-1371339.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-76000.000,,-30000.000,,,,,,,,-25000.000,,,,-395387.000,,-137761.000,,,,-1371339.000
NetCashProvidedByUsedInOperatingActivities,-4098000.000,,-2360000.000,,,,-1419000.000,,,,-945000.000,,,,-2894668.000,,304398.000,,,,-2298657.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4098000.000,,-2360000.000,,,,-1419000.000,,,,-945000.000,,,,-2894668.000,,304398.000,,,,-2298657.000
NetIncomeLoss,-2630000.000,-2953000.000,-2647000.000,-4264000.000,-1577000.000,-2069000.000,-2434000.000,-1323000.000,-1562000.000,-2395000.000,-1977000.000,-1543000.000,-1562000.000,-2627158.000,-3568760.000,-2368641.000,-966408.000,-2664767.000,106314.000,-18570086.000,-1210417.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,110000.000,,57000.000,,,,116000.000,,,,180000.000,,,,,,,,,,
NonoperatingIncomeExpense,,,,,,,,,,,,,,,-338975.000,-350576.000,-397631.000,-394037.000,-395584.000,-18951975.000,59141.000
NumberOfReportableSegments,,,2.000,,,,2.000,,,,2.000,,,,,,,,,,
OperatingExpenses,,,,,,,,,,,,,,,10709909.000,9887780.000,8959518.000,11169655.000,8517207.000,8767619.000,9672327.000
OperatingIncomeLoss,-2491000.000,-2805000.000,-2304000.000,-2621000.000,-1526000.000,-2026000.000,-2389000.000,-1283000.000,-1478000.000,-2294000.000,-1878000.000,-1441000.000,-1445000.000,-2883346.000,-3212207.000,-2007533.000,-554148.000,-2252169.000,520830.000,474536.000,-1216107.000
OtherAmortizationOfDeferredCharges,,,,,,,,,,,,,,,-2669.000,,12694.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,57458.000,-859.000,25656.000,-50278.000,-4458.000,-82435.000,21424.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,35705.000,-605.000,17082.000,-37787.000,-4499.000,112530.000,19651.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,,,,,,,21753.000,-254.000,8574.000,-12491.000,41.000,-216314.000,1568.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,-205.000
