,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayable,651247.000,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,60889.000,253976.000,955969.000,432953.000,561914.000,344483.000,608725.000,634916.000,652006.000,820629.000,907007.000,1273101.000,1290802.000,1371881.000,1242990.000,1282669.000,,,
AccountsPayableCurrent,,,,,,,,,,,,,,,,,1866785.000,1913724.000,2000561.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,351870.000,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,92232.000,34522.000,138397.000,14807.000,16783.000,,,2234.000,21209.000,59512.000,36136.000,24538.000,9714.000,11512.000,6690.000,311763.000,364763.000,463017.000
AccountsReceivableRelatedParties,,,,0.000,0.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,1454020.000,1265039.000,1083094.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,11787.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,-3150.000,-5875.000,-5875.000,-6708.000,-7542.000,-8285.000,-10042.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-1998.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,8378933.000,11800050.000,13291900.000,19521586.000,18236567.000,19287393.000,19287393.000,19337916.000,19603216.000,19792186.000,19988569.000,19974027.000,19171081.000,18368569.000,17028310.000,15874782.000,12472555.000,12349295.000,12299503.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,120438.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,0.000,0.000,0.000,0.000,51000.000,,
Assets,355226.000,2763153.000,2991788.000,1928623.000,309553.000,297402.000,158731.000,114998.000,374042.000,472337.000,554225.000,1413247.000,1427353.000,1504481.000,1234508.000,979171.000,10871370.000,6267699.000,5998067.000
AssetsCurrent,354030.000,1553595.000,644467.000,476833.000,117514.000,113155.000,58001.000,12453.000,6111.000,66327.000,99912.000,345488.000,808414.000,708266.000,566474.000,437720.000,7184257.000,2349724.000,2171350.000
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,,,,47841.000,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetToBeDisposedOf,,,,1225301.000,45000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,135000.000,101000.000,101000.000,101000.000,74000.000,41000.000,41000.000,41000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,13686704.000,11243846.000,10748709.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,8461118.000,6022869.000,4820992.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,,,,505000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,600586.000,5095977.000,797717.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,4625000.000,125000.000,4625000.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,295000.000,,,,,,,,,,,,,,
Cash,11661.000,181725.000,21777.000,199759.000,39868.000,33533.000,,,,,,,,,,60.000,1929831.000,,
CashAndCashEquivalentsAtCarryingValue,11661.000,181725.000,21777.000,199759.000,39868.000,33533.000,51685.000,6137.000,3877.000,1368.000,,2524.000,3829.000,19272.000,20134.000,60.000,1929832.000,1152725.000,993251.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,120438.000,,,,,,
CommonStockSharesAuthorized,,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,2000000000.000,2000000000.000,2000000000.000,4200000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000
CommonStockSharesIssued,,50018625.000,2043120.000,66538869.000,69923970.000,80018621.000,80795420.000,162829883.000,175916617.000,276316617.000,301816617.000,1397110507.000,2948694586.000,4142944587.000,5939277920.000,7320754217.000,7320754217.000,7620754217.000,7720754217.000
CommonStockSharesOutstanding,,50018625.000,2043120.000,66538869.000,69923970.000,80018621.000,80795420.000,162829883.000,175916617.000,276316617.000,301816617.000,1397110507.000,2948694586.000,4142944587.000,5939277920.000,7320754217.000,7320754217.000,7620754217.000,7720754217.000
CommonStockSharesSubscriptions,,186000.000,200000.000,,252605.000,177581.000,177581.000,177581.000,181074.000,181074.000,263574.000,288637.000,181074.000,181074.000,181074.000,181074.000,181074.000,181074.000,181074.000
CommonStockValue,39313.000,50019.000,52894.000,66539.000,69924.000,80795.000,80797.000,162830.000,175917.000,276317.000,301817.000,1397111.000,2948696.000,4142945.000,5939278.000,7320754.000,7320755.000,7620755.000,7720755.000
ConvertibleDebt,,,,,,,,,,,,,,,,,7700000.000,2500000.000,2400000.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,,,2366426.000,112909.000,12909.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,,,,400586.000,956168.000,1615100.000
ConvertibleNotesPayable,,65677.000,80500.000,137399.000,203337.000,214684.000,,,,,,,,150000.000,150000.000,150000.000,,,
ConvertibleNotesPayableCurrent,,,,,,,658991.000,765849.000,1037684.000,987401.000,977138.000,813282.000,756982.000,1096734.000,988471.000,931939.000,3730000.000,854538.000,798916.000
ConvertiblePreferredStockSharesIssuedUponConversion,,,,0.400,,,,,,,,,,,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear,,,,,,,,,,,,,,,,,9107.000,,
DebtDefaultLongtermDebtAmount,,,,,,,,,202360.000,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,90152.000,90152.000,90152.000,90152.000,90152.000,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,0.040,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,12974282.000,10523617.000,10748709.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,,,0.100,0.100
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,0.100,0.100
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,4500000.000,-2803646.000,-2524922.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,-47341.000,-36762.000,-34502.000
DebtInstrumentUnamortizedDiscountNoncurrent,,,,,,,,,,,,,,,,,-4500000.000,-3939809.000,-3379617.000
DeferredCostsCurrent,,,,,,,,,,,,,,,,,3537257.000,,
DeferredRevenue,,77433.000,29208.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsEquityMethodInvestments,,,,,,,,,,,,,,,,,534877.000,,
DeferredTaxAssetsGross,,,,,1162541.000,,,,2122093.000,,,,-2048459.000,,,,17996255.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,6893715.000,,,,7815263.000,,,,9188904.000,,,,17502378.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,,,,,,,,8194.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,,,,649593.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,,,,,,,-41000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,,,,,,,1805230.000,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,-1162541.000,,,,2122093.000,,,,-2048459.000,,,,-17996255.000,,
Deposits,,,,,,,,,,,,,,,,,469730.000,,
DepositsAssetsCurrent,,,,,,,,,,,,,,,,,400000.000,,
DepositsAssetsNoncurrent,,,,,,,,,,,,,,,,,69730.000,69730.000,69730.000
DerivativeLiabilities,,,,138267.000,152220.000,64547.000,,,-827158.000,-1818783.000,-1212985.000,-912940.000,-3212200.000,,,,11200000.000,13000000.000,9200000.000
DerivativeLiabilitiesCurrent,,,,,,,89940.000,54899.000,827158.000,1818783.000,1212985.000,912940.000,3212200.000,1037052.000,1073078.000,886723.000,11185625.000,13012330.000,9186148.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-9258069.000,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,552371.000,331749.000,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,2460.000,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,45000.000,,,,,,,,,,,,,,
DisposalGroupLiabilitiesOfBusinessTransferredUnderContractualArrangement,,,,667014.000,331749.000,,,,,,,,,,,,,,
