,2011-01-01,2011-12-31,2012-12-29,2013-12-28,2015-01-03,2016-01-02,2016-12-31
AllocatedShareBasedCompensationExpense,,29479000.000,38112000.000,48954000.000,62965000.000,74926000.000,80591000.000
AmortizationOfIntangibleAssets,,14700000.000,20300000.000,32900000.000,35900000.000,116000000.000,118000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2300000.000,6100000.000,5700000.000,2900000.000,9400000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,-800000.000,-10617000.000,,
CapitalizedComputerSoftwareAdditions,,-82942000.000,-100189000.000,-174649000.000,-177800000.000,-264656000.000,-293696000.000
CapitalizedComputerSoftwareAmortization,68994000.000,-79098000.000,-81731000.000,-94688000.000,-103447000.000,-119195000.000,-140232000.000
CashAcquiredFromAcquisition,,3036000.000,5009000.000,750000.000,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-27212000.000,28635000.000,73974000.000,-114743000.000,432826000.000,-233081000.000,-231261000.000
ComprehensiveIncomeNetOfTax,,,403944000.000,390180000.000,494766000.000,507104000.000,602673000.000
CostMethodInvestmentsRealizedGainLoss,,,4500000.000,,,,
CostOfGoodsAndServicesSold,,441672000.000,608197000.000,514722000.000,604377000.000,750781000.000,779116000.000
CostOfGoodsSold,,296561000.000,427456000.000,302374000.000,314089000.000,430335000.000,412066000.000
CostOfReimbursableExpense,32453000.000,44692000.000,55308000.000,70109000.000,89886000.000,72802000.000,88545000.000
CostOfServices,,100419000.000,125433000.000,142239000.000,200402000.000,247644000.000,278505000.000
CostsAndExpenses,1490889000.000,1743355000.000,2093774000.000,2334736000.000,2639619000.000,3644131000.000,3885460000.000
CurrentFederalTaxExpenseBenefit,,162288000.000,164690000.000,178424000.000,114508000.000,140921000.000,252795000.000
CurrentForeignTaxExpenseBenefit,,3831000.000,4142000.000,8775000.000,13824000.000,17205000.000,9030000.000
CurrentIncomeTaxExpenseBenefit,,185180000.000,182134000.000,212347000.000,141836000.000,176773000.000,293467000.000
CurrentStateAndLocalTaxExpenseBenefit,,19061000.000,13302000.000,25148000.000,13504000.000,18647000.000,31642000.000
DeferredFederalIncomeTaxExpenseBenefit,,-15927000.000,9035000.000,-9792000.000,95057000.000,60015000.000,-18014000.000
DeferredForeignIncomeTaxExpenseBenefit,,-776000.000,-5146000.000,-5739000.000,2975000.000,-450000.000,8600000.000
DeferredIncomeTaxExpenseBenefit,30362000.000,-22113000.000,8342000.000,-22647000.000,106905000.000,65245000.000,-11517000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-5410000.000,4453000.000,-7116000.000,8873000.000,5680000.000,-2103000.000
Depreciation,,,120100000.000,135700000.000,163000000.000,217000000.000,246000000.000
DepreciationAndAmortization,193337000.000,117900000.000,,,,,
DepreciationDepletionAndAmortization,,212556000.000,222580000.000,263538000.000,302353000.000,452225000.000,504236000.000
EarningsPerShareBasic,2.880,1.820,2.320,1.160,1.540,1.570,1.880
EarningsPerShareDiluted,2.780,1.760,2.260,1.130,1.500,1.540,1.850
EffectOfExchangeRateOnCashAndCashEquivalents,2399000.000,-1421000.000,1257000.000,-2790000.000,-9310000.000,-10913000.000,-10447000.000
EffectiveIncomeTaxRateContinuingOperations,,0.350,0.320,0.320,0.320,0.310,0.310
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350,0.350
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,38900000.000,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,11256000.000,14578000.000,18607000.000,22101000.000,23435000.000,24749000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,44908000.000,55952000.000,43523000.000,44029000.000,66868000.000,64347000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,26226000.000,36433000.000,48370000.000,39927000.000,39532000.000,55959000.000,51903000.000
FutureAmortizationExpenseYearFive,,6842000.000,,,,,
FutureAmortizationExpenseYearFour,,11307000.000,,,,,
FutureAmortizationExpenseYearOne,,17277000.000,,,,,
FutureAmortizationExpenseYearThree,,13703000.000,,,,,
FutureAmortizationExpenseYearTwo,,15323000.000,,,,,
GainLossRelatedToLitigationSettlement,,,,106200000.000,,,
GeneralAndAdministrativeExpense,130530000.000,144920000.000,163567000.000,308177000.000,246869000.000,423424000.000,392454000.000
