,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,65000000.000,47000000.000,65000000.000,41000000.000,45000000.000,37000000.000,43000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AdditionalPaidInCapital,522000000.000,523000000.000,523000000.000,510000000.000,511000000.000,507000000.000,507000000.000
Assets,4953000000.000,5693000000.000,5578000000.000,4680000000.000,4611000000.000,4551000000.000,4422000000.000
AssetsFairValueDisclosure,,,,,,368000000.000,329000000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,3000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,2000000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,2000000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,,3000000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,1000000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,2000000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,4000000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,4000000.000,4000000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,,1000000.000
CapitalLeaseObligations,,,,,38000000.000,35000000.000,33000000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,33000000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,11000000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,11000000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,11000000.000
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,234000000.000
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,,,768000000.000
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,163000000.000
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,175000000.000
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,175000000.000
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,175000000.000
CashAndCashEquivalentsAtCarryingValue,203000000.000,746000000.000,941000000.000,399000000.000,386000000.000,396000000.000,345000000.000
CommercialPaper,,,,,,,0.000
CommonStockParOrStatedValuePerShare,100.000,100.000,100.000,100.000,100.000,100.000,100.000
CommonStockSharesAuthorized,100000.000,100000.000,100000.000,100000.000,100000000000.000,100000000000.000,100000.000
CommonStockSharesIssued,50000.000,50000.000,50000.000,50000.000,50000000000.000,50000000000.000,50000.000
CommonStockSharesOutstanding,50000.000,50000.000,50000.000,50000.000,50000000000.000,50000000000.000,50000.000
