,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,3279943.000,3385390.000,3183279.000
AccruedIncomeTaxes,912650.000,735277.000,774528.000
AccruedInvestmentIncomeReceivable,22958.000,22076.000,22102.000
Assets,24478661.000,23224330.000,29021002.000
AvailableForSaleSecurities,114067.000,,
CashAndCashEquivalentsAtCarryingValue,12986370.000,12378992.000,11414686.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,22000000.000,22000000.000,22000000.000
CommonStockSharesIssued,8028795.000,8034795.000,8034795.000
CommonStockSharesOutstanding,8028795.000,8028795.000,8028795.000
CommonStockValue,20700643.000,20732236.000,20777750.000
DebtInstrumentUnamortizedDiscountPremiumNet,103242.000,103152.000,0.000
DeferredFinanceCostsNet,4116478.000,4112823.000,
Liabilities,840134936.000,850956724.000,874021548.000
LiabilitiesAndStockholdersEquity,24478661.000,23224330.000,29021002.000
LoansHeldForSaleOther,2628317.000,2430199.000,2345664.000
MinorityInterest,2992385.000,2792605.000,2581879.000
NotesPayable,835942343.000,846836057.000,858732007.000
OtherAssets,823439.000,834278.000,620643.000
OtherReceivables,2053235.000,1721552.000,1832410.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,3000000.000,3000000.000,3000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,,
PropertyPlantAndEquipmentNet,820090.000,769873.000,755018.000
RestrictedCashAndCashEquivalents,913707.000,954537.000,12030479.000
RetainedEarningsAccumulatedDeficit,-839349303.000,-851257235.000,-868360175.000
ServicingLiability,,,11331734.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-815656275.000,-827732394.000,-845000546.000
