,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-18124.000,-19002.000,9207.000,42180.000
DebtInstrumentDecreaseForgiveness,,9717.000,,
DebtInstrumentPeriodicPaymentInterest,527.000,,,
DebtInstrumentPeriodicPaymentPrincipal,9000.000,,,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.010,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,0.340
GeneralAndAdministrativeExpense,414.000,,,88196.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,21918.000,34837.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-18866.000,-29986.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,-3052.000,-4851.000
IncreaseDecreaseInAccountsPayable,100.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,6498.000,-2448.000,44863.000
IncreaseDecreaseInInterestPayableNet,,614.000,7143.000,15513.000
LegalFees,,,,9000.000
NetCashProvidedByUsedInFinancingActivities,,10190.000,60000.000,70000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,10190.000,60000.000,70000.000
NetCashProvidedByUsedInOperatingActivities,-18124.000,-29192.000,-50793.000,-27820.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-18124.000,-29192.000,-50793.000,-27820.000
NetIncomeLoss,-18590.000,-36304.000,-55488.000,-88196.000
OperatingExpenses,18590.000,36304.000,55488.000,
OperatingIncomeLoss,-18590.000,-36304.000,-55488.000,-88196.000
ProceedsFromNotesPayable,,,60000.000,70000.000
ProceedsFromRelatedPartyDebt,,190.000,,
ProceedsFromShortTermDebt,,10000.000,,
ProceedsFromUnsecuredNotesPayable,,,,20000.000
ProfessionalFees,7750.000,14247.000,33696.000,58625.000
RepaymentsOfUnsecuredDebt,,,,20000.000
RestructuringCharges,,,,1500.000
StockIssuedDuringPeriodSharesNewIssues,6000000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6000000.000,6000000.000,6000000.000,6000000.000
