,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,621000.000,,,,,
AmortizationOfDebtDiscountPremium,6100000.000,,,,7294000.000,
AvailableForSaleSecuritiesGrossRealizedGains,,61000.000,341000.000,,28000.000,123000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,130057000.000,96319000.000,,163025000.000,103230000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,336000.000,303000.000,,232000.000,342000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-107731000.000,,,,-52832000.000,
ComprehensiveIncomeNetOfTax,,-80247000.000,-88959000.000,,-91794000.000,-93420000.000
CostOfGoodsSold,9999000.000,11609000.000,12419000.000,13034000.000,8279000.000,7881000.000
CostOfServices,11599000.000,6741000.000,4950000.000,5709000.000,19500000.000,21774000.000
CostsAndExpenses,142572000.000,93352000.000,110017000.000,114585000.000,123312000.000,135533000.000
DepreciationAndAmortization,5353000.000,,,,6158000.000,
EarningsPerShareBasicAndDiluted,,-0.420,-0.450,,-0.470,-0.460
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,120000.000,500000.000
ExtinguishmentOfDebtAmount,,,116600000.000,,,
GainLossOnSaleOfInvestments,-380000.000,,,,,
GeneralAndAdministrativeExpense,,39436000.000,42135000.000,,40287000.000,51234000.000
ImpairmentOfInvestments,2909000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-130995000.000,-80660000.000,-88429000.000,-81022000.000,-93495000.000,-92801000.000
IncomeTaxesPaid,0.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,282000.000,,,,-351000.000,
IncreaseDecreaseInAccountsReceivable,-8509000.000,,,,17735000.000,
IncreaseDecreaseInAccruedInterestReceivableNet,-221000.000,,,,-119000.000,
IncreaseDecreaseInAccruedSalaries,-6395000.000,,,,,
IncreaseDecreaseInDeferredRevenue,-739000.000,,,,-2659000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,-14512000.000,
IncreaseDecreaseInInventories,28024000.000,,,,4017000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-474000.000,,,,7345000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,3296000.000,,,,-344000.000,
IncreaseDecreaseOfRestrictedInvestments,,,,,-1180000.000,
InterestExpense,15276000.000,15452000.000,14831000.000,16497000.000,19378000.000,19524000.000
InterestExpenseDebt,,,808000.000,,,
InterestPaid,8418000.000,,,,8584000.000,
InvestmentIncomeNet,3252000.000,2922000.000,2839000.000,3162000.000,1999000.000,1818000.000
NetCashProvidedByUsedInFinancingActivities,3957000.000,,,,743000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3957000.000,,,,743000.000,
NetCashProvidedByUsedInInvestingActivities,24573000.000,,,,29448000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,24573000.000,,,,29448000.000,
NetCashProvidedByUsedInOperatingActivities,-136261000.000,,,,-83023000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-136261000.000,,,,-83023000.000,
NetIncomeLoss,-130995000.000,-80660000.000,-88429000.000,-81022000.000,-93495000.000,-92801000.000
OperatingIncomeLoss,-115999000.000,-68494000.000,-75995000.000,-69063000.000,-76184000.000,-75191000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-1158000.000,1317000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,,,-219000.000
OtherComprehensiveIncomeLossTax,,0.000,0.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,-275000.000,38000.000,,204000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,1278000.000,-742000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,1289000.000,-1407000.000,,,
OtherNoncashIncomeExpense,,,,,-503000.000,
OtherNonoperatingIncomeExpense,-2972000.000,364000.000,-442000.000,1376000.000,68000.000,96000.000
PaymentsForRepurchaseOfCommonStock,1041000.000,,,,283000.000,
PaymentsToAcquireAvailableForSaleSecurities,114896000.000,,,,,
PaymentsToAcquireMarketableSecurities,,,,,25372000.000,
PaymentsToAcquirePropertyPlantAndEquipment,2400000.000,,,,2206000.000,
PaymentsToAcquireRestrictedInvestments,29217000.000,,,,108172000.000,
ProceedsFromIssuanceOfCommonStock,5214000.000,,,,1379000.000,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,141869000.000,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,55846000.000,
ProceedsFromSaleOfRestrictedInvestments,29001000.000,,,,107819000.000,
