,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,20795000.000,20795000.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,20795000.000,0.000,
AccountsPayableCurrent,32442000.000,47808000.000,31187000.000,42755000.000,35685000.000,32569000.000,34845000.000,26444000.000,14627000.000,13389000.000,12195000.000,6922000.000,5010000.000,5468000.000,9653000.000,8693000.000,6135000.000,6039000.000,6570000.000,7499000.000,6208000.000
AccountsPayableInterestBearingNoncurrent,,,,1733000.000,457000.000,1781000.000,543000.000,1932000.000,451000.000,1381000.000,259000.000,131000.000,254000.000,94000.000,189000.000,96000.000,192000.000,96000.000,194000.000,99000.000,193000.000
AccountsPayableRelatedPartiesCurrent,,,,,,300000.000,300000.000,300000.000,200000.000,200000.000,400000.000,500000.000,400000.000,500000.000,500000.000,,,,,,
AccountsReceivableNet,,,,13601000.000,13944000.000,14376000.000,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,13220000.000,12393000.000,11976000.000,,,,14907000.000,16444000.000,15723000.000,15886000.000,16217000.000,15015000.000,15300000.000,16653000.000,14051000.000,14536000.000,14445000.000,16164000.000,16585000.000,15219000.000,12918000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,6465000.000,6713000.000,5744000.000,5743000.000,5366000.000,6727000.000,6142000.000,6109000.000,5312000.000,4125000.000,4058000.000,4391000.000,4213000.000,4173000.000,4319000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,800000.000,
AccruedLiabilitiesAndOtherLiabilities,,,,22048000.000,23166000.000,23456000.000,22802000.000,23699000.000,24133000.000,24106000.000,22238000.000,21308000.000,19023000.000,19452000.000,19712000.000,18546000.000,19908000.000,19468000.000,19654000.000,18451000.000,18727000.000
AccruedLiabilitiesCurrent,32264000.000,28806000.000,34020000.000,29513000.000,28164000.000,38248000.000,27106000.000,32828000.000,22700000.000,26073000.000,25866000.000,22342000.000,26705000.000,22278000.000,29118000.000,22439000.000,26844000.000,26955000.000,28066000.000,23162000.000,27519000.000
AccruedProfessionalFeesCurrent,,,,969000.000,1006000.000,1337000.000,867000.000,966000.000,705000.000,513000.000,1826000.000,1925000.000,2370000.000,2584000.000,2237000.000,1601000.000,1705000.000,2401000.000,2860000.000,2544000.000,3532000.000
AccruedSalesCommissionCurrent,,,,,,,865000.000,1079000.000,1316000.000,1237000.000,974000.000,686000.000,857000.000,1089000.000,1162000.000,1216000.000,935000.000,969000.000,715000.000,858000.000,928000.000
AccumulatedCapitalizedInterestCosts,,,,,,223615000.000,228058000.000,231026000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,7969000.000,,,,4484000.000,,,6950000.000,,,,6163000.000,,,,5942000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,6211000.000,,,,5355000.000,,,4052000.000,,,,1330000.000,,,,564000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-409000.000,-3100000.000,-2641000.000,-1432000.000,-1758000.000,-2327000.000,-2408000.000,-1855000.000,871000.000,-364000.000,0.000,-2898000.000,-4188000.000,-3741000.000,-4356000.000,-4833000.000,-5484000.000,-6409000.000,-6325000.000,-5378000.000,-6199000.000
AdditionalPaidInCapital,773495000.000,792584000.000,816621000.000,834434000.000,864175000.000,864882000.000,889912000.000,976386000.000,1074837000.000,1135582000.000,1499290000.000,1503619000.000,1516141000.000,1574297000.000,1590094000.000,1591443000.000,1598812000.000,1624875000.000,1625926000.000,1649315000.000,1663882000.000
AdvancesOnInventoryPurchases,9367000.000,,,,,,,,9359000.000,9359000.000,196000.000,196000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,6667000.000,,,,7419000.000,,,4788000.000,,,,5270000.000,,,,3966000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,8781000.000,7296000.000,6712000.000,7328000.000,6667000.000,6363000.000,6195000.000,6567000.000,7419000.000,4236000.000,4977000.000,4788000.000,4727000.000,4978000.000,5681000.000,5270000.000,4851000.000,4330000.000,4099000.000,3966000.000,4151000.000
AssetRetirementObligation,,,,,1000000.000,,,,1100000.000,,,1200000.000,,,,,,,,,
AssetRetirementObligationsNoncurrent,,,,980000.000,998000.000,1019000.000,1040000.000,1062000.000,1083000.000,1108000.000,1158000.000,1184000.000,1213000.000,1243000.000,1274000.000,1302000.000,1336000.000,1373000.000,1408000.000,1443000.000,1445000.000
Assets,1406799000.000,1420405000.000,1424645000.000,1404109000.000,1403775000.000,1390602000.000,1374704000.000,1389774000.000,1372608000.000,1349992000.000,1319960000.000,1268420000.000,1258669000.000,1260282000.000,1267309000.000,1232921000.000,1167256000.000,1156760000.000,1148763000.000,1132614000.000,1133930000.000
AssetsCurrent,85691000.000,69473000.000,68578000.000,150987000.000,154549000.000,131116000.000,134189000.000,68152000.000,81366000.000,81776000.000,80367000.000,44814000.000,49822000.000,49219000.000,59823000.000,38491000.000,42060000.000,42161000.000,44797000.000,38130000.000,50133000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,94000.000,,,,87000.000,
CashAndCashEquivalentsAtCarryingValue,6080000.000,9951000.000,7735000.000,1219000.000,11792000.000,1300000.000,6237000.000,6643000.000,17408000.000,19595000.000,27221000.000,7121000.000,13655000.000,12871000.000,27973000.000,7476000.000,11859000.000,11269000.000,12910000.000,10230000.000,23535000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,4400000.000,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,122480294.000,122480294.000,122480294.000,119280294.000,107042946.000,93516401.000,93516401.000,45088418.000,38191866.000,38191866.000,38191866.000,38191866.000,38191866.000,38191866.000,24571428.000,24571428.000,24571428.000,
CommonStockDiscountOnShares,,,,,,,,16373000.000,,,,,,,,50123000.000,,,,,
CommonStockSharesSubscriptions,,,,,,,52969000.000,16242000.000,,,,,,,,,,,,,
CommonStockValue,,,,41000.000,49000.000,49000.000,55000.000,71000.000,85000.000,85000.000,,,,,,,,,,,
ConstructionPayableCurrent,,,,33455000.000,27747000.000,25078000.000,27204000.000,17801000.000,7665000.000,6576000.000,6580000.000,1180000.000,0.000,,,,,,,,
ConstructionPayableCurrentAndNoncurrent,,,,,,,,,,,1887000.000,,1901000.000,973000.000,928000.000,,,,,,
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,,,,,,800000.000,,,,,
ContractualObligationDueInSecondYear,,,,,,,,,,,,,,,,600000.000,,,,,
ContractualObligationDueInThirdYear,,,,,,,,,,,,,,,,600000.000,,,,,
CustomerAdvancesAndDeposits,,,,2946000.000,2961000.000,3012000.000,2895000.000,2666000.000,2663000.000,2618000.000,2822000.000,2751000.000,3547000.000,3104000.000,3005000.000,3216000.000,3259000.000,3336000.000,3477000.000,3907000.000,3919000.000
DebtInstrumentCarryingAmount,,,,,,,,,745348000.000,,,673249000.000,,,,675815000.000,,,,654099000.000,
DebtInstrumentFaceAmount,,,,,,801742000.000,779869000.000,767345000.000,745348000.000,731322000.000,675480000.000,673249000.000,675076000.000,668003000.000,676353000.000,675815000.000,678365000.000,664765000.000,667504000.000,654099000.000,656947000.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,90515000.000,86303000.000,82081000.000,77820000.000,73688000.000
DeferredCosts,,,,1700000.000,1400000.000,1400000.000,1300000.000,1300000.000,1200000.000,,,,,,,,,,,,
DeferredFinanceCostsCurrentNet,,,,36911000.000,34622000.000,32138000.000,30344000.000,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,51500000.000,,,,76400000.000,,,63900000.000,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,54411000.000,53482000.000,53642000.000,10528000.000,16883000.000,17353000.000,15917000.000,79861000.000,76436000.000,73313000.000,66816000.000,63862000.000,60989000.000,58056000.000,61164000.000,57906000.000,,,,45700000.000,
DeferredRevenueCurrent,18539000.000,14588000.000,14407000.000,16417000.000,18041000.000,18133000.000,18677000.000,17822000.000,17284000.000,18366000.000,22191000.000,21740000.000,21481000.000,22938000.000,24987000.000,23902000.000,24596000.000,25225000.000,27354000.000,26479000.000,26867000.000
DeferredRevenueNoncurrent,4422000.000,7295000.000,7099000.000,7730000.000,4640000.000,4427000.000,4433000.000,7317000.000,7079000.000,6979000.000,6787000.000,6572000.000,6517000.000,6526000.000,6334000.000,6413000.000,6225000.000,6125000.000,6068000.000,5877000.000,5860000.000
DeferredTaxAssetsGross,,,,,344253000.000,,,,550275000.000,,,695328000.000,,,,633427000.000,,,,675491000.000,
DeferredTaxAssetsNet,,,,,,,,,,,,1569000.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,361132000.000,,,,492839000.000,,,554122000.000,,,,641001000.000,,,,712799000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,-30621000.000,,,,53196000.000,,,111891000.000,,,,-32698000.000,,,,-58379000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,13742000.000,,,,4240000.000,,,29315000.000,,,,25124000.000,,,,21071000.000,
DeferredTaxAssetsValuationAllowance,,,,,344253000.000,,,,550275000.000,,,693759000.000,,,,633427000.000,,,,675491000.000,
