,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdvertisingExpense,,,,,,,,,,150997.000,105855.000,
AllocatedShareBasedCompensationExpense,,,,,40374.000,,,,336686.000,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,508.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,2417720.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,35124.000,,,,-725819.000,,,,126383.000,,,
ConcentrationRiskPercentage1,,,,,,,,,0.010,,,
CostOfGoodsSold,,,,,,,,,,37244.000,555450.000,
CostOfRevenue,-4200.000,-23452.000,-16500.000,337314.000,177403.000,116629.000,150411.000,144439.000,66188.000,,,
Depreciation,,,,,5172.000,,12065.000,,13594.000,14000.000,14000.000,13007.000
DepreciationDepletionAndAmortization,,,,,80172.000,,,,13594.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.010,-0.010,-0.020,-0.050,-0.050,-0.030,-0.040,-0.150,-0.070
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,7900.000,249226.000,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-1212384.000,
GeneralAndAdministrativeExpense,,,,,237185.000,354516.000,499240.000,,,,,
GrossProfit,2204.000,-1427.000,4500.000,424999.000,303957.000,419734.000,370320.000,402046.000,147110.000,73551.000,-469562.000,39505.000
IncomeLossFromContinuingOperations,,,,,,,-2027013.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2300.000,,,,45833.000,,,,406013.000,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-96758.000,,,,215325.000,,,
IncreaseDecreaseInAccountsReceivable,,,,,225090.000,,,,36579.000,,,
IncreaseDecreaseInDeferredRevenue,,,,,-136748.000,,,,,,,
IncreaseDecreaseInInventories,,,,,-8504.000,,,,107990.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,158265.000,,,,53672.000,,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,,,,,,,-30631.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,11234.000,,,
InterestExpense,,,,,,,,,171825.000,160626.000,327502.000,881302.000
InterestExpenseBorrowings,,,,,,,,,30467.000,,,
InvestmentIncomeNonoperating,,,,,,,,,,,4.000,
LaborAndRelatedExpense,,,,,,,,,,169929.000,3421672.000,
LegalFees,0.000,2136.000,375.000,,,,,,,,,
MaintenanceCosts,,,,,2000.000,,,,,,,
MarketingAndAdvertisingExpense,,,,,,,,,57617.000,,,
NetCashProvidedByUsedInFinancingActivities,37550.000,,,,50000.000,,,,244975.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,37550.000,,,,50000.000,,,,244975.000,,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,-95915.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,-95915.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-2426.000,,,,-679904.000,,,,-114052.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2426.000,,,,-679904.000,,,,-114052.000,,,
NetIncomeLoss,-126.000,-5833.000,-8309.000,-298513.000,-240626.000,-772270.000,-2102013.000,-2104158.000,-1077082.000,-1493978.000,-6185460.000,-3060001.000
NonoperatingIncomeExpense,,,,,,,,,,-152726.000,-1290656.000,
OperatingExpenses,-2330.000,-4406.000,-12809.000,762602.000,544583.000,1192004.000,2397333.000,,1052367.000,1414803.000,4425242.000,1985414.000
