,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,,,,,,,30557000.000,
AccountsPayableCurrent,1600000.000,1598000.000,4624000.000,2661000.000,5817000.000,3166000.000,4555000.000,3604000.000,5419000.000,7786000.000,3860000.000,3638000.000,5086000.000,17389000.000,7394000.000,3302000.000,5190000.000,4444000.000,15599000.000,582000.000,2849000.000,5093000.000,3263000.000,1519000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,50436000.000,4282000.000,4748000.000,1679000.000,23000.000,144000.000,,3137000.000,302000.000,438000.000
AccruedLiabilitiesCurrent,19958000.000,15715000.000,20736000.000,31746000.000,49624000.000,48598000.000,25777000.000,26379000.000,26984000.000,21553000.000,21634000.000,15006000.000,20579000.000,27269000.000,26206000.000,12381000.000,13930000.000,14081000.000,7929000.000,8077000.000,10252000.000,14164000.000,7937000.000,10657000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,,,,,1300000.000,875000.000,1505000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,96236000.000,99473000.000,101249000.000,104239000.000,107039000.000,109912000.000,111060000.000,113582000.000,115799000.000,118150000.000,118221000.000,120546000.000,123154000.000,125351000.000,119513000.000,119430000.000,120018000.000,120616000.000,99575000.000,100020000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,38000.000,45000.000,44000.000,-3000.000,-9000.000,-8000.000,-6000.000,-8000.000,-8000.000,-9000.000,-4000.000,-4000.000,-4000.000,-11000.000,-14000.000,-21000.000,-20000.000,-19000.000,-20000.000,-19000.000,-21000.000,-21000.000,-24000.000,-24000.000
AdditionalPaidInCapitalCommonStock,1614018000.000,1616981000.000,1620535000.000,1694658000.000,1763939000.000,1774893000.000,1991379000.000,1996185000.000,2036640000.000,2072006000.000,2261996000.000,2362129000.000,2371487000.000,2413621000.000,2416967000.000,2424347000.000,2434777000.000,2457482000.000,2508633000.000,2510367000.000,2546727000.000,2548090000.000,2549212000.000,2554230000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,0.000
Assets,228358000.000,224014000.000,199553000.000,251420000.000,240392000.000,210331000.000,251314000.000,215196000.000,212429000.000,287608000.000,258646000.000,224553000.000,236306000.000,386818000.000,394439000.000,360022000.000,352551000.000,278014000.000,126412000.000,93272000.000,139434000.000,96131000.000,107063000.000,85185000.000
AssetsCurrent,26860000.000,27024000.000,5821000.000,59709000.000,50345000.000,23197000.000,66810000.000,32285000.000,32162000.000,99329000.000,76275000.000,39399000.000,44910000.000,193521000.000,201153000.000,158290000.000,145827000.000,71236000.000,76654000.000,44143000.000,90764000.000,48604000.000,77488000.000,56094000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,,,,,16730000.000,
AvailableForSaleSecuritiesCurrent,497000.000,513000.000,515000.000,350000.000,350000.000,350000.000,,,,,,,,,,,,,,,,,,
CapitalUnitsAuthorized,,,,,0.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,24770000.000,22786000.000,2681000.000,56355000.000,31639000.000,1765000.000,61840000.000,28005000.000,28529000.000,93803000.000,70790000.000,35759000.000,41214000.000,172465000.000,120841000.000,120844000.000,107187000.000,32928000.000,59074000.000,27653000.000,63733000.000,35530000.000,22895000.000,47978000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,61800000.000,,,,70800000.000,,,,,,,,,,,,,
CashCashEquivalentsAndShortTermInvestments,,,,,32000000.000,2100000.000,,,,,,,,,,,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,31600000.000,1800000.000,,28000000.000,28500000.000,93800000.000,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,,2.610,,,,13.050,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,32843733.000,,,,,,,,159303.000,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.050,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,350000000.000,350000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,550000000.000,700000000.000,700000000.000,140000000.000,140000000.000
CommonStockSharesIssued,130905582.000,131337279.000,131522945.000,167815783.000,199300833.000,199767463.000,286035082.000,289375250.000,300869683.000,309993285.000,369391972.000,386934914.000,394036984.000,405469034.000,406059089.000,409116346.000,412316619.000,418263814.000,428670943.000,429138685.000,477741850.000,478362548.000,95680831.000,95776297.000
CommonStockSharesOutstanding,130905582.000,131337279.000,131522945.000,131522945.000,131522945.000,131522945.000,286035082.000,289375250.000,300869683.000,309993285.000,369391972.000,386934914.000,394036984.000,405469034.000,406059089.000,409116346.000,412316619.000,418263814.000,428670943.000,429138685.000,477741850.000,478362548.000,95680831.000,95776297.000
