,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,6258000.000,5003000.000,5422000.000,4425000.000,4218000.000,3436000.000,3896000.000,3193000.000,3523000.000,2885000.000,3205000.000,2342000.000,3118000.000
AccountsReceivableNetCurrent,9508000.000,8556000.000,8901000.000,7546000.000,7833000.000,7835000.000,7543000.000,7272000.000,6760000.000,6864000.000,6739000.000,5875000.000,6629000.000
AccruedLiabilitiesCurrent,5211000.000,4533000.000,5183000.000,4694000.000,6002000.000,4832000.000,4756000.000,4419000.000,4925000.000,4560000.000,3133000.000,3211000.000,3236000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,13686000.000,14890000.000,16109000.000,17241000.000,18261000.000,19348000.000,20525000.000,21347000.000,22473000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1820000.000,372000.000,752000.000,1144000.000,828000.000,1464000.000,1194000.000,828000.000,315000.000,631000.000,144000.000,-391000.000,76000.000
AdditionalPaidInCapital,44822000.000,47249000.000,47498000.000,47776000.000,48033000.000,50226000.000,50139000.000,50327000.000,50490000.000,50674000.000,50806000.000,51205000.000,51445000.000
AllowanceForDoubtfulAccountsReceivableCurrent,375000.000,378000.000,340000.000,337000.000,320000.000,314000.000,311000.000,312000.000,265000.000,151000.000,116000.000,133000.000,164000.000
Assets,71547000.000,65825000.000,65538000.000,61736000.000,54548000.000,52806000.000,50427000.000,49183000.000,49794000.000,49139000.000,47515000.000,45577000.000,47165000.000
AssetsCurrent,29533000.000,26491000.000,25491000.000,22799000.000,21676000.000,20942000.000,19757000.000,19517000.000,21372000.000,21061000.000,21280000.000,20950000.000,22867000.000
BusinessAcquisitionContingentConsiderationAtFairValue,4062000.000,1912000.000,1912000.000,1912000.000,1912000.000,0.000,,,,,,,
CapitalLeaseObligations,,,,,,0.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,15233000.000,12407000.000,11166000.000,8739000.000,7912000.000,7120000.000,6398000.000,7569000.000,9309000.000,10445000.000,11155000.000,12138000.000,13017000.000
ClassOfWarrantOrRightOutstanding,,,,,,4362000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10681000.000,10681000.000,10681000.000,10748000.000,10792000.000,10806000.000,10814000.000,10849000.000,10867000.000,10900000.000,10997000.000,11135000.000,11221000.000
CommonStockSharesOutstanding,10681000.000,10681000.000,10681000.000,10748000.000,10681000.000,10806000.000,10814000.000,10849000.000,10867000.000,10900000.000,10997000.000,11135000.000,11221000.000
CommonStockValue,107000.000,107000.000,107000.000,108000.000,108000.000,108000.000,108000.000,108000.000,108000.000,109000.000,110000.000,111000.000,112000.000
DebtAndCapitalLeaseObligations,,,,,,2300000.000,,,,,,,
DebtCurrent,1338000.000,,,,2150000.000,-2300000.000,,,,,,,
DeferredCosts,1031000.000,857000.000,778000.000,701000.000,556000.000,425000.000,369000.000,303000.000,261000.000,213000.000,158000.000,130000.000,112000.000
DeferredCostsCurrent,1348000.000,1148000.000,1148000.000,1007000.000,788000.000,770000.000,784000.000,753000.000,692000.000,625000.000,549000.000,483000.000,426000.000
DeferredRevenueCurrent,3520000.000,3442000.000,3266000.000,2833000.000,2467000.000,2314000.000,1995000.000,1921000.000,1928000.000,1886000.000,1759000.000,1667000.000,1648000.000
DeferredRevenueNoncurrent,2138000.000,1874000.000,1706000.000,1489000.000,1301000.000,1077000.000,870000.000,731000.000,619000.000,496000.000,360000.000,261000.000,225000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,-1958000.000,,,,-1377000.000,,,
DeferredTaxAssetsGross,,,,,,19471000.000,,,,18922000.000,,,
DeferredTaxAssetsGrossCurrent,,,,,,1508000.000,,,,1417000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,17963000.000,,,,17505000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,15658000.000,,,,14604000.000,,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,2757000.000,,,,2992000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,121000.000,,,,66000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,751000.000,,,,622000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,19480000.000,,,,18922000.000,,,
DeferredTaxLiabilities,,,,,,9000.000,,,,0.000,,,
DeferredTaxLiabilitiesNoncurrent,1780000.000,596000.000,609000.000,624000.000,91000.000,9000.000,0.000,0.000,0.000,0.000,,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,,,,,,17400000.000,,,,15467000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,-10089000.000,-10524000.000,-10961000.000,-11392000.000,-11821000.000,-12245000.000,-12667000.000,-13077000.000,-13490000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,365000.000,211000.000,207000.000,204000.000,197000.000,109000.000,15000.000,15000.000,16000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,430000.000,1758000.000,1306000.000,859000.000,421000.000,1706000.000,1669000.000,1634000.000,1666000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,,1256000.000,820000.000,418000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,818000.000,167000.000,165000.000,161000.000,156000.000,93000.000,90000.000,86000.000,89000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,1714000.000,840000.000,831000.000,817000.000,799000.000,159000.000,90000.000,86000.000,89000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,1719000.000,1753000.000,1736000.000,1713000.000,1681000.000,810000.000,154000.000,148000.000,153000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,1720000.000,1758000.000,1742000.000,1719000.000,1686000.000,1701000.000,791000.000,772000.000,790000.000
FiniteLivedIntangibleAssetsGross,,,,,20049000.000,20049000.000,16549000.000,16549000.000,16549000.000,16549000.000,16549000.000,16549000.000,16549000.000
FiniteLivedIntangibleAssetsNet,13235000.000,12158000.000,11592000.000,11026000.000,6766000.000,6487000.000,5987000.000,5473000.000,4940000.000,4578000.000,4065000.000,3561000.000,3221000.000
Goodwill,17911000.000,16474000.000,16749000.000,17048000.000,16806000.000,17288000.000,17082000.000,16796000.000,16386000.000,16640000.000,16241000.000,15801000.000,16199000.000
IntangibleAssetsNetIncludingGoodwill,,,,,23600000.000,23800000.000,23100000.000,22300000.000,21300000.000,,,,
InventoryNet,2205000.000,3374000.000,3259000.000,4557000.000,3737000.000,3811000.000,3684000.000,2365000.000,2607000.000,1710000.000,1665000.000,1319000.000,1156000.000
Liabilities,22086000.000,19139000.000,19838000.000,17502000.000,16600000.000,14282000.000,11769000.000,10453000.000,11127000.000,9889000.000,8469000.000,7499000.000,8240000.000
LiabilitiesAndStockholdersEquity,71547000.000,65825000.000,65538000.000,61736000.000,54548000.000,52806000.000,50427000.000,49183000.000,49794000.000,49139000.000,47515000.000,45577000.000,47165000.000
LiabilitiesCurrent,16327000.000,14724000.000,15860000.000,14959000.000,14837000.000,12882000.000,10647000.000,9533000.000,10376000.000,9331000.000,8097000.000,7220000.000,8002000.000
LineOfCredit,,,,,2100000.000,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,,2300000.000,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,,,,,,4000000.000,3900000.000,,
LinesOfCreditCurrent,,,,2953000.000,2100000.000,,0.000,0.000,0.000,0.000,0.000,,
LongTermDebt,,,,,2150000.000,,,,,,,,
