,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,2167458.000,1661388.000,2677948.000,2365245.000,2668586.000,2735892.000,2755763.000,2750634.000,2645730.000,1878069.000,1822429.000,2448852.000,1929253.000,2054146.000
AccountsPayableCurrent,177804.000,182904.000,202853.000,235965.000,336008.000,261953.000,1153193.000,533641.000,280669.000,648609.000,378738.000,262642.000,265199.000,111845.000
AccountsReceivableNet,,,,,392977.000,,606037.000,777722.000,,,,,,
AccountsReceivableNetCurrent,671160.000,527522.000,804577.000,781027.000,,339648.000,,,710333.000,591209.000,341862.000,288998.000,25164.000,246332.000
AccrualForTaxesOtherThanIncomeTaxes,,,,,290990.000,,298722.000,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,344596.000,,351010.000,394146.000,461466.000,454229.000,572347.000,495673.000,470096.000
AccruedProfessionalFees,,,,,82042.000,,60108.000,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,148640.000,,24980.000,18864.000,67563.000,28714.000,21713.000,11735.000,96414.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-4691988.000,,,,-5610656.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,16853702.000,,,,16318045.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2520134.000,2805471.000,2984024.000,3012974.000,2941176.000,2994293.000,3080427.000,3355192.000,3390035.000,3741924.000,3627358.000,3628136.000,3631459.000,3673564.000
AdditionalPaidInCapital,32031124.000,32191989.000,32609043.000,32752661.000,32962033.000,33032641.000,33103249.000,33173857.000,33244465.000,36742099.000,36742099.000,36742099.000,36742099.000,36742099.000
AdvancesOnInventoryPurchases,,,,,1490566.000,908760.000,581902.000,349728.000,388819.000,283112.000,493418.000,603256.000,328719.000,293866.000
AllowanceForDoubtfulAccountsReceivable,,,,,,18872.000,,,,33443.000,63755.000,63755.000,57952.000,15805.000
AllowanceForDoubtfulAccountsReceivableCurrent,,5908.000,57994.000,58083.000,,,18976.000,18976.000,15603.000,,,,,
Assets,30951476.000,30299614.000,28169060.000,29850480.000,29081581.000,27171027.000,27463284.000,27965339.000,27389617.000,27701130.000,26454088.000,26218895.000,25623894.000,21679552.000
AssetsCurrent,8307240.000,7369139.000,6235995.000,8238109.000,5873991.000,4836202.000,5317229.000,5872850.000,5537423.000,5691776.000,4862059.000,4537587.000,4126544.000,2703480.000
AssetsHeldForSaleOtherNoncurrent,1122305.000,1136220.000,924765.000,926178.000,922802.000,,,,,,,,,
AssetsNoncurrent,22644236.000,22930475.000,21933065.000,21612371.000,23207590.000,22334825.000,22146055.000,22092489.000,21852194.000,22009354.000,21592029.000,21681308.000,21497350.000,18976072.000
Cash,,,,,620255.000,940225.000,892740.000,1651314.000,1570050.000,921197.000,206063.000,74491.000,40837.000,96258.000
CashAndCashEquivalentsAtCarryingValue,2599188.000,639399.000,363771.000,1324044.000,620255.000,940225.000,892740.000,1651314.000,1570050.000,921197.000,206063.000,74491.000,40837.000,96258.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,51655961.000,51655961.000,51795961.000,51795961.000,,51795961.000,51795961.000,51795961.000,51795961.000,52805961.000,52805961.000,52805961.000,52805961.000,52805961.000
CommonStockSharesOutstanding,49237038.000,49237038.000,49377038.000,49377038.000,,49377038.000,49377038.000,49377038.000,49377038.000,50387038.000,50387038.000,50387038.000,50387038.000,50387038.000
CommonStockValue,51656.000,51656.000,51796.000,51796.000,51796.000,51796.000,51796.000,51796.000,51796.000,52806.000,52806.000,52806.000,52806.000,52806.000
ConstructionPayableCurrent,1801770.000,1743693.000,1493155.000,1464323.000,1355127.000,1164411.000,1170821.000,1188536.000,1195663.000,1166065.000,1156319.000,1157578.000,1157916.000,1160727.000
ConvertibleDebtNoncurrent,,,,,,100970.000,400000.000,1000000.000,1000000.000,1000000.000,510000.000,510000.000,510000.000,510000.000
CustomerAdvancesAndDeposits,,,,,,,,,,,,119440.000,119475.000,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,4776211.000,,,,5117460.000,,,,5064782.000
DeferredTaxAssetsGross,,,,,,4716102.000,,,,5115158.000,,,,5571872.000
DeferredTaxAssetsGrossCurrent,99357.000,,,,,,,,,,,,,
DeferredTaxAssetsInventory,,,,,,115670.000,,,,225254.000,,,,225254.000
DeferredTaxAssetsNet,,,,,,,,,,,4000000.000,3000000.000,3000000.000,
DeferredTaxAssetsNetCurrent,,248350.000,,,4000000.000,,4000000.000,5000000.000,4000000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,8000000.000,8000000.000,8000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,,3000000.000,3000000.000,3000000.000,
DeferredTaxAssetsOther,,,,,,134743.000,,,,11471.000,,,,-31422.000
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,,3000000.000,,3000000.000,10000000.000,3000000.000,10000000.000,,,,11000000.000
DeferredTaxAssetsTaxDeferredExpense,,,,,,289085.000,,,,320024.000,,,,320946.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,160448.000,,,,167347.000,,,,171295.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,33500.000,,,,33500.000,,,,643931.000
DeferredTaxAssetsValuationAllowance,,,,,,-4716102.000,,,,-5115158.000,,,,-5571872.000
DueFromRelatedPartiesCurrent,,,,4926.000,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,209587.000,214213.000,211221.000,272155.000,373322.000,453104.000,375288.000,441943.000,368344.000,354296.000,394030.000,376639.000,243272.000
EmployeeRelatedLiabilities,,,,,182092.000,,144750.000,,,,,,,
