,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,4542000.000,,,,
AssetManagementFees,78209000.000,65576000.000,42771000.000,33320000.000,26491000.000,20484000.000,15336000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-60533000.000,,,,-23177000.000
CommonStockDividendsPerShareDeclared,0.060,0.060,0.060,0.020,0.020,,0.000
CurrentFederalTaxExpenseBenefit,,,,1125000.000,771000.000,,-5381000.000
CurrentIncomeTaxExpenseBenefit,,,,375000.000,-2259000.000,,-6072000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,-750000.000,-3030000.000,,-691000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,1905000.000,,,,1075000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,-443000.000,161781000.000,,4169000.000
DeferredIncomeTaxExpenseBenefit,,,,-662000.000,173886000.000,,6342000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,-219000.000,12105000.000,,2173000.000
DepreciationAndAmortization,,,598000.000,,,,608000.000
EarningsPerShareBasic,0.360,0.110,0.080,0.030,-0.870,-0.040,-0.180
EarningsPerShareDiluted,0.360,0.110,0.080,0.030,-0.870,-0.040,-0.180
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1000.000,,,,-39000.000
EffectiveIncomeTaxRateContinuingOperations,,,,-0.260,1.430,,-0.030
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,1.480,,-0.220
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,0.040,,,-0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,,0.000,,,0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,0.000,0.030,,-0.160
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,-0.140
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,,-0.010,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,0.050,0.050,,0.050
ForeignCurrencyTransactionGainLossBeforeTax,-2000.000,6000.000,-1000.000,-60000.000,-4000.000,-10000.000,-39000.000
GainLossOnInvestments,-290000.000,-6554000.000,2081000.000,-2130000.000,1125000.000,1834000.000,1139000.000
GainLossOnSaleOfInvestments,,,,-753000.000,264000.000,,563000.000
GeneralAndAdministrativeExpense,10357000.000,9470000.000,9738000.000,7748000.000,10291000.000,7673000.000,10718000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,36663000.000,15029000.000,10790000.000,1119000.000,120080000.000,-1443000.000,-9933000.000
IncomeLossFromEquityMethodInvestments,,,,,,,0.000
IncomeTaxExpenseBenefit,14869000.000,9753000.000,5322000.000,-287000.000,171627000.000,-522000.000,270000.000
IncomeTaxReconciliationMinorityInterestIncomeExpense,,,,-28000.000,,,0.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,,1600000.000
IncomeTaxesPaidNet,,,2393000.000,,,,-8000.000
