,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdvertisingExpense,7400000.000,7100000.000,8500000.000,
AllocatedShareBasedCompensationExpense,11400000.000,17700000.000,15600000.000,30200000.000
AssetRetirementObligationAccretionExpense,-17100000.000,20400000.000,-20900000.000,-24600000.000
AssetRetirementObligationCashPaidToSettle,-5700000.000,-5600000.000,,
AssetRetirementObligationLiabilitiesSettled,,,11200000.000,17800000.000
AssetRetirementObligationRevisionOfEstimate,64900000.000,-800000.000,70600000.000,-17600000.000
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,,5000000.000
CapitalExpendituresIncurredButNotYetPaid,58600000.000,92400000.000,108500000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-150900000.000,-700000.000,-5100000.000,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,191600000.000,186100000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,-27000000.000,0.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,400000.000,2400000.000,1600000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,4800000.000,-100000.000,
CommonStockDividendsPerShareDeclared,2.720,2.720,2.720,2.720
ComprehensiveIncomeNetOfTax,,283000000.000,369500000.000,272500000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,229600000.000,285900000.000,372500000.000,275500000.000
CostOfGoodsAndServicesSold,,,,2133000000.000
CurrentFederalTaxExpenseBenefit,-44600000.000,3500000.000,7800000.000,19900000.000
CurrentForeignTaxExpenseBenefit,-200000.000,-100000.000,100000.000,
CurrentIncomeTaxExpenseBenefit,-39000000.000,3800000.000,13800000.000,45100000.000
CurrentStateAndLocalTaxExpenseBenefit,5800000.000,400000.000,5900000.000,25200000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,2100000.000,3100000.000,6500000.000,9500000.000
DeferredFederalIncomeTaxExpenseBenefit,159700000.000,128300000.000,174800000.000,123000000.000
DeferredForeignIncomeTaxExpenseBenefit,100000.000,,0.000,
DeferredIncomeTaxExpenseBenefit,174600000.000,148400000.000,189700000.000,141700000.000
DeferredIncomeTaxesAndTaxCredits,175300000.000,148200000.000,198500000.000,165900000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,14800000.000,20100000.000,14900000.000,18700000.000
DefinedContributionPlanCostRecognized,17000000.000,19100000.000,36400000.000,35000000.000
DepreciationDepletionAndAmortization,250100000.000,250700000.000,266600000.000,287500000.000
DilutiveSecurities,,,-100000.000,0.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,-24300000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,500000.000,-9300000.000,-6900000.000,7200000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,300000.000,,,86500000.000
DividendsCommonStock,211800000.000,211900000.000,,
DividendsCommonStockCash,,,214600000.000,216300000.000
DividendsPreferredStockCash,3100000.000,3100000.000,3100000.000,3100000.000
EarningsPerShareBasic,2.890,3.580,4.430,3.450
EarningsPerShareDiluted,2.870,3.550,4.390,3.430
EffectiveIncomeTaxRateContinuingOperations,0.367,0.338,0.376,0.410
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciation,0.005,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.004,-0.006,-0.005,-0.006
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.053,0.048,0.039,0.075
EffectiveIncomeTaxRateReconciliationTaxContingencies,0.002,-0.016,,
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,-0.005,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsOther,-0.019,-0.017,-0.001,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,0.000,0.000
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,2300000.000,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,4600000.000,7100000.000,6200000.000,12100000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetAndLiabilityGainLossIncludedInOtherComprehensiveIncomeLoss,600000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,14100000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,10600000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,1300000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,12900000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,15600000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,7000000.000,
FutureAmortizationExpenseYearFive,1500000.000,,,
FutureAmortizationExpenseYearFour,1600000.000,,,
FutureAmortizationExpenseYearOne,2700000.000,,,
FutureAmortizationExpenseYearThree,1800000.000,,,
FutureAmortizationExpenseYearTwo,2100000.000,,,
GainLossOnDispositionOfAssets1,,,,3500000.000
GainLossOnSaleOfOtherAssets,2200000.000,,,15200000.000
GoodwillAcquiredDuringPeriod,15900000.000,,,
GoodwillImpairmentLoss,,,0.000,
GoodwillOtherChanges,,,-3800000.000,0.000
GoodwillPurchaseAccountingAdjustments,,-100000.000,0.000,
ImpairmentOfLongLivedAssetsHeldForUse,4600000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,364900000.000,443900000.000,560800000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,364800000.000,443800000.000,560800000.000,471500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-100000.000,-100000.000,0.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,230900000.000,294000000.000,350000000.000,278100000.000
IncomeLossFromContinuingOperationsPerBasicShare,2.900,3.700,4.370,3.430
IncomeLossFromContinuingOperationsPerDilutedShare,2.880,3.670,4.330,3.410
IncomeLossFromDiscontinuedOperationsNetOfTax,-400000.000,-9700000.000,4800000.000,1800000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.010,-0.120,0.060,0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.010,-0.120,0.060,0.020
IncomeLossFromEquityMethodInvestments,,87200000.000,91500000.000,88300000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,14800000.000,17500000.000,19200000.000,13300000.000
