,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,1937000.000,,,,2281000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1112000.000,,,,-974000.000,,,,-3617000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,5798000.000,,,,
ContractsRevenue,150000.000,150000.000,150000.000,6150000.000,3150000.000,150000.000,100000.000,,,,
DepreciationDepletionAndAmortization,50000.000,49000.000,52000.000,49000.000,42000.000,43000.000,43000.000,44000.000,44000.000,49000.000,45000.000
EarningsPerShareBasic,-0.070,-0.050,-0.020,,,,1.150,-0.130,-0.600,,
EarningsPerShareBasicAndDiluted,,,,0.070,-0.010,,,,,,-0.650
ForeignCurrencyTransactionGainLossBeforeTax,-430000.000,1206000.000,-317000.000,340000.000,-327000.000,8000.000,-68000.000,1924000.000,-267000.000,658000.000,-561000.000
GainLossOnDispositionOfAssets,,,,,,,,,,,-7000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,603000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerDilutedShare,,,,,,,,-0.130,-0.600,,
IncomeLossFromContinuingOperations,-5469000.000,-4588000.000,-1923000.000,6956000.000,-1037000.000,-5059000.000,4634000.000,-1286000.000,-5999000.000,-5993000.000,-6478000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.000,0.070,-0.010,-0.070,,,,,-0.650
IncomeLossFromContinuingOperationsPerBasicShare,-0.070,-0.050,-0.020,,,,0.480,-0.130,-0.600,,-0.650
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,0.480,-0.130,-0.600,,-0.650
IncomeLossFromDiscontinuedOperationsNetOfTax,-9000.000,-9000.000,-10000.000,-9000.000,-9000.000,-10000.000,6391000.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,0.000,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.000,,,,,0.670,,,,
IncomeLossFromEquityMethodInvestments,-4829000.000,-5348000.000,-830000.000,-2155000.000,-2752000.000,-4275000.000,6707000.000,-1498000.000,-3252000.000,-3526000.000,-3372000.000
IncreaseDecreaseInAccountsPayable,,,-152000.000,,,,217000.000,,,,-224000.000
IncreaseDecreaseInAccountsReceivable,,,35000.000,,,,-11000.000,,,,-43000.000
IncreaseDecreaseInAccruedLiabilities,,,-48000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,-50000.000,,,,,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,536000.000,,,,-167000.000,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,114000.000,,,,18000.000
IncreaseDecreaseInOtherOperatingAssets,,,-72000.000,,,,21000.000,,,,-36000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,1381000.000,422000.000,,,,,,
InvestmentIncomeInterest,2000.000,4000.000,8000.000,6000.000,4000.000,4000.000,2000.000,3000.000,2000.000,1000.000,1000.000
LiabilitiesAssumed1,,,,,,,,,,,1000000.000
NetCashProvidedByUsedInDiscontinuedOperations,,,-9000.000,,,,-10000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,63000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,63000.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,-5000.000,,,,126000.000,,,,-1050000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5000.000,,,,-5672000.000,,,,-1050000.000
NetCashProvidedByUsedInOperatingActivities,,,-1170000.000,,,,-1100000.000,,,,-2567000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1161000.000,,,,-1090000.000,,,,-2567000.000
NetIncomeLoss,-5478000.000,-4597000.000,-1933000.000,6947000.000,-1046000.000,-5069000.000,11025000.000,-1286000.000,-5999000.000,-5993000.000,-6478000.000
OilAndGasRevenue,,,,,,,12600000.000,,,,
OperatingIncomeLoss,-214000.000,-452000.000,-786000.000,8763000.000,2037000.000,-797000.000,-2009000.000,-1719000.000,-2483000.000,-3127000.000,-2540000.000
OriginationOfNotesReceivableFromRelatedParties,,,,,,,,,,,1050000.000
OtherNonoperatingIncomeExpense,2000.000,2000.000,2000.000,2000.000,1000.000,1000.000,2000.000,4000.000,1000.000,1000.000,-6000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,,,,8986000.000,,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,5670000.000,,,,1050000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,5000.000,,,,2000.000,,,,
ProceedsFromIncomeTaxRefunds,,,,,,,,9000000.000,,,
ProceedsFromIssuanceOfCommonStock,,,63000.000,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,5800000.000
ProceedsFromStockPlans,,,,,,,0.000,,,,
RevenueFromRelatedParties,316000.000,286000.000,379000.000,4052000.000,372000.000,425000.000,417000.000,28000.000,24000.000,0.000,0.000
Revenues,1188000.000,1176000.000,1250000.000,10810000.000,4342000.000,1124000.000,899000.000,408000.000,373000.000,277000.000,261000.000
RoyaltyRevenue,339000.000,310000.000,240000.000,135000.000,304000.000,110000.000,0.000,,,,0.000
SalesRevenueNet,1188000.000,1176000.000,1250000.000,10810000.000,4342000.000,1124000.000,899000.000,408000.000,373000.000,277000.000,261000.000
SellingGeneralAndAdministrativeExpense,764000.000,1017000.000,1386000.000,1406000.000,1553000.000,1207000.000,2279000.000,1550000.000,2211000.000,2795000.000,2362000.000
SeveranceCosts,,,,,,,2208000.000,,,,2100000.000
ShareBasedCompensation,-8000.000,69000.000,312000.000,102000.000,61000.000,33000.000,384000.000,30000.000,30000.000,31000.000,53000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,87500.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,4.000,,,,4.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,,87500.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,,,350000.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,,4.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,39427.000,,,,79749.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,,,0.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,17.380,,,,7.750
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,-73000.000,,,,350000.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,386000.000,,,,34000.000,,,,53000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,63000.000,,,,,,,,
TechnologyServicesCosts,588000.000,562000.000,598000.000,592000.000,710000.000,671000.000,586000.000,533000.000,601000.000,560000.000,394000.000
TechnologyServicesRevenue,383000.000,430000.000,481000.000,473000.000,516000.000,439000.000,382000.000,380000.000,349000.000,277000.000,261000.000
WeightedAverageNumberOfDilutedSharesOutstanding,81965000.000,91843000.000,98401000.000,99859000.000,98676000.000,-197821000.000,9585000.000,9932000.000,9936000.000,-19521000.000,9956000.000
WeightedAverageNumberOfSharesOutstandingBasic,81965000.000,91843000.000,98401000.000,98478000.000,98254000.000,-196779000.000,9585000.000,9932000.000,9936000.000,-19521000.000,9956000.000
