,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,,,,,,,,,,24372133.000
AccountsPayableTradeCurrent,17003155.000,18671086.000,20038621.000,22090232.000,25448624.000,23808926.000,22203342.000,24349129.000,26187317.000,
AccruedIncomeTaxesCurrent,487328.000,218038.000,72091.000,71345.000,111501.000,166719.000,177836.000,180514.000,169396.000,170333.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,8710208.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7443024.000,7713341.000,7895699.000,7916345.000,7830411.000,7994358.000,8155655.000,8576774.000,8749981.000,
AdditionalPaidInCapital,28189354.000,28197310.000,28197310.000,28197310.000,28197310.000,28197310.000,28197310.000,28197310.000,28197310.000,28197310.000
Assets,176433401.000,147969786.000,167505631.000,178948515.000,179271490.000,162405310.000,158007259.000,168694995.000,162666900.000,141948792.000
AssetsCurrent,134039554.000,105956043.000,124815062.000,136911773.000,138020479.000,120903866.000,116225465.000,127301182.000,121536645.000,99971993.000
CashAndCashEquivalentsAtCarryingValue,7881051.000,3594361.000,2696810.000,5162949.000,2629237.000,5408309.000,4323040.000,3041206.000,2124877.000,1169371.000
CommitmentsAndContingencies,0.000,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,26794386.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000
CommonStockSharesOutstanding,26794386.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000,26803044.000
CommonStockValue,26794.000,26803.000,26803.000,26803.000,26803.000,26803.000,26803.000,26803.000,26803.000,26803.000
DeferredRevenueCurrent,217118.000,443632.000,461999.000,649202.000,647973.000,649612.000,1187291.000,1205167.000,1212616.000,98220.000
DeferredTaxAssetsNetCurrent,60588.000,0.000,0.000,0.000,0.000,210544.000,211740.000,214928.000,216256.000,2502.000
DeferredTaxLiabilitiesCurrent,102150.000,112625.000,125397.000,125270.000,125100.000,513524.000,515972.000,523298.000,525910.000,396629.000
DepositsAssetsCurrent,,,,,,,,,,29061661.000
DueFromRelatedPartiesCurrent,0.000,360162.000,0.000,0.000,0.000,9005.000,9056.000,0.000,32560.000,
EquityMethodInvestments,,,,1090412.000,1064038.000,1040492.000,1021176.000,1011749.000,993174.000,972386.000
Goodwill,472229.000,0.000,0.000,0.000,0.000,0.000,,,,
IntangibleAssetsNetExcludingGoodwill,332862.000,0.000,0.000,0.000,0.000,0.000,,,,
InventoryNet,21543346.000,16956582.000,21278336.000,18248768.000,14967569.000,12971168.000,12463888.000,13384865.000,14092132.000,13044545.000
Investments,,,,,,,,,,972386.000
Liabilities,114840725.000,94185400.000,116431714.000,131659777.000,134261215.000,121923395.000,121178055.000,133964139.000,130839525.000,118981689.000
LiabilitiesAndStockholdersEquity,176433401.000,147969786.000,167505631.000,178948515.000,179271490.000,162405310.000,158007259.000,168694995.000,162666900.000,141948792.000
LiabilitiesCurrent,,,,,,,,,,118981689.000
LoansPayableCurrent,3124000.000,,3166000.000,4752000.000,3162000.000,3170000.000,0.000,5663000.000,5698000.000,76267390.000
LoansPayableToBankCurrent,,,,,,,,,,10460430.000
MinorityInterest,249699.000,194400.000,214405.000,202350.000,210314.000,150366.000,144986.000,131252.000,127665.000,100797.000
OtherAccountsPayableAndAccruedLiabilities,6291205.000,8877407.000,5690863.000,6904576.000,8675206.000,7561146.000,6698668.000,6996388.000,7213423.000,4468946.000
OtherReceivables,,,,,,,,,,6325532.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,,,5077041.000
ProductWarrantyAccrual,71807.000,184778.000,167698.000,110730.000,73191.000,100570.000,139086.000,57042.000,76981.000,76961.000
PropertyPlantAndEquipmentGross,,,,,,,,,,51383596.000
PropertyPlantAndEquipmentNet,34578481.000,37164849.000,37835572.000,37203990.000,36468432.000,36425004.000,36720739.000,36348623.000,36124888.000,36960853.000
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,,,,,,,,,,14422743.000
ReceivablesNetCurrent,47306966.000,49167748.000,48017132.000,53645872.000,60162763.000,55811468.000,47750053.000,50048029.000,48304537.000,45291341.000
RestrictedCashAndCashEquivalents,38521310.000,21094008.000,31369567.000,38465112.000,41856777.000,27079527.000,26093780.000,36409854.000,36553484.000,
RetainedEarningsAccumulatedDeficit,18162691.000,9541560.000,6628728.000,2834958.000,634465.000,-3997894.000,-7806522.000,-10312255.000,-13385356.000,-22309574.000
ShortTermBankLoansAndNotesPayable,53568790.000,45974022.000,67639532.000,84570235.000,75724019.000,65196883.000,76574835.000,80443109.000,66888008.000,
