,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,750.000,,,686.000,,
AccountsPayableCurrent,0.000,,,,,,
AccountsPayableTradeCurrent,,,,,,17115.000,18467.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,9529.000,9600.000
AccruedLiabilitiesCurrent,,0.000,0.000,,,,
AdditionalPaidInCapital,,,,30475.000,55464.000,55464.000,55464.000
Assets,0.000,0.000,0.000,0.000,4306.000,0.000,0.000
AssetsCurrent,0.000,0.000,0.000,,4306.000,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,2005000.000,2005000.000,2005000.000,
ClassOfWarrantOrRightOutstanding,,,,,,2500000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,2590000.000,2590000.000,2630000.000,2630000.000,2634165.000,2634165.000,2634165.000
CommonStockSharesOutstanding,2590000.000,2590000.000,2630000.000,2630000.000,2634165.000,2634165.000,2634165.000
CommonStockValue,259.000,259.000,263.000,263.000,264.000,264.000,264.000
ConvertibleNotesPayableCurrent,,13140.000,27225.000,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,1.000,1.000
DebtInstrumentFaceAmount,,,,,,100000.000,100000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,0.120,0.120
DebtInstrumentUnamortizedDiscount,,,,,,84000.000,59384.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,184239.000,
DeferredTaxAssetsValuationAllowance,,,,,,184239.000,
DerivativeLiabilitiesCurrent,,,,,,332249.000,331101.000
DueToRelatedPartiesCurrent,,,,,468.000,,106.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,0.000,0.000,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,331973.000,331973.000
InterestPayableCurrentAndNoncurrent,,,,,,,4867.000
Liabilities,6160.000,13890.000,27225.000,,,,404757.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,4306.000,0.000,0.000
LiabilitiesCurrent,6160.000,13890.000,27225.000,,1154.000,376760.000,404757.000
LongTermDebt,,,,30475.000,30475.000,,
NotesAndLoansPayable,,,,,,,104867.000
NotesAndLoansPayableCurrent,,,,,,17867.000,45483.000
NotesPayableCurrent,6160.000,,,,,,
OperatingLossCarryforwards,,,,,,184239.000,
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,0.000,0.000,,
PreferredStockSharesOutstanding,,,,0.000,0.000,,
PrepaidExpenseCurrent,,,,,4306.000,,
RetainedEarningsAccumulatedDeficit,-6419.000,-14149.000,-27488.000,-30738.000,-52576.000,-432488.000,-460485.000
SaleOfStockPricePerShare,,,,,,0.100,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,2500000.000,2495835.000,2495835.000,2495835.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,6.000,6.000,6.000,6.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,6.000,6.000,6.000,6.000
SharePrice,,,,,,6.000,6.000
SharesOutstanding,,2590000.000,,,,,
StockholdersEquity,,,,,3152.000,-376760.000,-404757.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-6160.000,-13890.000,-27225.000,,,,-404757.000
