,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,833.000,866.000,7647.000,8.000,13.000,963.000,11466.000,0.000,905.000,0.000,10415.000,,600.000,5084.000,12769.000,9275.000,16180.000
AccountsPayableRelatedPartiesCurrent,1400.000,1735.000,1400.000,1700.000,1400.000,1400.000,1400.000,1400.000,1400.000,1400.000,1400.000,900.000,900.000,900.000,0.000,0.000,0.000
AccountsReceivableNetCurrent,5880.000,2146.000,5645.000,3050.000,2435.000,2028.000,1910.000,2013.000,1324.000,1741.000,1576.000,1800.000,1386.000,1754.000,2647.000,0.000,1442.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,8853.000,10618.000,,,,924.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8941.000,6997.000,7401.000,7821.000,8121.000,8423.000,8726.000,9021.000,9321.000,9472.000,9623.000,9771.000,9921.000,10072.000,9623.000,,10525.000
AdditionalPaidInCapital,,83875.000,83875.000,83875.000,83876.000,83875.000,83875.000,83875.000,83875.000,83875.000,83875.000,83875.000,83875.000,83875.000,183875.000,183875.000,1202847.000
AdditionalPaidInCapitalCommonStock,83876.000,,,,,,,,,,,,,,,,
Assets,111575.000,65813.000,59060.000,52936.000,50982.000,51745.000,53656.000,49752.000,49157.000,48679.000,48381.000,48615.000,49228.000,48150.000,51574.000,641784.000,1715144.000
AssetsCurrent,10453.000,6269.000,7669.000,4973.000,3272.000,4337.000,6551.000,2942.000,2647.000,2320.000,2173.000,2555.000,3318.000,2391.000,5815.000,586025.000,31992.000
AssetsHeldForSalePropertyPlantAndEquipment,,7749.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
Cash,,4123.000,2024.000,1923.000,837.000,2309.000,4641.000,929.000,1323.000,579.000,597.000,755.000,1932.000,637.000,3168.000,586025.000,5551.000
CashAndCashEquivalentsAtCarryingValue,4573.000,4123.000,2024.000,,,,,,,,,,,,3169.000,586025.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,8968000.000,11971600.000,11971600.000,11971600.000
