,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-04-17
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,22563000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1773000.000,1651000.000,1518000.000,1783000.000,2359000.000,1539000.000,-933000.000,-412000.000,-899000.000,
AdvancesFromFederalHomeLoanBanks,,,,,,,,,12000000.000,
Assets,862099000.000,885009000.000,914450000.000,884152000.000,898581000.000,927227000.000,907330000.000,918832000.000,899029000.000,
AssetsFairValueDisclosure,,,,31969000.000,25916000.000,13143000.000,,13803000.000,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,26000.000,26000.000,26000.000,26000.000,26000.000,26000.000,
AvailableForSaleSecurities,148008000.000,173197000.000,183416000.000,191886000.000,198069000.000,203251000.000,195141000.000,204827000.000,191158000.000,
AvailableForSaleSecuritiesAmortizedCost,,,,189185000.000,194496000.000,200920000.000,196555000.000,205451000.000,192521000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,47224000.000,30652000.000,66366000.000,109509000.000,114340000.000,105084000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,45518000.000,30652000.000,63576000.000,106384000.000,111256000.000,91855000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,1706000.000,0.000,2790000.000,3125000.000,3084000.000,13229000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,1579000.000,1577000.000,4149000.000,5939000.000,5919000.000,5898000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,1731000.000,1744000.000,4224000.000,5661000.000,5659000.000,5617000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,156298000.000,15922000.000,25546000.000,24218000.000,28480000.000,26326000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,158641000.000,16528000.000,25882000.000,23774000.000,28006000.000,25723000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,30000.000,30000.000,0.000,0.000,0.000,0.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,32000.000,32000.000,0.000,0.000,0.000,0.000,
