,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,523076.000,,,,523076.000
BankOwnedLifeInsuranceIncome,56000.000,55000.000,44000.000,48000.000,46000.000,43000.000,40000.000,32000.000,23000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,8823000.000,,,,6425000.000,,
CommonStockDividendsPerShareDeclared,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,-2770000.000,-758000.000,-1510000.000,-174000.000,-15755000.000,-2734000.000,-1283000.000,-1976000.000,-4693000.000
CurrentIncomeTaxExpenseBenefit,,,,,9100000.000,,,,
DepreciationAmortizationAndAccretionNet,,,340000.000,,,,311000.000,,
EarningsPerShareBasic,-0.390,-0.130,-0.230,-0.060,-2.180,-0.400,-0.130,-0.160,-0.650
EarningsPerShareBasicAndDiluted,,,,-0.060,-2.180,,-0.130,-0.160,-0.650
EarningsPerShareDiluted,-0.390,-0.130,-0.230,-0.060,-2.180,-0.400,-0.130,-0.160,-0.650
FederalDepositInsuranceCorporationPremiumExpense,632000.000,52000.000,287000.000,243000.000,272000.000,232000.000,236000.000,238000.000,215000.000
FeesAndCommissionsCreditCards,117000.000,,115000.000,123000.000,117000.000,118000.000,108000.000,120000.000,119000.000
FeesAndCommissionsDepositorAccounts,140000.000,151000.000,115000.000,121000.000,125000.000,122000.000,123000.000,121000.000,113000.000
FeesAndCommissionsOther,0.000,0.000,0.000,1000.000,0.000,0.000,,1000.000,0.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,125000.000,172000.000,,130000.000,58000.000,49000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,2460000.000,4199000.000,,2087000.000,2159000.000,1719000.000
GainLossOnDispositionOfProperty,,,-6000.000,,,,0.000,,
GainLossOnInvestments,0.000,0.000,0.000,0.000,0.000,0.000,375000.000,0.000,0.000
GainLossOnSaleOfOtherAssets,,,18000.000,,,,0.000,,
GainLossOnSalesOfLoansNet,30000.000,44000.000,1056000.000,297000.000,28000.000,129000.000,38000.000,138000.000,24000.000
GainsLossesOnSalesOfOtherRealEstate,-140000.000,-141000.000,-210000.000,-15000.000,0.000,-262000.000,-30000.000,49000.000,-331000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,4816000.000,5103000.000,,61100000.000,56234000.000,54998000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,-863000.000,1333000.000,,495000.000,743000.000,895000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,2313000.000,2371000.000,,44749000.000,42730000.000,44481000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,,-935000.000,999000.000,,425000.000,591000.000,747000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,,,2503000.000,2732000.000,,16351000.000,13504000.000,10517000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,,,,72000.000,334000.000,,70000.000,152000.000,148000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4608000.000,-1285000.000,-2519000.000,-479000.000,-6774000.000,-2666000.000,-770000.000,-991000.000,-4573000.000
IncomeTaxExpenseBenefit,-1874000.000,-537000.000,-1004000.000,-208000.000,9081000.000,26000.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,,,
IncreaseDecreaseInDeposits,,,11055000.000,,,,-3083000.000,,
IncreaseDecreaseInOperatingAssets,,,825000.000,,,,-656000.000,,
IncreaseDecreaseInOperatingLiabilities,,,429000.000,,,,270000.000,,
InformationTechnologyAndDataProcessing,328000.000,331000.000,322000.000,312000.000,310000.000,310000.000,339000.000,301000.000,312000.000
InterestAndDividendIncomeOperating,5494000.000,5219000.000,4474000.000,4939000.000,4579000.000,4731000.000,4356000.000,4108000.000,3377000.000
InterestAndDividendIncomeSecurities,97000.000,61000.000,100000.000,,,,,,
InterestAndFeeIncomeLoansAndLeases,5365000.000,5130000.000,4339000.000,4806000.000,4425000.000,4585000.000,4174000.000,3885000.000,3111000.000
