,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,,,,,8556.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,,,,,,5828000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,501505.000,872217.000,,1434835.000
AmortizationOfAcquisitionCosts,,,,,,,,,2733.000,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,227977.000,233046.000,,,,135837.000,,,,695032.000
AmortizationOfFinancingCosts,,,,,,,,,,9584.000,9600.000,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,10000.000,242630.000,134195.000,285090.000,-2114746.000,-135837.000,79781.000,111837.000,756724.000,695032.000
AmortizationOfIntangibleAssets,,,,,,,,,,,57863.000,55453.000,,85107.000,85108.000,86044.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,2722700.000,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,-0.070,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,-1079871.000,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,1061858.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,35430.000,,,,-12743.000,,465184.000,,-65848.000,,,,-44085.000,,,,-366159.000
CostOfGoodsAndServicesSoldOverhead,,,,,,,,,,,,-518863.000,,-718526.000,-725529.000,-869215.000,5541829.000,847759.000
CostOfGoodsSold,231.000,317.000,,602.000,,4585.000,7560.000,183.000,-25085.000,,5764.000,28144.000,,28267.000,15390.000,77252.000,-43931.000,18611.000
CostOfServicesDirectLabor,,,,,,,,,,14137.000,242951.000,416838.000,633895.000,452584.000,455314.000,477287.000,531341.000,457696.000
CostsAndExpenses,,,,,,,,,,,4769098.000,1840156.000,,1700677.000,1539887.000,2108807.000,4689419.000,2906227.000
DebtConversionOriginalDebtAmount1,,,,,,,,,,290000.000,,,,,,,,
DebtIssuanceCosts,,,,,,,,,,160500.000,,,,,,,,
