,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesCurrentAndNoncurrent,511000.000,2012000.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3221000.000,3364000.000,,,,4014000.000,,,,5112000.000,,,,5458000.000,,,,6851000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,78000.000,-33000.000,-200000.000,-1679000.000,-1969000.000,-1509000.000,-953000.000,196000.000,-205000.000,434000.000,1253000.000,457000.000,1368000.000,-127000.000,1753000.000,1905000.000,1140000.000,-2579000.000,-2188000.000
AdditionalPaidInCapitalCommonStock,35090000.000,80460000.000,81962000.000,85477000.000,85513000.000,85636000.000,85857000.000,86386000.000,92238000.000,112887000.000,113109000.000,113384000.000,129258000.000,160861000.000,161323000.000,161679000.000,161918000.000,177924000.000,178573000.000
AdditionalPaidInCapitalPreferredStock,17707000.000,17707000.000,17707000.000,17707000.000,17707000.000,17707000.000,17707000.000,17707000.000,13280000.000,13280000.000,8854000.000,8854000.000,8854000.000,0.000,,,,,
AdvancesFromFederalHomeLoanBanks,17100000.000,40813000.000,35442000.000,30221000.000,30100000.000,43478000.000,43360000.000,53236000.000,66411000.000,86047000.000,93183000.000,107818000.000,99952000.000,110087000.000,112220000.000,61589000.000,121343000.000,232097000.000,128350000.000
AffordableHousingProgramObligation,,,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
Assets,596104000.000,1147818000.000,1064382000.000,1125059000.000,1123191000.000,1127559000.000,1277139000.000,1389712000.000,1335536000.000,1333390000.000,1437513000.000,1524470000.000,1598889000.000,1678577000.000,1759383000.000,1853666000.000,1916938000.000,2002911000.000,2059018000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,175696000.000,171259000.000,165832000.000,175016000.000,193028000.000,199043000.000,220412000.000,254312000.000,257662000.000,236217000.000,284272000.000,301294000.000
AvailableForSaleSecurities,,,115503000.000,116761000.000,118900000.000,145367000.000,171635000.000,175999000.000,170960000.000,166508000.000,176966000.000,193739000.000,201150000.000,220113000.000,257085000.000,260675000.000,238022000.000,280204000.000,297847000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,1498000.000,1169000.000,1489000.000,2285000.000,1454000.000,2343000.000,1019000.000,3033000.000,3135000.000,2047000.000,252000.000,277000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,1195000.000,1468000.000,813000.000,335000.000,743000.000,236000.000,1318000.000,260000.000,122000.000,242000.000,4320000.000,3724000.000
AvailableForSaleSecuritiesAmortizedCost,57929000.000,135203000.000,116380000.000,120043000.000,122654000.000,147694000.000,173106000.000,175696000.000,171259000.000,165832000.000,175016000.000,193028000.000,199043000.000,220412000.000,254312000.000,257662000.000,236217000.000,284272000.000,301294000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,1057000.000,1116000.000,722000.000,300000.000,420000.000,217000.000,347000.000,87000.000,24000.000,39000.000,184000.000,154000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,2074000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,138000.000,352000.000,91000.000,35000.000,323000.000,19000.000,971000.000,173000.000,98000.000,203000.000,4136000.000,3570000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,31753000.000,36498000.000,69789000.000,64577000.000,97692000.000,108557000.000,34233000.000,73911000.000,28209000.000,14262000.000,62474000.000,10355000.000,121610000.000,40431000.000,14641000.000,47461000.000,211474000.000,211493000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,106000.000,51000.000,55000.000,56000.000,6195000.000,16108000.000,39340000.000,34304000.000,32036000.000,17432000.000,16507000.000,15588000.000,14161000.000,10576000.000,5838000.000,5503000.000,5110000.000,4851000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,28198000.000,29021000.000,29797000.000,27755000.000,35764000.000,45544000.000,45916000.000,41176000.000,36776000.000,34602000.000,32581000.000,31460000.000,38697000.000,30269000.000,25972000.000,33448000.000,45828000.000,47265000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,29261000.000,30008000.000,29809000.000,27609000.000,35130000.000,45133000.000,46059000.000,41157000.000,37011000.000,35091000.000,32736000.000,31913000.000,38611000.000,30842000.000,26502000.000,33706000.000,44419000.000,46113000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,14746000.000,11039000.000,12126000.000,16581000.000,31912000.000,41537000.000,45828000.000,47260000.000,49818000.000,66505000.000,83261000.000,88907000.000,99447000.000,98948000.000,74147000.000,60016000.000,100102000.000,99190000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,15265000.000,11524000.000,12393000.000,16915000.000,32091000.000,41820000.000,46399000.000,47570000.000,50294000.000,67562000.000,83981000.000,90194000.000,99685000.000,100751000.000,75606000.000,61000000.000,99693000.000,98886000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,77194000.000,66296000.000,71128000.000,72348000.000,76064000.000,85025000.000,83198000.000,81603000.000,78052000.000,71638000.000,75587000.000,76075000.000,77662000.000,123586000.000,152791000.000,137276000.000,131486000.000,146502000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,74937000.000,63851000.000,67489000.000,68360000.000,74172000.000,83677000.000,82771000.000,80986000.000,77999000.000,72011000.000,75404000.000,76417000.000,77193000.000,123967000.000,153790000.000,137818000.000,129216000.000,144500000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,57929000.000,135203000.000,116380000.000,120043000.000,122654000.000,147694000.000,173106000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,15065000.000,10024000.000,6992000.000,5970000.000,3954000.000,1000000.000,754000.000,1220000.000,1186000.000,2271000.000,1599000.000,2601000.000,4606000.000,1509000.000,4752000.000,5477000.000,6856000.000,8337000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,15135000.000,10120000.000,7070000.000,6016000.000,3974000.000,1005000.000,770000.000,1247000.000,1204000.000,2302000.000,1618000.000,2626000.000,4624000.000,1525000.000,4777000.000,5498000.000,6876000.000,8348000.000
AvailableForSaleSecuritiesDebtSecurities,57504000.000,134598000.000,115503000.000,116761000.000,118900000.000,145367000.000,171635000.000,175999000.000,170960000.000,166508000.000,176966000.000,193739000.000,201150000.000,220113000.000,257085000.000,260675000.000,238022000.000,280204000.000,297847000.000
AvailableForSaleSecuritiesFairValueDisclosure,57504000.000,134598000.000,115503000.000,116761000.000,118900000.000,145367000.000,171635000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,2525000.000,2568000.000,2863000.000,4587000.000,4895000.000,3183000.000,2438000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,2510000.000,2483000.000,2500000.000,2552000.000,2560000.000,376000.000,969000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,2525000.000,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,15000.000,85000.000,316000.000,2035000.000,2335000.000,2807000.000,1469000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,2100000.000,1963000.000,1986000.000,1305000.000,1141000.000,856000.000,967000.000,,,,,,,,,,,,
BankOwnedLifeInsurance,,5010000.000,5055000.000,10109000.000,10196000.000,10283000.000,10366000.000,12951000.000,13049000.000,13147000.000,13242000.000,13336000.000,13428000.000,13521000.000,13611000.000,13701000.000,13791000.000,13880000.000,16465000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,5597000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,179000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,25936000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,430000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,483341000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,28433000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,121228000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsMarketableSecurities,,74750000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,9174000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,454908000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,21626000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,6326000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,4170000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,813000.000,,,,,,,,,,,,,,,,,
BusinessCombinationAcquiredReceivablesEstimatedUncollectible,,39655000.000,,,,,,,,,,,,,,,,,
BusinessCombinationAcquiredReceivablesFairValue,,268294000.000,,,,,,,,,,,,,,,,,
BusinessCombinationAcquiredReceivablesGrossContractualAmount,,351646000.000,,,,,,,,,,,,,,,,,
CapitalRequiredForCapitalAdequacy,38655000.000,66403000.000,65343000.000,68309000.000,70586000.000,70497000.000,75463000.000,80925000.000,86950000.000,,,,,,,,,,
CapitalRequiredToBeWellCapitalized,48319000.000,83004000.000,81679000.000,85386000.000,88233000.000,88122000.000,94329000.000,101157000.000,108688000.000,,,,,,,,,,
CapitalToRiskWeightedAssets,0.125,0.137,0.143,0.138,0.138,0.141,0.129,0.123,0.114,,,,,,,,,,
CashAndDueFromBanks,2478000.000,4521000.000,4064000.000,4941000.000,3571000.000,3569000.000,4127000.000,3207000.000,3285000.000,3396000.000,3480000.000,3859000.000,3973000.000,3739000.000,3075000.000,3164000.000,3262000.000,3614000.000,3607000.000
CashCashEquivalentsAndFederalFundsSold,65398000.000,224207000.000,152440000.000,185091000.000,154269000.000,109164000.000,170241000.000,221554000.000,100762000.000,62306000.000,131963000.000,109425000.000,64065000.000,62753000.000,69117000.000,99441000.000,131327000.000,97373000.000,77318000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYield,,,,,,,,,,,,,,1208000.000,1010000.000,1168000.000,890000.000,844000.000,790000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesCarryingAmountNet,,,,,,,,,,,,,,,,2800000.000,2700000.000,2700000.000,2600000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesOutstandingBalance,,,,,,,,,,,,,,,,2900000.000,2900000.000,2900000.000,2800000.000
ClassOfWarrantOrRightOutstanding,158743.000,,158745.000,158745.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,,0.010,0.010,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,25000000.000,,,,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,2934955.000,,,,,,,,,,,,,,,,,,
CommonStockValue,29000.000,,,,,,,,,,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,0.032,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,2357000.000,2322000.000,2287000.000,2253000.000
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,385000.000,360000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,1920000.000,3123000.000,2680000.000,3696000.000,4111000.000,,,,3080000.000,
DeferredTaxAssetsGross,,,,,,,,,,9586000.000,10333000.000,10333000.000,10542000.000,12227000.000,6989000.000,6901000.000,7333000.000,12024000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,7666000.000,,,,8116000.000,,,,8944000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,,,,8944000.000,7958000.000
DeferredTaxAssetsNet,2586000.000,11419000.000,11523000.000,12449000.000,12631000.000,10548000.000,10246000.000,9622000.000,9129000.000,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,2967000.000,,,,2987000.000,,,,2120000.000,
DeferredTaxAssetsOther,,-715000.000,,,,395000.000,,,,8000.000,,,,208000.000,,,,209000.000,
DeferredTaxAssetsOtherTaxCarryforwards,,,,,,1763000.000,,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,251000.000,,,,251000.000,,,,251000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,537000.000,,,,893000.000,,,,940000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,2235000.000,,,,2912000.000,,,,3312000.000,,,,4507000.000,,,,5018000.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,-126000.000,,,,587000.000,,,,0.000,,,,110000.000,,,,1492000.000,
DeferredTaxAssetsValuationAllowance,,200000.000,,,,432000.000,,,,0.000,,,,264000.000,,,,0.000,
