,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfDebtDiscountPremium,,,,,20917.000,,,,,,,,279254.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,222763.000,,
AssetImpairmentCharges,,,,,,,,,,,,,369039.000,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,-0.120,,,,,,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,-5414316.000,,,,,,,,
BusinessAcquisitionProFormaRevenue,,,,,,,2705700.000,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,-5414316.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,3335686.000,,
CashPeriodIncreaseDecrease,,,-470181.000,,-200526.000,,,,-3418260.000,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,-17882.000,,,,,,
CostOfGoodsAndServicesSold,357561.000,591907.000,1305257.000,1226090.000,1993792.000,2283012.000,1552448.000,1337212.000,1788309.000,2127049.000,1975398.000,8194782.000,3976307.000,3208867.000,2412262.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,,1385338.000,,
DebtInstrumentDecreaseForgiveness,,,,,,,,,,,,,50000.000,,
Depreciation,,,,,,,,,1076026.000,1206360.000,1207118.000,1226488.000,1215068.000,952233.000,1233939.000
DepreciationAndAmortization,,,630489.000,,598697.000,600822.000,696892.000,848715.000,1076026.000,,,,1215068.000,,
DepreciationAndAmortizationDiscontinuedOperations,,,,,,,,,,,,,,,-3677.000
DepreciationExpense,,,630489.000,614272.000,597860.000,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,173993.000,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,-207473.000,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,,,-204007.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,-346643.000
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,,,,,-2668.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,274435.000
DividendsPreferredStock,,,,,,,,,,-1096815.000,-13879.000,,,,
EarningsPerShareBasicAndDiluted,-0.040,-0.120,-0.150,-0.090,-0.100,-0.230,-0.110,-0.260,-0.090,-0.070,-0.120,-0.120,-0.070,-0.080,-0.080
ExtinguishmentOfDebtGainLossNetOfTax,,,,,-11148.000,648245.000,390.000,-391.000,,,,,,,
