,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccruedInvestmentIncomeReceivable,3753000.000,3744000.000,3601000.000,3591000.000,3319000.000,3426000.000,3091000.000,3226000.000,3230000.000,3093000.000,3235000.000,3369000.000,3353000.000,3297000.000,3196000.000,3204000.000,4697000.000,4620000.000,4562000.000,4688000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,11651000.000,,,,12001000.000,,,,,,,,15901000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2576000.000,-1985000.000,-942000.000,-783000.000,-1289000.000,-481000.000,-679000.000,-1286000.000,-3616000.000,-3686000.000,-2951000.000,-1991000.000,-1366000.000,-1759000.000,-1483000.000,-899000.000,-1820000.000,-940000.000,-2210000.000,-757000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,1050000.000,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,127117000.000,127246000.000,127364000.000,127481000.000,127466000.000,127680000.000,127767000.000,127940000.000,128052000.000,128109000.000,128193000.000,128314000.000,128443000.000,128525000.000,128630000.000,128746000.000,155459000.000,155523000.000,155698000.000,155728000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,661000.000,634000.000,582000.000,665000.000,683000.000,670000.000,652000.000,690000.000,775000.000,110000.000,768000.000,828000.000,812000.000,792000.000,711000.000,745000.000,2002000.000,1862000.000,1751000.000,1774000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,88000000.000,94000000.000,90000000.000,133995000.000,129500000.000,118600000.000,122100000.000,126386000.000,180800000.000,89300000.000,84200000.000,101007000.000,158868000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,,,,,,,,,,,,,182000.000,175000.000
Assets,1067751000.000,1078636000.000,1071128000.000,1059036000.000,1048310000.000,1043307000.000,1040798000.000,1033221000.000,1050540000.000,1074446000.000,1092879000.000,1091051000.000,1091723000.000,1081737000.000,1079894000.000,1088010000.000,1555152000.000,1563241000.000,1601985000.000,1584744000.000
AssetsHeldForSaleAtCarryingValue,0.000,0.000,477000.000,477000.000,477000.000,449000.000,436000.000,353000.000,286000.000,,10000.000,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,440000.000,440000.000,669000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,163607000.000,170150000.000,171987000.000,172177000.000,172986000.000,,,,,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,156591000.000,157166000.000,154998000.000,156672000.000,157290000.000,147788000.000,137383000.000,258034000.000,260898000.000,263941000.000,245370000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,428000.000,292000.000,523000.000,192000.000,857000.000,367000.000,1629000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,2577000.000,1659000.000,666000.000,2192000.000,847000.000,2591000.000,794000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,162552000.000,161907000.000,157796000.000,,159439000.000,149155000.000,137526000.000,260034000.000,260888000.000,266165000.000,244535000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,-2637000.000,1791000.000,604000.000,861000.000,502000.000,837000.000,504000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,-2976000.000,1976000.000,751000.000,2331000.000,881000.000,2714000.000,800000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,31932000.000,9946000.000,22843000.000,41549000.000,114121000.000,116733000.000,127788000.000,124373000.000,105514000.000,130035000.000,128115000.000,80498000.000,205002000.000,124958000.000,209728000.000,85827000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,-339000.000,185000.000,147000.000,1470000.000,379000.000,1877000.000,296000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,25206000.000,4905000.000,18094000.000,36920000.000,109133000.000,111091000.000,117465000.000,111257000.000,23320000.000,48921000.000,45689000.000,40783000.000,171387000.000,94069000.000,181847000.000,44654000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,6726000.000,5041000.000,4749000.000,4629000.000,4988000.000,5642000.000,10323000.000,13116000.000,82194000.000,81114000.000,82426000.000,39715000.000,33615000.000,30889000.000,27881000.000,41173000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,27555000.000,35600000.000,46348000.000,47617000.000,43282000.000,35490000.000,36984000.000,26995000.000,28314000.000,27373000.000,19366000.000,15359000.000,25314000.000,20099000.000,31211000.000,15112000.000
