,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedInvestmentIncomeReceivable,1197707.000,1214430.000,1140273.000,1195219.000,1138720.000,1185615.000,1127940.000,1168736.000,1096767.000,1163425.000,1168483.000,1297600.000,1135032.000,1198252.000,1014979.000,1121000.000,1014000.000,1082000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,7810476.000,7492656.000,7638477.000,7779641.000,7888845.000,7725784.000,6590071.000,6741942.000,6050326.000,6187000.000,6303000.000,6459000.000,6556000.000,6711000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1786152.000,2854310.000,3231818.000,3127269.000,3434003.000,3980076.000,3129463.000,2428905.000,-1116241.000,-1067777.000,-2718088.000,-1107759.000,282302.000,-204763.000,834547.000,1499000.000,145000.000,1337000.000
AdditionalPaidInCapital,6288403.000,6288403.000,6288403.000,6288403.000,6288403.000,6288403.000,6966020.000,6966020.000,6966020.000,6966020.000,6966020.000,6966020.000,6966020.000,6966020.000,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,6966020.000,6966000.000,6966000.000,6966000.000
AdvancesFromFederalHomeLoanBanks,3734791.000,3714027.000,3693014.000,3671749.000,3650229.000,3628451.000,3606411.000,3584108.000,3561537.000,3538695.000,3515580.000,3492187.000,3468514.000,3444557.000,3420312.000,3396000.000,3371000.000,3346000.000
Assets,284197323.000,291868008.000,293258090.000,301072208.000,295523438.000,301011797.000,306547221.000,313824967.000,299075977.000,352391768.000,342145227.000,337228245.000,335349126.000,333167922.000,332390474.000,340865000.000,329689000.000,347044000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,100172000.000,86654000.000,84944000.000,81418000.000,77052000.000,80906000.000
AvailableForSaleSecurities,,,,,,,,,171920470.000,181347703.000,199955367.000,205678778.000,202383178.000,196821761.000,197078938.000,198648000.000,191337000.000,196830000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,3009000.000,2538000.000,3013000.000,3151000.000,2014000.000,2678000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,2557000.000,2866000.000,1675000.000,748000.000,1782000.000,534000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,158838000.000,160083000.000,173190000.000,171959000.000,171920000.000,183060000.000,204313000.000,207455000.000,201931000.000,197150000.000,195741000.000,196245000.000,191105000.000,194686000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,2654000.000,1646000.000,677000.000,979000.000,467000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,2866000.000,1675000.000,748000.000,1782000.000,534000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,8440000.000,6071000.000,33548000.000,51030000.000,105404000.000,101336000.000,145017000.000,126059000.000,101443000.000,121225000.000,92305000.000,71348000.000,138183000.000,53950000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,212000.000,29000.000,71000.000,803000.000,67000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,8440000.000,5982000.000,33466000.000,50954000.000,105404000.000,101336000.000,131410000.000,112428000.000,17390000.000,40005000.000,13464000.000,21976000.000,90557000.000,16170000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,89000.000,82000.000,76000.000,,,13607000.000,13631000.000,84053000.000,81220000.000,78841000.000,49372000.000,47626000.000,37780000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,37862000.000,48901000.000,60527000.000,61196000.000,66489000.000,70281000.000,69059000.000,72224000.000,54920000.000,46137000.000,39281000.000,40523000.000,33926000.000,40555000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,38659000.000,50223000.000,61881000.000,62390000.000,65331000.000,69098000.000,67146000.000,71428000.000,55045000.000,45910000.000,39449000.000,41132000.000,34084000.000,41060000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,12610000.000,9700000.000,7101000.000,7480000.000,1977000.000,801000.000,8736000.000,7103000.000,17004000.000,18343000.000,25093000.000,25496000.000,27146000.000,24227000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,12796000.000,9866000.000,7192000.000,7570000.000,2066000.000,830000.000,8721000.000,7133000.000,16940000.000,18164000.000,25024000.000,25632000.000,27069000.000,24363000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,33821000.000,28268000.000,26886000.000,26552000.000,26693000.000,27401000.000,31555000.000,32106000.000,26957000.000,22062000.000,19965000.000,15397000.000,15396000.000,15394000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,36376000.000,30943000.000,29252000.000,28418000.000,27261000.000,27919000.000,31663000.000,32963000.000,28273000.000,23421000.000,21347000.000,16668000.000,16325000.000,16474000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,84844000.000,87438000.000,95494000.000,96201000.000,95940000.000,100232000.000,110647000.000,112724000.000,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,551000.000,569000.000,980000.000,973000.000,781000.000,1749000.000,1297000.000,1291000.000,1291000.000,112000.000,605000.000,2000.000,584000.000,730000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,556000.000,576000.000,1000000.000,986000.000,788000.000,1796000.000,1330000.000,1312000.000,1299000.000,112000.000,608000.000,2000.000,605000.000,746000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,88387000.000,91608000.000,99325000.000,99364000.000,95446000.000,99643000.000,108860000.000,112836000.000,101557000.000,87607000.000,86428000.000,83434000.000,78083000.000,82643000.000
AvailableForSaleSecuritiesFairValueDisclosure,140908219.000,143206933.000,150960955.000,161371078.000,164343794.000,166464449.000,178207974.000,175853312.000,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,80000.000,32000.000,115000.000,457000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,1000.000,1000.000,1000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,80000.000,32000.000,115000.000,457000.000,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,80000.000,31000.000,114000.000,456000.000,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,5586000.000,6413000.000,5133000.000,4351000.000,,,,,,,,,,
