,2011-09-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,203967.000,215103.000,137121.000,221549.000,242558.000,214271.000,275119.000,278261.000,262126.000,208233.000,306277.000,251546.000,416471.000,494795.000,531802.000,744044.000,660464.000
AccountsPayableCurrent,226341.000,34505.000,260719.000,205206.000,196944.000,201057.000,192166.000,362852.000,367455.000,413384.000,210266.000,294946.000,301457.000,217503.000,222351.000,196735.000,250649.000,257193.000,238229.000,195567.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,21099.000,32203.000,7628.000,21486.000,93655.000,45108.000
AccountsReceivableNetCurrent,74547.000,93091.000,213147.000,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,547155.000,215849.000,218226.000,263165.000,64386.000,64189.000,260.000,1186.000,926.000,,0.000,,,,,,,,,
AccruedRoyalties,,,,803238.000,,,,,,,,,,,,,,,,
AccruedRoyaltiesCurrent,334488.000,521988.000,709488.000,803238.000,392869.000,281250.000,375000.000,93750.000,172424.000,248518.000,324286.000,93750.000,187500.000,251925.000,323062.000,93750.000,161830.000,222301.000,276916.000,93750.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,18279.000,19539.000,20884.000,,24607.000,26750.000,29104.000,,33873.000,,38804.000,,48683.000
AdditionalPaidInCapital,34752970.000,33210982.000,34657222.000,35154736.000,35426050.000,36124652.000,40090878.000,43209892.000,43412444.000,43661949.000,43707731.000,43856178.000,44206556.000,44389240.000,44615321.000,44886864.000,45779405.000,45781317.000,45822570.000,45924120.000
AllowanceForDoubtfulAccountsReceivable,,,,234727.000,,,,,,,,,19395.000,19072.000,,16880.000,,17983.000,,19946.000
Assets,7777050.000,3269222.000,2762556.000,1393612.000,1619176.000,1182189.000,977146.000,2655613.000,2214561.000,1951016.000,1498352.000,1287228.000,1462882.000,1519057.000,1391798.000,1525442.000,1568742.000,1798903.000,2171288.000,2020712.000
AssetsCurrent,1798350.000,1039083.000,822854.000,1044027.000,1283354.000,875580.000,654459.000,2342812.000,1915177.000,1664868.000,1210527.000,1013583.000,1204138.000,1270798.000,1158670.000,1306764.000,1365230.000,1608347.000,1996013.000,1751015.000
AssetsNoncurrent,5978700.000,2230139.000,1939702.000,349585.000,335822.000,306609.000,,,,,287825.000,,258744.000,248259.000,233128.000,218677.000,203512.000,190556.000,175275.000,269697.000
CapitalLeaseObligations,,,,,,,,,,,,7508.000,7508.000,5541.000,,2779.000,1609.000,415.000,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,4504.000,4504.000,4504.000,4504.000,4504.000,4504.000,4504.000,4504.000,3766.000,2640.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,8633.000,,,,3973.000,7283.000,6113.000,4919.000,0.000,2640.000
Cash,,,,,,,44553.000,,,,523441.000,,,,182338.000,,,,833480.000,
CashAndCashEquivalentsAtCarryingValue,105821.000,1336.000,19414.000,45861.000,398739.000,131221.000,44553.000,1363754.000,1134592.000,849661.000,523441.000,341644.000,364497.000,198544.000,182337.000,283322.000,224889.000,442960.000,833480.000,531194.000
ClassOfWarrantOrRightOutstanding,,,,17143468.000,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,-52398.000,,,,,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,58031375.000,58789824.000,64658627.000,68782470.000,72484764.000,82548991.000,85664558.000,87552320.000,87782320.000,85664558.000,92902320.000,106254918.000,107246916.000,107346916.000,107274816.000,108377331.000,,108543998.000,109690387.000,110540387.000
CommonStockSharesOutstanding,58027286.000,58785735.000,64654538.000,68778381.000,72480675.000,82544902.000,85660469.000,87548231.000,87778231.000,85664558.000,92898231.000,106250829.000,107242827.000,107342827.000,107270727.000,108373242.000,,108539909.000,109686298.000,110536298.000
CommonStockValue,58031.000,58789.000,64658.000,68782.000,72485.000,82549.000,85664.000,87552.000,87782.000,88902.000,92902.000,106254.000,107247.000,107347.000,107274.000,108373.000,108540.000,108540.000,109690.000,110540.000
ConvertibleDebtNoncurrent,509649.000,713632.000,287569.000,189256.000,174468.000,103055.000,,,,,,,,,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,1200000.000,1200000.000,,1200000.000,1200000.000,1200000.000,,1200000.000
ConvertibleNotesPayable,,,,200000.000,200000.000,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,1200000.000,,,,170000.000,,,,0.000,
DebtInstrumentFaceAmount,,,,,,,,,,,1592920.000,,,,614700.000,,,,414338.000,
DebtInstrumentInterestRateEffectivePercentage,,,,0.060,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,160774.000,,59807.000,,14734.000,7962.000,1116.000,0.000,,,,0.000,,,,0.000,
DeferredCompensationEquity,,,,309450.000,309450.000,83100.000,,,,,,,,,,,,,,
DeferredFinanceCostsCurrentGross,,,,7400.000,7969.000,5794.000,1032.000,,0.000,0.000,0.000,,,,,,,,,
DeferredFinanceCostsCurrentNet,,41825.000,,,,,,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,115350.000,,,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,81943.000,25909.000,26244.000,5126.000,4121.000,423.000,,,,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,984068.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,9214157.000,,,9948987.000,,,,10968027.000,,,,11776321.000,,,,11781690.000,
DeferredTaxAssetsNet,,,,2894000.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,,,,0.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,0.000,,,,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,27100000.000,,,29300000.000,,,,,,,,34600000.000,,,,34650000.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,-984068.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,-9214157.000,,,-9948987.000,,,,-10968027.000,,,,-11776321.000,,,,11781690.000,
DepositLiabilitiesAccruedInterest,,,,,,,,33645.000,38084.000,42573.000,,200000.000,,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,,,-2153795.000,,-49035.000,-49035.000,-5325.000,-1708.000,-1399.000,-497.000,-225.000,-310.000,-276.000,-223.000,104.000,44.000,178.000
DerivativeFairValueOfDerivativeLiability,,,,,,,1040850.000,49035.000,30712.000,5325.000,1708.000,1399.000,497.000,225.000,310.000,276.000,223.000,104.000,44.000,178.000
DerivativeLiabilitiesCurrent,,3586848.000,2641462.000,1336574.000,1826073.000,2153795.000,1040850.000,49035.000,30712.000,5325.000,1708.000,1399.000,497.000,225.000,310.000,276.000,223.000,104.000,44.000,178.000
DueFromEmployeesCurrent,,9369.000,6407.000,11832.000,19832.000,43729.000,3620.000,1640.000,1538.000,628.000,0.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,0.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,-153093.000,-4187815.000,0.000,204124.000,-216882.000,229640.000,242397.000,255155.000,-267913.000,280670.000,293430.000,306186.000,-318944.000,331701.000,,357217.000,-369974.000,382733.000
FiniteLivedIntangibleAssetsNet,,,384261.000,344459.000,331701.000,,293428.000,,,,242397.000,,,,191366.000,,,,140336.000,
FiniteLivedPatentsGross,,,510310.000,510310.000,510310.000,,510310.000,,,,510310.000,,,,510310.000,,,,510310.000,
