,2011-03-29,2011-06-28,2011-09-27,2011-12-27,2012-03-27,2012-06-26,2012-09-25,2012-12-25,2013-03-26,2013-06-25,2013-09-24,2013-12-31,2014-04-01,2014-07-01,2014-09-30,2014-12-30,2015-03-31,2015-06-30,2015-09-29,2015-12-29,2016-03-29,2016-06-28,2016-09-27,2016-12-27,2017-03-28
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,16900000.000,,,,24500000.000,,,,29500000.000,,,,30900000.000,
AccountsPayableCurrent,8968000.000,11935000.000,9512000.000,15884000.000,9281000.000,13574000.000,7825000.000,9371000.000,11667000.000,9517000.000,9796000.000,17533000.000,27165000.000,14101000.000,20633000.000,19511000.000,19238000.000,36266000.000,23234000.000,19805000.000,25354000.000,27515000.000,27018000.000,22455000.000,30261000.000
AccountsReceivableNetCurrent,22779000.000,22961000.000,25026000.000,30700000.000,23410000.000,26815000.000,33548000.000,43843000.000,34912000.000,32007000.000,33435000.000,32965000.000,33442000.000,33101000.000,35302000.000,36584000.000,36085000.000,37758000.000,42764000.000,38211000.000,41783000.000,43038000.000,47717000.000,53519000.000,49750000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,16827000.000,17540000.000,18512000.000,18643000.000,17870000.000,19056000.000,18224000.000,16043000.000,14418000.000,15666000.000,17618000.000,16452000.000,15029000.000,15192000.000,21068000.000,20641000.000,22603000.000,22159000.000,20206000.000,21789000.000,23422000.000,22893000.000,23269000.000,23788000.000
AccruedAdvertisingCurrent,,8151000.000,8143000.000,5334000.000,8023000.000,7672000.000,12275000.000,8526000.000,15492000.000,11555000.000,9904000.000,5729000.000,5612000.000,2912000.000,6358000.000,10147000.000,21530000.000,5402000.000,4509000.000,5242000.000,15957000.000,15776000.000,10649000.000,13362000.000,12335000.000
AccruedIncomeTaxesCurrent,,,,,,,23395000.000,,,,,,,,,,,,,,,,,,
AccruedInsuranceCurrent,,21342000.000,23109000.000,23629000.000,25244000.000,25706000.000,27589000.000,28903000.000,28747000.000,27891000.000,29417000.000,31545000.000,32135000.000,30780000.000,31504000.000,32559000.000,34905000.000,36370000.000,37339000.000,37208000.000,39665000.000,40487000.000,42581000.000,41720000.000,43605000.000
AccruedLiabilitiesCurrent,186195000.000,184532000.000,204489000.000,222450000.000,210396000.000,216548000.000,266596000.000,268169000.000,243345000.000,229395000.000,248013000.000,285792000.000,239896000.000,258885000.000,261623000.000,333201000.000,305912000.000,304050000.000,305653000.000,359464000.000,315584000.000,336530000.000,322297000.000,408637000.000,342219000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,39091000.000,37900000.000,58321000.000,45080000.000,47403000.000,45802000.000,78587000.000,60748000.000,56223000.000,53824000.000,86287000.000,68453000.000,66970000.000,65537000.000,105576000.000,84629000.000,80565000.000,77207000.000,123363000.000,100034000.000,93558000.000,87711000.000,134291000.000,104834000.000
AccruedRentCurrent,,5914000.000,6839000.000,5958000.000,6693000.000,5990000.000,6139000.000,5986000.000,6196000.000,5585000.000,5874000.000,5017000.000,6939000.000,6630000.000,7108000.000,7263000.000,6873000.000,7142000.000,8088000.000,8594000.000,8553000.000,9223000.000,9376000.000,9694000.000,8846000.000
AccruedUtilitiesCurrent,,4294000.000,3963000.000,4170000.000,3763000.000,4213000.000,4640000.000,4255000.000,4421000.000,5214000.000,5557000.000,5488000.000,6445000.000,6918000.000,5980000.000,5527000.000,5766000.000,6043000.000,5877000.000,4581000.000,4686000.000,4852000.000,5059000.000,5057000.000,5768000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,438875000.000,,,,509964000.000,,,,589879000.000,,,,683265000.000,,,,725798000.000,,,,845718000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,278000.000,283000.000,314000.000,,280000.000,336000.000,887000.000,672000.000,306000.000,-56000.000,150000.000,-333000.000,-727000.000,-277000.000,-847000.000,-1360000.000,-2385000.000,-2063000.000,-5993000.000,-5029000.000,-7203000.000,-8501000.000,-7478000.000,-4124000.000,-4142000.000
AdditionalPaidInCapitalCommonStock,134652000.000,138050000.000,145160000.000,,157432000.000,160363000.000,169009000.000,174690000.000,178495000.000,182028000.000,192983000.000,196908000.000,201336000.000,205063000.000,210910000.000,214437000.000,219284000.000,223723000.000,230164000.000,235393000.000,240558000.000,245337000.000,252201000.000,257594000.000,262746000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,100000.000,,,,100000.000,,,,200000.000,
AssetRetirementObligation,,,,5900000.000,,,,9200000.000,,,,10200000.000,,,,19800000.000,,,,19500000.000,,,,20400000.000,
Assets,945377000.000,989171000.000,954541000.000,1027322000.000,1054612000.000,1111014000.000,1198275000.000,1268163000.000,1279431000.000,1321729000.000,1208391000.000,1180862000.000,1117526000.000,1231381000.000,1254342000.000,1390902000.000,1341130000.000,1285794000.000,1483214000.000,1475318000.000,1316318000.000,1298493000.000,1253536000.000,1301611000.000,1299361000.000
AssetsCurrent,351027000.000,347185000.000,298455000.000,353119000.000,374095000.000,369161000.000,435354000.000,478842000.000,479147000.000,496656000.000,360440000.000,302716000.000,234400000.000,323760000.000,308268000.000,406166000.000,412213000.000,348369000.000,507558000.000,502789000.000,332869000.000,321774000.000,267554000.000,311421000.000,311408000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,,2000.000,2000.000,2000.000,2000.000,,,151000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,53749000.000,60588000.000,38257000.000,28699000.000,16053000.000,5868000.000,0.000,0.000,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,2600000.000,,,,4100000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,5300000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,,,,0.500,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,300000.000,,,,0.000,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,1100000.000,,,,900000.000,,,,700000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,1300000.000,,,,,,,,,,,,,
CapitalizedCostsAssetRetirementCosts,,,,2400000.000,,,,4600000.000,,,,4600000.000,,,,13300000.000,,,,10300000.000,,,,8900000.000,
CashAndCashEquivalentsAtCarryingValue,250660000.000,229569000.000,180897000.000,222640000.000,221439000.000,255799000.000,289884000.000,297141000.000,323316000.000,243138000.000,193961000.000,125245000.000,101087000.000,185076000.000,146110000.000,196493000.000,201531000.000,124816000.000,275177000.000,241886000.000,159985000.000,160018000.000,86598000.000,105529000.000,153355000.000
CashAndCashEquivalentsFairValueDisclosure,,,17500000.000,27500000.000,18300000.000,43000000.000,,,,,,,,,,,,,2000.000,2000.000,2000.000,2000.000,,,151000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,
CustomerLoyaltyProgramLiabilityCurrent,,,,,,,,,,,,,,,,2525000.000,2644000.000,2572000.000,2699000.000,2653000.000,2764000.000,2766000.000,2830000.000,3239000.000,3382000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,0.005,,,,0.005,,,,,,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,406200000.000,402480000.000,397707000.000,431498000.000,427823000.000,483557000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,113247000.000,,,,125238000.000,,,,117832000.000,,,,123377000.000,
DeferredRentCreditNoncurrent,49247000.000,50789000.000,51490000.000,54055000.000,54813000.000,56662000.000,58151000.000,59822000.000,60832000.000,61913000.000,63397000.000,65974000.000,63462000.000,64241000.000,65943000.000,67390000.000,61594000.000,62810000.000,63614000.000,62610000.000,63854000.000,62533000.000,62917000.000,63369000.000,63340000.000
DeferredRevenueCurrent,,5225000.000,3803000.000,2236000.000,2286000.000,6286000.000,4874000.000,2775000.000,1472000.000,6549000.000,5312000.000,2852000.000,1902000.000,5982000.000,5163000.000,5291000.000,4984000.000,9508000.000,6965000.000,5690000.000,5252000.000,8874000.000,8098000.000,6642000.000,5813000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,,,,,,,,,,,,,,10968000.000,
DeferredTaxAssetsGross,,,,74445000.000,,,,81339000.000,,,,75738000.000,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,-6819000.000,,,,-27153000.000,,,,,,,,77270000.000,,,,81864000.000,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,,,,91076000.000,
DeferredTaxAssetsNetCurrent,20568000.000,20164000.000,17686000.000,27526000.000,26856000.000,31592000.000,31621000.000,33502000.000,29693000.000,26841000.000,25729000.000,27889000.000,29087000.000,28333000.000,25625000.000,28621000.000,32372000.000,35116000.000,33955000.000,34479000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,3124000.000,,,,4178000.000,,,,4938000.000,,,,358000.000,
DeferredTaxAssetsOther,,,,245000.000,,,,1900000.000,,,,1008000.000,,,,1701000.000,,,,2160000.000,,,,1926000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,3204000.000,,,,3002000.000,,,,3534000.000,,,,3125000.000,,,,4705000.000,,,,5739000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,70996000.000,,,,78198000.000,,,,71245000.000,,,,72891000.000,,,,75360000.000,,,,83411000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,1761000.000,,,,3173000.000,,,,4625000.000,,,,5299000.000,,,,11326000.000,
DeferredTaxLiabilities,,,,81264000.000,,,,108492000.000,,,,37509000.000,,,,47968000.000,,,,35968000.000,,,,32301000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,18452000.000,,,,19902000.000,,,,22307000.000,,,,23705000.000,,,,25252000.000,,,,26940000.000,
DeferredTaxLiabilitiesNoncurrent,33492000.000,32062000.000,32154000.000,34345000.000,35101000.000,35205000.000,35456000.000,60655000.000,68512000.000,69524000.000,60873000.000,65398000.000,50271000.000,52163000.000,50724000.000,76589000.000,47961000.000,54435000.000,45104000.000,70447000.000,34208000.000,36253000.000,28285000.000,32301000.000,39300000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,62812000.000,,,,88590000.000,,,,90940000.000,,,,101533000.000,,,,92580000.000,,,,96437000.000,
DepositsAssetsNoncurrent,,,,,,6803000.000,6751000.000,,7442000.000,6828000.000,6586000.000,,6050000.000,5952000.000,5912000.000,5724000.000,5564000.000,5148000.000,10250000.000,10613000.000,10092000.000,9762000.000,11143000.000,10235000.000,9867000.000
DerivativeAssetNotionalAmount,,,,,,,,,,,,,,,,,,,242500000.000,242500000.000,242500000.000,242500000.000,242500000.000,242500000.000,
DisposalGroupIncludingDiscontinuedOperationGoodwill1,,,,,,,,,,,,,,,,,,1871000.000,1871000.000,,913000.000,0.000,,,
DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent,,,,,,,,,,,,,,,,,,,,1499000.000,,,,,
DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,,,,,,,,,,,,,,,,,,,,738000.000,298000.000,248000.000,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,,,,,,,,,,,,,,,,,52358000.000,57237000.000,35381000.000,26462000.000,14842000.000,5620000.000,,,
EmployeeRelatedLiabilitiesCurrent,,34140000.000,49970000.000,41491000.000,46918000.000,44457000.000,62868000.000,58751000.000,50688000.000,41898000.000,55457000.000,60123000.000,35662000.000,51758000.000,40271000.000,59442000.000,33608000.000,55378000.000,42094000.000,64882000.000,38053000.000,61554000.000,50243000.000,77742000.000,36312000.000
FinancialInstrumentsOwnedStateAndMunicipalGovernmentObligationsAtFairValue,,,,1673000.000,,,,,,,,,,,,,,,,,,,,,
