,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AccretionExpense,8666000.000,26470000.000,14446000.000,10496000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,7334000.000,9285000.000
AmortizationOfFinancingCostsAndDiscounts,,,7847000.000,10786000.000
AmortizationOfIntangibleAssets,112448000.000,103301000.000,101150000.000,252009000.000
BusinessCombinationAcquisitionRelatedCosts,,,6927000.000,8443000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,1307000.000,-4825000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5768000.000,-15651000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,2563000.000,2575000.000,2567000.000,2562000.000
ComprehensiveIncomeNetOfTax,,,-76466000.000,-96770000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,,,803590000.000,507358000.000
CostmethodInvestmentsRealizedGainLossExcludingOtherThanTemporaryImpairments,,,114000.000,
CostsAndExpensesRelatedParty,3558000.000,,,
CurrentFederalTaxExpenseBenefit,,,-1063000.000,
CurrentIncomeTaxExpenseBenefit,,,1527000.000,3359000.000
CurrentStateAndLocalTaxExpenseBenefit,,,2590000.000,3359000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,6842000.000,7021000.000,,
DeferredFederalIncomeTaxExpenseBenefit,,,-42382000.000,-62772000.000
DeferredIncomeTaxExpenseBenefit,,,-43392000.000,-77702000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-1010000.000,-14930000.000
DefinedContributionPlanCostRecognized,4040000.000,4942000.000,5174000.000,6322000.000
Depreciation,,,88068000.000,90294000.000
DepreciationAndAmortization,,,,342303000.000
DepreciationDepletionAndAmortization,,,189218000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,-2587000.000,-2587000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,-3255000.000,-2668000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.356,0.436
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.008,0.012
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.010,0.074
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,733000.000,550000.000
GoodwillAcquiredDuringPeriod,,,200402000.000,532276000.000
GoodwillOtherChanges,,,267000.000,4745000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,83169000.000,8552000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-170412000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-117719000.000,
IncomeTaxExpenseBenefit,,,-41865000.000,-74343000.000
IncomeTaxesPaidNet,,,736000.000,3789000.000
IncreaseDecreaseInAccountsPayable,,,4591000.000,11391000.000
IncreaseDecreaseInAccountsReceivable,,,6824000.000,-5078000.000
IncreaseDecreaseInDueToRelatedParties,,,-988000.000,-944000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,26650000.000,-50966000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-536000.000,-1210000.000
InterestExpense,,,146829000.000,168252000.000
InterestPaid,,,135582000.000,146521000.000
LitigationSettlementAmount,,,8000000.000,
LossContingencyLossInPeriod,,,3000000.000,
NetCashProvidedByUsedInFinancingActivities,,,108257000.000,597531000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,108257000.000,597531000.000
NetCashProvidedByUsedInInvestingActivities,,,-308160000.000,-779957000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-308160000.000,-779957000.000
NetCashProvidedByUsedInOperatingActivities,,,205671000.000,166775000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,205671000.000,166775000.000
NetIncomeLoss,,,-75854000.000,-96069000.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,1038000.000,1293000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,1651000.000,736000.000
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,,,,1100000.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,,3107000.000
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,,,10695000.000,
OperatingIncomeLoss,,,26449000.000,-7726000.000
OperatingLeasesRentExpenseNet,11193000.000,12625000.000,12991000.000,14806000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,-393000.000,-47000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-219000.000,-654000.000
OtherComprehensiveIncomeLossNetOfTax,,,-612000.000,-701000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,2980000.000,
OtherNoncashIncomeExpense,,,2255000.000,1820000.000
OtherNonoperatingIncomeExpense,,,3968000.000,741000.000
OtherNonrecurringIncomeExpense,,,4484000.000,5117000.000
PaymentsForFees,,25002000.000,,
PaymentsForProceedsFromOtherInvestingActivities,,,139000.000,5325000.000
PaymentsForRepurchaseOfCommonStock,,,1221000.000,5772000.000
PaymentsOfFinancingCosts,,,10741000.000,6987000.000
PaymentsOfLoanCosts,,,2096000.000,2500000.000
PaymentsOfMergerRelatedCostsFinancingActivities,,,,5553000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,252772000.000,717669000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,55926000.000,56963000.000
