,2011-03-26,2011-06-25,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28
AccountsPayableCurrent,286795000.000,343278000.000,303549000.000,324349000.000,307017000.000,317341000.000,306972000.000,321205000.000,325415000.000,382000000.000,303500000.000
AccountsReceivableNetCurrent,464190000.000,477851000.000,521263000.000,530178000.000,560740000.000,572582000.000,584008000.000,583903000.000,618666000.000,651900000.000,702600000.000
AccruedIncomeTaxesCurrent,17351000.000,10551000.000,6677000.000,28684000.000,20530000.000,12905000.000,21228000.000,11299000.000,17639000.000,11600000.000,33700000.000
AccruedLiabilitiesCurrent,79485000.000,57514000.000,83374000.000,85661000.000,83886000.000,76406000.000,79756000.000,65981000.000,83260000.000,95700000.000,124100000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,484575000.000,498490000.000,504389000.000,515600000.000,532335000.000,540487000.000,555241000.000,574362000.000,593186000.000,608900000.000,625500000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-3407000.000,,,,-4440000.000,,,,-3100000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-1134000.000,,,,-583000.000,,,,-900000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,130379000.000,,,,53723000.000,,,,83700000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,109080000.000,127050000.000,66277000.000,50972000.000,75800000.000,39404000.000,46249000.000,80556000.000,87273000.000,77000000.000,104300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7618000.000,7837000.000,9617000.000,8993000.000,2483000.000,2556000.000,2224000.000,2473000.000,2219000.000,2100000.000,2300000.000
Assets,3037491000.000,3189221000.000,3514087000.000,3942554000.000,4040054000.000,4024047000.000,4117430000.000,4294336000.000,4495888000.000,5350800000.000,5508800000.000
AssetsCurrent,1259647000.000,1377293000.000,1299091000.000,1734092000.000,1790888000.000,1795921000.000,1900731000.000,1774121000.000,1697628000.000,2236900000.000,2367200000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,2797000.000,2568000.000,0.000,0.000,0.000,0.000,,,,,
BuildingsAndImprovementsGross,,324773000.000,,,,343279000.000,,,,390700000.000,
CapitalLeaseObligations,,,,,,,,,2948000.000,2500000.000,2300000.000
CashAndCashEquivalentsAtCarryingValue,223237000.000,310104000.000,116615000.000,531410000.000,554280000.000,602489000.000,631993000.000,459514000.000,300827000.000,779900000.000,816600000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,310104000.000,116615000.000,,,602489000.000,,,,779900000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,92778000.000,93189000.000,93287000.000,93405000.000,93484000.000,93840000.000,93980000.000,94022000.000,94100000.000,94300000.000
CommonStockSharesOutstanding,,92778000.000,93187000.000,93287000.000,93287000.000,93484000.000,93840000.000,93980000.000,94022000.000,94100000.000,94300000.000
CommonStockValue,458811000.000,467661000.000,478035000.000,486665000.000,496320000.000,504708000.000,512658000.000,524124000.000,530780000.000,538500000.000,546100000.000
DebtCurrent,,17770000.000,43750000.000,40000000.000,40000000.000,40090000.000,41609000.000,42648000.000,45798000.000,46300000.000,47300000.000
DebtLongtermAndShorttermCombinedAmount,,892770000.000,1199537000.000,1492546000.000,1494620000.000,1369325000.000,1371436000.000,1372534000.000,1377482000.000,1974100000.000,1983300000.000
DeferredTaxAssetsDeferredIncome,,1938000.000,,,,5113000.000,,,,4800000.000,
DeferredTaxAssetsGross,,42788000.000,,,,47706000.000,,,,-41900000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,5704000.000,,,,5251000.000,,,,4000000.000,
DeferredTaxAssetsInventory,,17748000.000,,,,23810000.000,,,,35600000.000,
DeferredTaxAssetsLiabilitiesNet,,30404000.000,,,,35056000.000,,,,-60700000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,20300000.000,
DeferredTaxAssetsNet,,41005000.000,,,,59182000.000,,,,67300000.000,
DeferredTaxAssetsNetCurrent,22930000.000,30474000.000,50276000.000,47216000.000,51269000.000,45738000.000,45781000.000,44813000.000,43068000.000,47100000.000,52700000.000
DeferredTaxAssetsNetNoncurrent,13786000.000,10531000.000,13479000.000,12330000.000,12390000.000,13444000.000,14627000.000,14938000.000,17223000.000,,22200000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,3329000.000,,,,5902000.000,,,,9100000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,1121000.000,,,,1918000.000,,,,2700000.000,
DeferredTaxAssetsOther,,-1810000.000,,,,11090000.000,,,,14800000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,25811000.000,,,,22741000.000,,,,13700000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,8573000.000,,,,10271000.000,,,,13200000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,20367000.000,,,,30450000.000,,,,43400000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,2609000.000,,,,526000.000,,,,500000.000,
DeferredTaxAssetsValuationAllowance,,12384000.000,,,,12650000.000,,,,18800000.000,
DeferredTaxLiabilities,,10601000.000,,,,24126000.000,,,,128000000.000,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,200000.000,0.000
DeferredTaxLiabilitiesNoncurrent,11900000.000,10601000.000,9604000.000,9163000.000,19543000.000,24126000.000,26297000.000,47481000.000,80474000.000,127800000.000,124500000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,-52512000.000,,,,-78934000.000,,,,-203300000.000,
