,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,438000.000,423000.000,379000.000,514000.000,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,1987000.000,2031000.000,2036000.000,2023000.000,2007000.000,,
AllocatedShareBasedCompensationExpense,1936000.000,2425000.000,2454000.000,2415000.000,2537000.000,2444000.000,2440000.000,2416000.000
AmortizationOfAcquiredIntangibleAssets,,10375000.000,,,,,,
AmortizationOfIntangibleAssets,,74000.000,,,,9795000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,6486143.000,,6422012.000,,6493475.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,2027000.000,1245000.000,61000.000,0.000,48000.000,1105000.000,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,2027000.000,,61000.000,,48000.000,1105000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,18536000.000,,,,-19955000.000,,
ComprehensiveIncomeNetOfTax,,5478000.000,3843000.000,3259000.000,18279000.000,15636000.000,-275531000.000,10222000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,600000.000,943000.000,-901000.000,-711000.000,-2211000.000,-1426000.000,-652000.000,-573000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,18742000.000,4535000.000,2942000.000,2548000.000,17954000.000,14210000.000,-276183000.000,9649000.000
CostOfGoodsSold,2060000.000,2547000.000,1848000.000,2792000.000,10492000.000,7302000.000,3557000.000,3193000.000
CostOfRevenue,66945000.000,75263000.000,77634000.000,82889000.000,97978000.000,93389000.000,87790000.000,84863000.000
CostOfServicesLicensesAndServices,59912000.000,68539000.000,71801000.000,75199000.000,82362000.000,81175000.000,79469000.000,79037000.000
DepreciationAndAmortization,,1055000.000,,,,585000.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,1153000.000,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,0.000,,,,,0.000,0.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,0.000,,,,,0.000,0.000,0.000
EarningsPerShareBasic,0.180,0.090,0.090,0.060,0.210,0.190,-3.870,0.110
EarningsPerShareDiluted,0.180,0.090,0.090,0.060,0.210,0.190,-3.870,0.110
EffectOfExchangeRateOnCashAndCashEquivalents,,584000.000,,,,1050000.000,,
EffectiveIncomeTaxRateContinuingOperations,,0.200,,,,-1.270,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,,,,0.350,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.040,,,,0.000,,
EffectiveIncomeTaxRateReconciliationDeductions,,0.000,,,,-1.620,,
EffectiveIncomeTaxRateReconciliationDeductionsDividends,,0.060,,,,0.040,,
EffectiveIncomeTaxRateReconciliationDeductionsOther,,0.000,,,,0.050,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,-0.300,,,,-0.260,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.050,,,,0.030,,
EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,,,,,,0.140,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,2027000.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,0.000,,
