,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,12430000.000,17470000.000
AllocatedShareBasedCompensationExpense,12430000.000,17470000.000
AmortizationOfIntangibleAssets,20699000.000,29691000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1818000.000,2716000.000
AssetImpairmentCharges,1800000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,0.190,-8.700
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.190,-8.700
BusinessAcquisitionsProFormaNetIncomeLoss,5309000.000,240114000.000
BusinessAcquisitionsProFormaRevenue,403314000.000,388655000.000
BusinessCombinationIntegrationRelatedCosts,15119000.000,8513000.000
CapitalLeaseObligationsIncurred,,5599000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-834000.000,11945000.000
ComprehensiveIncomeNetOfTax,20728000.000,-237709000.000
CostOfServicesExcludingDepreciationDepletionAndAmortization,104697000.000,137278000.000
CurrentFederalTaxExpenseBenefit,11028000.000,-390000.000
CurrentForeignTaxExpenseBenefit,2312000.000,6129000.000
CurrentIncomeTaxExpenseBenefit,19231000.000,7082000.000
CurrentStateAndLocalTaxExpenseBenefit,5891000.000,1343000.000
DeferredFederalIncomeTaxExpenseBenefit,7573000.000,20339000.000
DeferredForeignIncomeTaxExpenseBenefit,-320000.000,-372000.000
DeferredIncomeTaxExpenseBenefit,6989000.000,20367000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-264000.000,400000.000
DefinedContributionPlanCostRecognized,570000.000,653000.000
Depreciation,18580000.000,27609000.000
DepreciationDepletionAndAmortization,38736000.000,57300000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,300000.000,
EarningsPerShareBasic,0.890,-8.730
EarningsPerShareDiluted,0.880,-8.730
EffectOfExchangeRateOnCashAndCashEquivalents,-440000.000,1977000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,0.000
FairValueOfAssetsAcquired,,5645000.000
FiniteLivedIntangibleAssetsAmortizationExpense,20300000.000,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,201405000.000,
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,-600000.000
FutureAmortizationExpenseAfterYearFive,71143000.000,
FutureAmortizationExpenseYearFive,19680000.000,
FutureAmortizationExpenseYearFour,25198000.000,
FutureAmortizationExpenseYearOne,28918000.000,
FutureAmortizationExpenseYearThree,27758000.000,
FutureAmortizationExpenseYearTwo,28708000.000,
GeneralAndAdministrativeExpense,48029000.000,53248000.000
GoodwillImpairmentLoss,,219593000.000
GoodwillTranslationAdjustments,-1106000.000,453000.000
IncomeLossFromContinuingOperations,26537000.000,-238755000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,47874000.000,-218049000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,4883000.000,6743000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,52757000.000,-211306000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.960,-8.690
IncomeLossFromContinuingOperationsPerDilutedShare,0.950,-8.690
IncomeLossFromDiscontinuedOperationsNetOfTax,-2053000.000,-1080000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.070,-0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.070,-0.040
IncomeTaxExpenseBenefit,26220000.000,27449000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,27230000.000
IncomeTaxReconciliationDeductionsDividends,,-4484000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,18465000.000,-73957000.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,67418000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2830000.000,3969000.000
IncomeTaxReconciliationOtherAdjustments,-28000.000,-1142000.000
IncomeTaxReconciliationTaxContingencies,,3582000.000
IncomeTaxReconciliationTaxCredits,,3025000.000
IncomeTaxesPaidNet,26231000.000,-1749000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-6950000.000,-4085000.000
IncreaseDecreaseInAccountsReceivable,-1759000.000,-344000.000
IncreaseDecreaseInDeferredRevenue,506000.000,-852000.000
IncreaseDecreaseInOtherOperatingAssets,4905000.000,3247000.000
InterestAndOtherIncome,,-2800000.000
InterestExpense,14915000.000,31329000.000
InterestPaidNet,12721000.000,28169000.000
LossContingencyDamagesAwardedValue,,3500000.000
NetCashProvidedByUsedInFinancingActivities,447916000.000,-30063000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,447916000.000,-30063000.000
NetCashProvidedByUsedInInvestingActivities,-525323000.000,-36115000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-525323000.000,-36115000.000
NetCashProvidedByUsedInOperatingActivities,77013000.000,76146000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,77013000.000,76146000.000
NetIncomeLoss,24484000.000,-239835000.000
OperatingExpenses,151251000.000,426512000.000
OperatingIncomeLoss,68309000.000,-177177000.000
OperatingLeasesRentExpenseNet,9200000.000,14900000.000
OperatingLeasesRentExpenseSubleaseRentals1,200000.000,300000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-279000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,657000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,74000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-3747000.000,1748000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,2126000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-284000.000,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,31000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,275000.000,
OtherNoncashIncomeExpense,619000.000,-501000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,900000.000
PaymentsForProceedsFromOtherInvestingActivities,-33000.000,2211000.000
PaymentsForRepurchaseOfCommonStock,21547000.000,
PaymentsForSoftware,7321000.000,12745000.000
PaymentsOfDebtIssuanceCosts,12019000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,93000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,499945000.000,10089000.000
PaymentsToAcquireLongtermInvestments,,1517000.000
PaymentsToAcquirePropertyPlantAndEquipment,11802000.000,19903000.000
PaymentsToAcquireShortTermInvestments,9148000.000,
ProceedsFromIssuanceOfCommonStock,392000.000,427000.000
ProceedsFromIssuanceOfLongTermDebt,485100000.000,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,2860000.000,10350000.000
ProvisionForDoubtfulAccounts,1471000.000,3202000.000
