,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,48341000.000,51641000.000,58905000.000,61755000.000,48205000.000,54926000.000,66251000.000,85056000.000,61920000.000,73779000.000,76571000.000,108172000.000,74770000.000,86248000.000,87209000.000,116353000.000,87336000.000,100545000.000,114479000.000,116912000.000,116430000.000,105759000.000,87688000.000,107386000.000,100300000.000,100400000.000
AccountsReceivableNetCurrent,189462000.000,203764000.000,218416000.000,214779000.000,200160000.000,202882000.000,228593000.000,234297000.000,241168000.000,224489000.000,247296000.000,229537000.000,235288000.000,239769000.000,261964000.000,276280000.000,275899000.000,267183000.000,280160000.000,282918000.000,278891000.000,298825000.000,307341000.000,291370000.000,290900000.000,311200000.000
AccruedIncomeTaxesCurrent,3068000.000,9426000.000,5933000.000,2828000.000,383000.000,2507000.000,1976000.000,3640000.000,3532000.000,0.000,10000.000,2518000.000,1607000.000,,,4034000.000,,,,14740000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,320415000.000,338400000.000,352786000.000,346775000.000,361831000.000,385482000.000,399965000.000,419831000.000,438954000.000,455313000.000,473761000.000,500709000.000,525173000.000,553799000.000,577465000.000,588592000.000,593395000.000,627016000.000,667698000.000,,699663000.000,731776000.000,738756000.000,,757400000.000,788700000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,9000.000,,,,50000.000,,,,0.000,,0.000,0.000,0.000,,,,0.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-2826000.000,,,,-2374000.000,,,,-1033000.000,-686000.000,-411000.000,-187000.000,-47000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-12752000.000,,,,-21738000.000,,,,-10137000.000,-10130000.000,-10123000.000,-10115000.000,-13780000.000,-13773000.000,-13766000.000,-13758000.000,-19800000.000,-19800000.000,-19900000.000,-19800000.000,-28200000.000,-28200000.000,-28200000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-2541000.000,,,,-7199000.000,,,,-4592000.000,-1396000.000,18565000.000,9576000.000,-92355000.000,-205974000.000,-171606000.000,-154382000.000,-171800000.000,-285600000.000,-233300000.000,-360200000.000,-461400000.000,-433200000.000,-394900000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-17011000.000,2075000.000,-4540000.000,-18110000.000,-29980000.000,-21068000.000,-38631000.000,-31261000.000,-29496000.000,-44003000.000,-56387000.000,-15762000.000,-12212000.000,8031000.000,-726000.000,-106182000.000,-219747000.000,-185372000.000,-168140000.000,,-305433000.000,,,-489600000.000,-461400000.000,-423100000.000
AdditionalPaidInCapital,1094552000.000,1126491000.000,1173519000.000,1180250000.000,1184914000.000,1218238000.000,1230850000.000,1265202000.000,1271611000.000,1291779000.000,1315367000.000,1329329000.000,1332280000.000,1340940000.000,1375314000.000,1386800000.000,1385787000.000,1399461000.000,1416639000.000,1434705000.000,1431027000.000,1442735000.000,1475760000.000,1493965000.000,1497000000.000,1503800000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4082000.000,4875000.000,4959000.000,4826000.000,4811000.000,4324000.000,4102000.000,4374000.000,4705000.000,5134000.000,5116000.000,5261000.000,5678000.000,5823000.000,5259000.000,6025000.000,5761000.000,5450000.000,5479000.000,5956000.000,7295000.000,7765000.000,8101000.000,8517000.000,8900000.000,9400000.000
Assets,2571938000.000,2625192000.000,2615334000.000,2624518000.000,2599267000.000,2628561000.000,2883918000.000,2941384000.000,2969544000.000,2966732000.000,3006908000.000,3137261000.000,3114755000.000,3221982000.000,3367374000.000,4458340000.000,4335744000.000,4392660000.000,4422682000.000,4460610000.000,,,,,4656700000.000,4749800000.000
AssetsCurrent,503343000.000,538435000.000,543636000.000,540347000.000,555263000.000,576283000.000,628106000.000,657860000.000,680848000.000,675788000.000,706007000.000,747241000.000,701094000.000,764680000.000,895813000.000,791617000.000,787109000.000,799966000.000,814692000.000,841818000.000,844504000.000,915115000.000,929639000.000,934458000.000,883900000.000,958300000.000
BuildingsAndImprovementsGross,,,,160765000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,79700000.000,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,3320000.000,8430000.000,7872000.000,5175000.000,7681000.000,7745000.000,12732000.000,12840000.000,14445000.000,14441000.000,25482000.000,77393000.000,28828000.000,82659000.000,173786000.000,25222000.000,16428000.000,17911000.000,17005000.000,16426000.000,16047000.000,44464000.000,62613000.000,100817000.000,91100000.000,121300000.000
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CommonStockSharesAuthorized,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,46473000.000,47112000.000,47904000.000,48015000.000,48187000.000,48915000.000,48971000.000,49447000.000,49748000.000,50071000.000,50327000.000,50335000.000,50555000.000,50635000.000,50964000.000,50983000.000,51212000.000,51513000.000,51537000.000,51558000.000,51681000.000,51738000.000,52032000.000,52075000.000,52200000.000,52300000.000
CommonStockValue,4648000.000,4711000.000,4791000.000,4802000.000,4819000.000,4892000.000,4897000.000,4945000.000,4975000.000,5007000.000,5033000.000,5034000.000,5056000.000,5064000.000,5097000.000,5099000.000,5121000.000,5151000.000,5154000.000,5156000.000,5168000.000,5174000.000,5203000.000,5208000.000,5200000.000,5200000.000
ConstructionInProgressGross,,,,116940000.000,,,,,,,,,,,,,,,,,,,,,,
DebtCurrent,,,38735000.000,52979000.000,39191000.000,44216000.000,25858000.000,25284000.000,,,,,,,,,,,,,,,,,,
DebtWeightedAverageInterestRate,,,,0.016,,,,,,,,,,,,,,,,,,,,,,
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,,,,,,,,,,,,,,,,,,,3000000.000,,,,1600000.000,,
DeferredIncomeTaxLiabilities,,,,,,,,66696000.000,,,,54393000.000,,,,95173000.000,,,,58200000.000,,,,67400000.000,,
DeferredTaxAssetsGross,,,,83599000.000,,,,90420000.000,,,,87921000.000,,,,96089000.000,,,,86800000.000,,,,96400000.000,,
