,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,4196000.000
AccountsPayableCurrent,75962000.000,64038000.000,64352000.000,69891000.000,72612000.000,75881000.000,73746000.000,80871000.000,71899000.000,77214000.000,92926000.000,105849000.000,103848000.000,89521000.000,81181000.000,56670000.000,59054000.000,50889000.000,49038000.000,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,1584000.000,,,,
AccountsReceivableNetCurrent,36602000.000,24556000.000,27685000.000,21831000.000,36154000.000,25615000.000,33017000.000,30549000.000,45263000.000,37387000.000,40549000.000,36875000.000,34200000.000,30649000.000,29934000.000,25738000.000,21794000.000,16263000.000,16125000.000,42516000.000
AccountsReceivableRelatedPartiesCurrent,,,,89000.000,,,,,,,,368000.000,,,,212000.000,,,,
AccruedLiabilitiesCurrent,30999000.000,28577000.000,26254000.000,21326000.000,27967000.000,25711000.000,31720000.000,23445000.000,30031000.000,25022000.000,24677000.000,20449000.000,26367000.000,42002000.000,43151000.000,17044000.000,13392000.000,11956000.000,11716000.000,
AccruedProfessionalFeesCurrent,,,,789000.000,,,,2531000.000,,,,1066000.000,,,,691000.000,,,,
AccruedRentCurrent,,,,,,,,,,,,2801000.000,,,,1944000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,30107000.000,,,,43630000.000,,,,38734000.000,,,,27560000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6166000.000,3644000.000,-101988000.000,-111754000.000,-42547000.000,-128575000.000,-85015000.000,-68187000.000,-86039000.000,-124544000.000,-116007000.000,-124339000.000,-189053000.000,-146640000.000,-252172000.000,-444591000.000,-458581000.000,-438239000.000,-501271000.000,-2318000.000
