,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,30580.000,34215.000,51696.000,60970.000,22144.000,9522.000,39404.000,65704.000,74970.000,39133.000,33921.000,48394.000,97256.000,59793.000,63418.000,96231.000,97277.000,290305.000,419371.000,353326.000,336859.000,547712.000
AccountsPayableCurrent,,50000.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,0.000,104601.000,40108.000,60000.000,92518.000,79599.000,129604.000,135860.000,134147.000,134299.000,112920.000,117071.000,121061.000,123508.000,151151.000,137419.000,112518.000,139948.000,86937.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,123508.000,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,179606.000,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-4449.000,2806.000,-496.000,-2197.000,-2000.000,-2100.000,-4358.000,-6684.000,4559.000,2462.000,-801.000,-11830.000,3949.000,-66162.000,-48754.000,-89010.000,-5082.000
AdditionalPaidInCapital,,1437405.000,1634565.000,2757183.000,3288383.000,3288383.000,3288383.000,3288383.000,3319365.000,3473499.000,3473499.000,,3633897.000,,,,3952947.000,,,,,
AdditionalPaidInCapitalCommonStock,149871.000,,,,,,,,,,,3512499.000,,3833231.000,3933047.000,3933047.000,,3952947.000,3952947.000,4002698.000,4246650.000,4246650.000
Assets,6221.000,1238570.000,1267273.000,2657488.000,2877463.000,2516995.000,2432571.000,2426224.000,2440715.000,2467669.000,2431000.000,2429280.000,2438450.000,2452580.000,2448327.000,2427058.000,2454369.000,5935424.000,3520478.000,2662737.000,3220746.000,3052970.000
AssetsCurrent,,1238570.000,1267273.000,234653.000,456048.000,95580.000,11156.000,1709.000,19300.000,46254.000,9585.000,7865.000,17035.000,31165.000,26912.000,5643.000,32954.000,3514009.000,1061493.000,203952.000,560891.000,394305.000
Cash,2783.000,504742.000,528603.000,233646.000,430007.000,85884.000,5903.000,1709.000,2483.000,34209.000,2313.000,5365.000,859.000,20065.000,20887.000,4693.000,15895.000,3502303.000,804445.000,163181.000,,354340.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,533749.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,,0.200,0.200,0.200,0.200
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,,,,,,,17625000.000,17625000.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,,,,,13875000.000,13875000.000,17625000.000,17625000.000
CommonStockNoParValue,,,,,,,,,,,,,,,,,,,,,0.001,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001
CommonStockSharesAuthorized,75000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,32076500.000,60858500.000,62448500.000,133995500.000,138295500.000,138295500.000,138295500.000,138295500.000,138451200.000,138837500.000,138837500.000,139837500.000,139239500.000,139906167.000,140006167.000,140089501.000,140189501.000,140089501.000,140189501.000,140439501.000,141665396.000,141665396.000
CommonStockSharesOutstanding,,60858500.000,62448500.000,133995500.000,138295500.000,138295500.000,138295500.000,138295500.000,138451200.000,138837500.000,138837500.000,139837500.000,,139906167.000,140006167.000,140089501.000,140189501.000,140089501.000,140189501.000,140439501.000,141665396.000,141665396.000
CommonStockValue,32077.000,60859.000,62449.000,133996.000,138296.000,138296.000,138296.000,138296.000,138452.000,138837.000,138837.000,139837.000,139239.000,139906.000,140089.000,140089.000,140189.000,140189.000,140189.000,140439.000,141665.000,141665.000
CommonStockholdersEquity,-106198.000,,,,,,,,,,,,,,,,,,,,,
ConvertibleDebt,,,,,,,,,,,,,,,,,,,,,5387500.000,5437000.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,,,,,7667.000,154319.000,320931.000,556920.000,797757.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,3312727.000,3795681.000,3633009.000,4680580.000,4639744.000
DeferredCosts,,,,,,,,3100.000,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,0.000,,,,,,,,0.000,,,,,,,,408580.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,299592.000,,,,502026.000,,,,632368.000,,,,713027.000,,,,1002989.000,
DeferredTaxAssetsValuationAllowance,,,,,367864.000,,,,543932.000,,,,650987.000,,,,731755.000,,,,,
DepositsAssetsCurrent,,730000.000,730000.000,0.000,0.000,,,,,,,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,288146.000,343909.000,481437.000,971571.000,1333173.000,1516630.000,1645600.000,1729804.000,1802128.000,,2112788.000,2165619.000,2259311.000,2351430.000,2446155.000,,,,,,,
DueToOfficersOrStockholdersCurrent,81839.000,,,,104601.000,,,,,,,,,,,,,,,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,,,,,,,,,,,,,7837081.000,8212793.000,7633422.000,8221135.000,14910783.000
FiniteLivedLicenseAgreementsGross,,,,2422835.000,2421415.000,2421415.000,2421415.000,,2421415.000,,,,2421415.000,,,,2421415.000,,,,,
Liabilities,,,,,,,,,,,,,,,,,,8987678.000,9563679.000,8862674.000,9259258.000,16348748.000
LiabilitiesAndStockholdersEquity,6221.000,1238570.000,1267273.000,2657488.000,2877463.000,2516995.000,2432571.000,2426224.000,2440715.000,2467669.000,2431000.000,2429280.000,2438450.000,2452580.000,2448327.000,2427058.000,2454369.000,5935424.000,3520478.000,2662737.000,3220746.000,3052970.000
LiabilitiesCurrent,112419.000,84215.000,51696.000,737880.000,783957.000,611395.000,648686.000,729845.000,787223.000,902172.000,933552.000,946921.000,931309.000,826314.000,818884.000,870072.000,916655.000,8980011.000,1196567.000,908321.000,481203.000,640208.000
NotesPayable,,,,,,,,,,,,,,,,,,,,,287724.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,83500.000,179700.000,195700.000,211700.000,143600.000,97600.000,86600.000,96600.000,139953.000,146353.000,146353.000,54753.000,0.000,
OperatingLossCarryforwards,,,,,881152.000,,,,1476546.000,,,,1894947.000,,,,2097137.000,,,,2949968.000,
OtherAssetsNoncurrent,,,,,,,,,,,,,,,,,,,37570.000,37370.000,38440.000,37250.000
OtherLiabilitiesCurrent,,,,9901.000,7212.000,11765.000,24282.000,10829.000,6860.000,11441.000,25777.000,10386.000,13860.000,13707.000,9501.000,13886.000,13623.000,12827.000,5700.000,0.000,4396.000,5559.000
OtherReceivablesNetCurrent,,,,,,,,,,,,,,,,,,,245654.000,36026.000,8359.000,3353.000
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,0.000,0.000,0.000,,0.000
PrepaidExpenseCurrent,,,4842.000,,26041.000,9696.000,5253.000,,16817.000,12045.000,7272.000,2500.000,16176.000,11100.000,6025.000,950.000,17059.000,11706.000,11394.000,4745.000,18783.000,36612.000
ReceivablesNetCurrent,3438.000,3828.000,3828.000,1007.000,0.000,,,,,,,,,,,,,,,,,
