,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AllocatedShareBasedCompensationExpense,,,,97420.000,61415.000,,2824.000,-2552.000,13689.000,11427.000,
AmortizationOfDebtDiscountPremium,,,130454.000,,,,392303.000,,,,
AmortizationOfFinancingCosts,,,1076473.000,18836.000,,,,,,,
AmortizationOfIntangibleAssets,,,,2538.000,2538.000,,2538.000,2538.000,2538.000,2292.000,2171.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,376772.000,,,,262576.000,,,,-179893.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,,,,,,,1167.000,,,,
CostOfRevenue,1620555.000,1518310.000,1245492.000,1345966.000,1266224.000,961942.000,777569.000,796333.000,97550.000,71890.000,57927.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,47348.000,,,,,,
DepreciationAndAmortization,167366.000,169592.000,162632.000,164043.000,127334.000,104139.000,95864.000,54016.000,32517.000,28115.000,11130.000
DepreciationDepletionAndAmortization,,,360937.000,,,,97031.000,,,,11130.000
DepreciationNonproduction,,,,,,,93326.000,,,,8959.000
EarningsPerShareBasic,0.010,0.050,,0.010,-0.010,,,0.000,,,
EarningsPerShareBasicAndDiluted,,,0.000,,,,-0.020,,0.000,,-0.010
EarningsPerShareDiluted,0.010,0.050,,0.010,-0.010,,,0.000,,,
GainLossOnDerivativeInstrumentsNetPretax,2186900.000,5851300.000,1629325.000,2959155.000,1051516.000,3189752.000,-735115.000,709509.000,365306.000,902759.000,-147995.000
GainLossOnDispositionOfAssets,240.000,,159.000,-1799.000,2421.000,-269.000,50000.000,,,,
GainLossOnDispositionOfAssets1,,,,,,,,-186621.000,62455.000,,7941.000
GainsLossesOnExtinguishmentOfDebt,,16000.000,1672575.000,,-83754.000,,69087.000,345397.000,,,
GeneralAndAdministrativeExpense,1236328.000,1280183.000,1329281.000,1259320.000,1001001.000,957010.000,986209.000,642116.000,648738.000,299929.000,331280.000
GrossProfit,736602.000,758764.000,499605.000,654022.000,779054.000,771319.000,703000.000,178324.000,362759.000,53932.000,16068.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,442324.000,4034154.000,-185477.000,847192.000,-711072.000,1652181.000,-1887563.000,-457209.000,-147266.000,203648.000,-654375.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,370657.000,,,,387517.000,,,,164387.000
IncreaseDecreaseInAccountsReceivable,,,-280443.000,,,,-430533.000,,,,-6198.000
IncreaseDecreaseInDeferredRevenue,,,1828.000,,,,-26466.000,,,,-784.000
IncreaseDecreaseInInventories,,,272448.000,,,,-15612.000,,,,-333.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-102670.000,,,,-51610.000,,,,-44336.000
IncreaseDecreaseInRestrictedCash,,,,,,,284400.000,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,4000000.000,,,,,,,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,,,2935000.000,,,,,,,
InterestExpense,188689.000,176047.000,342728.000,263483.000,460388.000,475825.000,533785.000,591398.000,202173.000,306991.000,146614.000
InterestOnConvertibleDebtNetOfTax,,,,-225266.000,,,,,,,
InterestPaid,,,189161.000,,,,400.000,,,,
InvestmentIncomeInterest,1198.000,338.000,,1.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,1659895.000,,,,140600.000,,,,83700.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1659895.000,,,,140600.000,,,,83700.000
NetCashProvidedByUsedInInvestingActivities,,,-103166.000,,,,,,,,16345.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-103166.000,,,,,,,,16345.000
NetCashProvidedByUsedInOperatingActivities,,,-1179957.000,,,,121976.000,,,,-279938.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1179957.000,,,,121976.000,,,,-279938.000
NetIncomeLoss,442324.000,4034154.000,-185477.000,847192.000,-711072.000,1652181.000,-1887563.000,-457209.000,-147266.000,203648.000,-654375.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,847192.000,-711072.000,,,-457209.000,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,621926.000,,,,-457209.000,,,
NonmonetaryTransactionAmountOfBarterTransaction,,,,,,,50000.000,,,,
