,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentForAmortization,9577.000,,,,26206.000,26115.000,26294.000,26388.000,26656.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,660000.000,,660000.000
BasicEarningsPerShareAdjustmentProForma,,,,,0.100,,,,0.010
CashAndCashEquivalentsPeriodIncreaseDecrease,13759924.000,,,,-19416758.000,,,,2155427.000
CostOfGoodsSold,4482416.000,3239758.000,8933894.000,9507561.000,7278378.000,-7731652.000,8823814.000,23154424.000,6308168.000
CurrentIncomeTaxExpenseBenefit,,,,,1068972.000,,,,634765.000
DebtInstrumentIncreaseAccruedInterest,,,,,1039427.000,1037421.000,,,
DebtInstrumentInterestRateDuringPeriod,,,,,0.200,,,,
DeferredIncomeTaxExpenseBenefit,,,,,0.000,,,,12092.000
DeferredIncomeTaxesAndTaxCredits,0.000,,,,,,,,-11088.000
Depreciation,792323.000,,,,1177403.000,1190367.000,1295597.000,965228.000,1562096.000
DepreciationDepletionAndAmortization,,,,,1203609.000,1216482.000,1321891.000,886613.000,1588752.000
EarningsPerShareBasic,-0.090,-0.540,0.410,0.350,0.090,0.260,0.400,-0.060,0.010
EarningsPerShareBasicAndDiluted,,,,,,,0.400,,
EarningsPerShareDiluted,-0.090,-0.540,0.410,0.340,0.090,0.260,0.400,-0.060,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,-1571418.000,,,,-41315.000,,,,1174942.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.340,,,,0.808
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.250,,,,0.250
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,0.163
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,0.046,,,,-0.061
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,,0.000,,,,0.233
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,,,0.047
