,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,1586000.000,1438000.000,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,1003000.000,965000.000,694000.000,1375000.000,1120000.000,1062000.000,1139000.000,,1178000.000,1441000.000,1138000.000,,3058000.000
AmortizationOfIntangibleAssets,,,688000.000,871000.000,846000.000,1287000.000,900000.000,,,,679000.000,994000.000,1062000.000,987000.000,995000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,-2369000.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,40660000.000,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,,,,,,,,,,,,-605000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,-605000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,,2046000.000
ComprehensiveIncomeNetOfTax,-2299000.000,,-4122000.000,-3988000.000,-29000.000,-1654000.000,-80000.000,2173000.000,2479000.000,2844000.000,3972000.000,4185000.000,4251000.000,41007000.000,197000.000
CostOfGoodsSold,1012000.000,1210000.000,1636000.000,1470000.000,2119000.000,2301000.000,2082000.000,2038000.000,1621000.000,,,,,,
CostOfRevenue,12608000.000,12640000.000,15518000.000,19037000.000,19435000.000,19124000.000,18212000.000,18079000.000,17155000.000,18510000.000,18013000.000,19759000.000,20189000.000,20921000.000,22972000.000
CostOfServices,2769000.000,2696000.000,2756000.000,2725000.000,2563000.000,2602000.000,2953000.000,3233000.000,3220000.000,3322000.000,3255000.000,4447000.000,5604000.000,5089000.000,5571000.000
DeferredIncomeTaxExpenseBenefit,,,-2869000.000,,,,148000.000,,,,21000.000,,,,-635000.000
Depreciation,,,2065000.000,,,,2052000.000,,,,2587000.000,,,,2720000.000
DepreciationAndAmortization,2736000.000,3732000.000,2753000.000,3242000.000,3248000.000,3307000.000,2952000.000,3007000.000,3165000.000,3364000.000,3266000.000,3664000.000,3689000.000,3650000.000,3715000.000
EarningsPerShareBasic,,,,,,,,0.080,0.090,,0.150,0.160,0.150,1.450,0.010
EarningsPerShareBasicAndDiluted,-0.090,-0.120,-0.160,-0.150,0.000,-0.060,0.000,,,,,,,,
EarningsPerShareDiluted,,,,,,,,0.080,0.080,,0.140,0.140,0.140,1.330,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,1000.000
FairValueOfAssetsAcquired,,,,,,,,,,,,,,,498000.000
GeneralAndAdministrativeExpense,9077000.000,8959000.000,10772000.000,11139000.000,10987000.000,12233000.000,11397000.000,12206000.000,11497000.000,12782000.000,12336000.000,14388000.000,13853000.000,15300000.000,15917000.000
GoodwillAcquiredDuringPeriod,,,9104000.000,,,,,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,,,-19000.000
