,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,6300000.000,,230400000.000,234100000.000,281600000.000,302600000.000,367000000.000,404300000.000,444000000.000,378600000.000,334300000.000,286400000.000,369700000.000,250800000.000,301400000.000,310100000.000,717421000.000,634716000.000,753933000.000,678649000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,,717421000.000,634716000.000,753933000.000,678649000.000
AccountsReceivableNetCurrent,,,,,,,,,,,236000000.000,,,,186000000.000,,539212000.000,447327000.000,423171000.000,405699000.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,,,,,,,,,4366000.000,
AccrualForEnvironmentalLossContingencies,,,,2000000.000,1400000.000,1500000.000,1500000.000,1500000.000,3000000.000,3000000.000,8700000.000,8600000.000,10200000.000,10000000.000,8600000.000,8500000.000,19000000.000,18000000.000,13784000.000,12800000.000
AccrualForEnvironmentalLossContingenciesDiscount,,,,,,,,,,,600000.000,,,,600000.000,,,,,
AccrualForEnvironmentalLossContingenciesDiscountRate,,,,,,,,,0.032,0.031,,0.024,0.029,0.026,,0.023,,,,
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,,4000000.000,3800000.000,9300000.000,3500000.000,3300000.000,3200000.000,9200000.000,3000000.000,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,,,,,,,,,,,200000.000,,,,200000.000,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,,,,,,,,,,,200000.000,,,,200000.000,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInSecondYear,,,,,,,,,,,300000.000,,,,200000.000,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,,,,,,,,,,,200000.000,,,,200000.000,,,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueWithinOneYear,,,,,,,,,,,6300000.000,,,,6300000.000,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,23387000.000,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,,,,,,,,6945000.000,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,,,,,,,,,,,6839000.000,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,199000.000,
AccruedLiabilitiesCurrent,,,77400000.000,65700000.000,53600000.000,52300000.000,48500000.000,45200000.000,36700000.000,46800000.000,52600000.000,50500000.000,49200000.000,63900000.000,61800000.000,59200000.000,196698000.000,216169000.000,219607000.000,206091000.000
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,,,,,66021000.000,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,,2718000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,53900000.000,62300000.000,70600000.000,79200000.000,88500000.000,98400000.000,108100000.000,117900000.000,128300000.000,139100000.000,149500000.000,159400000.000,170100000.000,180800000.000,191800000.000,1025246000.000,1070501000.000,1118477000.000,1167072000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-2500000.000,-2400000.000,-2400000.000,-2300000.000,-2000000.000,-1900000.000,-1900000.000,-1800000.000,-3200000.000,-3200000.000,-3100000.000,-3100000.000,200000.000,200000.000,599000.000,599000.000,1226000.000,1182000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,546082000.000,550876000.000,633381000.000,630653000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,200000.000,,,,200000.000,,,,0.000,,328000.000,246000.000,,1212000.000
AssetRetirementObligation,,2000000.000,,1900000.000,2000000.000,1900000.000,2200000.000,2300000.000,2200000.000,2200000.000,2400000.000,2300000.000,2300000.000,2300000.000,2400000.000,2400000.000,,,8484000.000,
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,,,,200000.000,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,,,,8484000.000,
Assets,5300000.000,1177400000.000,1136800000.000,1123200000.000,1085300000.000,1066500000.000,1117800000.000,1192900000.000,1214900000.000,1289500000.000,1180400000.000,1198200000.000,1308600000.000,1198900000.000,1137300000.000,1149400000.000,5538529000.000,5715125000.000,5560397000.000,5486637000.000
AssetsCurrent,,,599500000.000,569000000.000,497900000.000,481700000.000,525000000.000,599100000.000,625700000.000,697900000.000,591200000.000,613700000.000,721700000.000,602500000.000,519400000.000,508300000.000,1655227000.000,1819880000.000,1672517000.000,1603053000.000
