,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,7947.000,,
AccountsPayableCurrent,,,,,,,,643.000,12563.000,3035.000,3510.000,6671.000,4326.000,,6113.000,6144.000
AccruedLiabilitiesCurrent,2500.000,200.000,250.000,2802.000,2302.000,1906.000,1668.000,9243.000,5049.000,4300.000,,400.000,800.000,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,39.000,152.000,2408.000,,,,,,
AdditionalPaidInCapital,,,,-67595.000,-64888.000,-62586.000,-59358.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,41209.000,41209.000,41209.000,41209.000,41209.000,41209.000,41209.000,41209.000,41209.000
Assets,2662.000,3257.000,2407.000,1857.000,1412.000,1162.000,912.000,1459.000,,5000.000,2500.000,10000.000,9346.000,6846.000,4346.000,10833.000
AssetsCurrent,2662.000,2162.000,1912.000,195.000,,,,795.000,,5000.000,2500.000,10000.000,9346.000,6846.000,4346.000,10833.000
Cash,2662.000,1095.000,495.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,,,,,,,,,
CommonStockSharesAuthorized,,,,1000000000.000,1000000000.000,1000000000.000,1000000000.000,,,,,,,,,
CommonStockSharesIssued,,,,99750097.000,99750097.000,99750097.000,99750097.000,,,,,,,,,
CommonStockSharesOutstanding,,,,99750097.000,99750097.000,99750097.000,99750097.000,,,,,,,,,
CommonStockValue,99765.000,99765.000,99765.000,99750.000,99750.000,99750.000,99750.000,,,,,,,,,
CumulativeEarningsDeficit,-23067.000,-26536.000,-28540.000,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,18140.000,21660.000,103000.000,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,52612.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,53400.000,64100.000,35000.000,36922.000,,,,154742.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,53400.000,21790.000,35000.000,36922.000,,,,52612.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,-53352.000,-64089.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,2331.000,,,0.000,,,,,
FiniteLivedIntangibleAssetsGross,,,,,,,,2995.000,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,664.000,,,,,,,,
IntangibleAssetsCurrent,,,,1662.000,1412.000,1162.000,912.000,,,,,,,,,
InterestPayableCurrent,,,,,,,,,,,4191.000,6213.000,8754.000,11440.000,14296.000,17439.000
Liabilities,2500.000,200.000,250.000,2802.000,2302.000,1906.000,1668.000,13003.000,22281.000,66221.000,69286.000,92779.000,102348.000,110895.000,117280.000,141460.000
LiabilitiesAndStockholdersEquity,2662.000,3527.000,2407.000,1857.000,1412.000,1162.000,912.000,1459.000,,5000.000,2500.000,10000.000,9346.000,6846.000,4346.000,10833.000
LiabilitiesCurrent,2500.000,200.000,250.000,2802.000,2302.000,1906.000,1668.000,13003.000,22281.000,66221.000,69286.000,92779.000,102348.000,110895.000,117280.000,141460.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,3078.000,4517.000,56478.000,61585.000,79495.000,88468.000,91508.000,96871.000,117877.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,3078.000,1439.000,53400.000,,,,,,
OperatingLossCarryforwards,,,,,,,,,,,108594.000,,,,154742.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,,
PrepaidExpenseCurrent,,,,195.000,,,,795.000,,5000.000,2500.000,10000.000,9346.000,6846.000,4346.000,10833.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,12731.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,-33100.000,-35752.000,-37908.000,-41148.000,,,-103029.000,-108594.000,-124587.000,-134810.000,-145857.000,-154742.000,-172435.000
StockholdersEquity,,,,945.000,-890.000,-744.000,-756.000,-11544.000,-22281.000,-61221.000,-66786.000,-82779.000,-93002.000,-104049.000,-112934.000,-130627.000
StockholdersEquityBeforeTreasuryStock,162.000,3057.000,2157.000,,,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,162.000,3327.000,2157.000,-945.000,-890.000,-744.000,-756.000,-11544.000,,-61221.000,-66786.000,-82779.000,-93002.000,-104049.000,-112934.000,-130627.000
