,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,-8000000.000,1000000.000,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,50000000.000,22000000.000,8000000.000,7000000.000,35000000.000,8000000.000,4000000.000,1000000.000,11000000.000,5000000.000,16000000.000,11000000.000,22000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,18000000.000,10000000.000,5000000.000,6000000.000,12000000.000,11000000.000,4000000.000,2000000.000,12000000.000,5000000.000,4000000.000,5000000.000,14000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,11000000.000,1000000.000,2000000.000,1000000.000,9000000.000,3000000.000,,,,,,,
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,,,,,3000000.000,,3000000.000,3000000.000,2000000.000,2000000.000,2000000.000
AllowanceForLoanAndLeaseLossesWriteoffsNet,241000000.000,182000000.000,173000000.000,185000000.000,198000000.000,520000000.000,161000000.000,157000000.000,159000000.000,145000000.000,-130000000.000,-744000000.000,-151000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1448000000.000,,,,608000000.000,,,,-426000000.000,,,,111000000.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,,,,,858000000.000,-88000000.000,-199000000.000,490000000.000,-586000000.000,184000000.000,94000000.000,960000000.000,-101000000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.160,0.160,0.160,0.160,0.160
CommonStockDividendsPerShareDeclared,0.150,0.150,0.150,0.150,0.160,0.160,0.160,0.160,0.160,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,86000000.000,275000000.000,,104000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,0.000,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,213000000.000,307000000.000,360000000.000,265000000.000,247000000.000,192000000.000,181000000.000,317000000.000,100000000.000,86000000.000,275000000.000,277000000.000,104000000.000
CostOfGoodsAndServicesSoldOverhead,72000000.000,57000000.000,48000000.000,50000000.000,,,,,,,,,
DirectOperatingCosts,294000000.000,154000000.000,147000000.000,165000000.000,170000000.000,170000000.000,174000000.000,185000000.000,186000000.000,175000000.000,177000000.000,193000000.000,176000000.000
DividendsCommonStockCash,64000000.000,63000000.000,62000000.000,60000000.000,63000000.000,61000000.000,58000000.000,58000000.000,54000000.000,51000000.000,49000000.000,47000000.000,46000000.000
DividendsPreferredStock,5000000.000,2000000.000,,,,,,,,,,,
DividendsSharebasedCompensationStock,1000000.000,,,,2000000.000,,,,3000000.000,1000000.000,,,2000000.000
