,2011-03-27,2011-06-26,2011-10-02,2011-12-31,2012-04-01,2012-07-01,2012-09-30,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26
AccountsPayableCurrent,25325000.000,23353000.000,28439000.000,38340000.000,21699000.000,26881000.000,29093000.000,27410000.000,24702000.000,27687000.000,20950000.000,23173000.000,18027000.000,18807000.000,19092000.000,23360000.000,20357000.000,18848000.000,18261000.000
AccountsReceivableGross,,,,,,,,,,,,,,,25000000.000,25000000.000,25000000.000,,
AccountsReceivableNetCurrent,80085000.000,71022000.000,64514000.000,59213000.000,62826000.000,65578000.000,62568000.000,62143000.000,57343000.000,57454000.000,60948000.000,56112000.000,56646000.000,58362000.000,57013000.000,55414000.000,62156000.000,58141000.000,62269000.000
AccruedEmployeeBenefitsCurrent,,,,27386000.000,,,,34791000.000,,,,36708000.000,,,,34519000.000,,,
AccruedIncomeTaxesCurrent,1095000.000,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,67739000.000,70632000.000,67484000.000,66139000.000,83663000.000,73053000.000,62242000.000,72282000.000,65385000.000,74887000.000,61893000.000,64257000.000,54447000.000,58313000.000,72360000.000,74135000.000,53788000.000,71108000.000,55172000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,184621000.000,,,,140230000.000,,,,155318000.000,,,,167887000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2431000.000,2324000.000,-2308000.000,-1146000.000,1570000.000,-119000.000,767000.000,616000.000,172000.000,-780000.000,59000.000,-526000.000,-673000.000,99000.000,-780000.000,-2355000.000,-2185000.000,-93000.000,-2813000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,,,,,67400000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,1591507000.000,1590867000.000,1589961000.000,1594437000.000,1673686000.000,1546547000.000,1536263000.000,1526883000.000,1549830000.000,1552145000.000,1581860000.000,1550190000.000,1560712000.000,1566299000.000,1577375000.000,1595609000.000,1603388000.000,1590372000.000,1599345000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1952000.000,1952000.000,1952000.000,1952000.000,1952000.000,1952000.000,2189000.000,1614000.000,1421000.000,1261000.000,1157000.000,1036000.000,969000.000,876000.000,845000.000,795000.000,795000.000,735000.000,735000.000
Assets,1344644000.000,1361133000.000,1357991000.000,1399439000.000,1390728000.000,1228646000.000,931105000.000,900698000.000,892626000.000,896857000.000,880435000.000,849951000.000,770649000.000,781530000.000,833805000.000,869085000.000,824556000.000,824550000.000,821504000.000
AssetsCurrent,368099000.000,414436000.000,394179000.000,448249000.000,476759000.000,327366000.000,322608000.000,339477000.000,261596000.000,304940000.000,276373000.000,269439000.000,209597000.000,224248000.000,243014000.000,275752000.000,229538000.000,225215000.000,228970000.000
AvailableForSaleSecurities,,379829000.000,383991000.000,385598000.000,377420000.000,263946000.000,238194000.000,153737000.000,227165000.000,227594000.000,137436000.000,128914000.000,128522000.000,139407000.000,150686000.000,162123000.000,169667000.000,180359000.000,180787000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,770000.000,1286000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,180000.000,127000.000
AvailableForSaleSecuritiesAmortizedCost,,375295000.000,381016000.000,382492000.000,373863000.000,261686000.000,235603000.000,152826000.000,225937000.000,226967000.000,137003000.000,128346000.000,128000000.000,138686000.000,150163000.000,161817000.000,168890000.000,179769000.000,179628000.000
