,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-71000.000,,,,-1217000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,4462.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4753000.000,,,,8400000.000,
CommonStockDividendsPerShareDeclared,0.000,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,312000.000,348000.000,-1624000.000,-1659000.000,66000.000,372000.000
DepreciationAmortizationAndAccretionNet,130000.000,,,,-13000.000,
EarningsPerShareBasic,0.150,0.080,-1.380,-1.070,0.300,0.260
EarningsPerShareDiluted,0.150,0.080,-1.380,-1.070,0.300,0.260
FederalDepositInsuranceCorporationPremiumExpense,139000.000,80000.000,97000.000,78000.000,87000.000,90000.000
FeesAndCommissionsDepositorAccounts,237000.000,261000.000,276000.000,258000.000,232000.000,256000.000
GainLossOnSaleOfSecuritiesNet,,,,,253000.000,21000.000
GainLossOnSalesOfLoansNet,27000.000,40000.000,63000.000,200000.000,160000.000,178000.000
GainsLossesOnSalesOfOtherRealEstate,,,,,400000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,197000.000,52000.000,-2587000.000,-2058000.000,488000.000,410000.000
IncomeTaxExpenseBenefit,13000.000,-46000.000,-916000.000,-754000.000,123000.000,98000.000
IncreaseDecreaseInDeferredIncomeTaxes,67000.000,,,,-47000.000,
IncreaseDecreaseInDeposits,862000.000,,,,1685000.000,
IncreaseDecreaseInOtherOperatingAssets,23000.000,,,,-10000.000,
IncreaseDecreaseInOtherOperatingLiabilities,9000.000,,,,127000.000,
InterestAndDividendIncomeOperating,2405000.000,2380000.000,2379000.000,2298000.000,2192000.000,2107000.000
InterestAndFeeIncomeLoansAndLeases,1938000.000,1946000.000,1980000.000,1927000.000,1855000.000,1782000.000
InterestExpenseDeposits,406000.000,386000.000,356000.000,303000.000,284000.000,271000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1699000.000,1594000.000,748000.000,955000.000,1198000.000,1686000.000
InterestIncomeExpenseNet,1999000.000,1994000.000,2023000.000,1995000.000,1908000.000,1836000.000
InterestIncomeSecuritiesTaxExempt,129000.000,117000.000,110000.000,78000.000,86000.000,83000.000
InterestIncomeSecuritiesTaxable,281000.000,268000.000,235000.000,231000.000,196000.000,189000.000
InterestPaid,405000.000,,,,283000.000,
LaborAndRelatedExpense,962000.000,1004000.000,1011000.000,373000.000,1017000.000,1033000.000
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,-253000.000,
NetCashProvidedByUsedInFinancingActivities,862000.000,,,,1685000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,862000.000,,,,1685000.000,
NetCashProvidedByUsedInInvestingActivities,-5728000.000,,,,7567000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5728000.000,,,,7567000.000,
NetCashProvidedByUsedInOperatingActivities,113000.000,,,,-852000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,113000.000,,,,-852000.000,
NetIncomeLoss,184000.000,98000.000,-1671000.000,-1304000.000,365000.000,312000.000
NoninterestExpense,1916000.000,2013000.000,3809000.000,3621000.000,1858000.000,1830000.000
NoninterestIncome,414000.000,471000.000,474000.000,608000.000,1148000.000,554000.000
NoninterestIncomeOtherOperatingIncome,127000.000,147000.000,116000.000,102000.000,101000.000,109000.000
OccupancyNet,264000.000,238000.000,247000.000,240000.000,230000.000,238000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,-70000.000,
OtherComprehensiveIncomeLossNetOfTax,,,,,-299000.000,60000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,-229000.000,74000.000
OtherInterestAndDividendIncome,57000.000,49000.000,54000.000,62000.000,55000.000,53000.000
OtherNoninterestExpense,300000.000,263000.000,264000.000,325000.000,274000.000,284000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,,470000.000,,,
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,1955000.000,,,,9101000.000,
PaymentsForProceedsFromLoansAndLeases,-2811000.000,,,,-2901000.000,
PaymentsToAcquireAvailableForSaleSecurities,12692000.000,,,,16317000.000,
PaymentsToAcquirePropertyPlantAndEquipment,16000.000,,,,38000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,4069000.000,,,,8947000.000,
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,265000.000,,,,75000.000,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,-1043000.000,,,,-898000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,11880000.000,
ProceedsFromSaleOfLoansHeldForSale,1516000.000,,,,6610000.000,
ProceedsFromSaleOfOtherRealEstate,,,,,700000.000,
ProfessionalFees,147000.000,201000.000,195000.000,147000.000,149000.000,156000.000
ProvisionForLoanAndLeaseLosses,300000.000,,,,710000.000,
ProvisionForLoanLossesExpensed,300000.000,400000.000,1275000.000,1040000.000,710000.000,150000.000
ServicingFeesNet,23000.000,23000.000,19000.000,-15000.000,2000.000,-10000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,1212098.000
