,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,393026000.000,,,,438724000.000,
AccountsPayableAndOtherAccruedLiabilities,,,393026000.000,327965000.000,377819000.000,453414000.000,438724000.000,373858000.000
AccountsPayableCurrent,110056000.000,131658000.000,,,,,,
AccountsPayableCurrentAndNoncurrent,,,145005000.000,,,,183270000.000,
AccountsReceivableNetCurrent,311396000.000,309770000.000,330473000.000,285102000.000,302492000.000,318259000.000,358041000.000,324163000.000
AccruedEmployeeBenefitsCurrent,,,,,,,36114000.000,
AccruedIncomeTaxesCurrent,18957000.000,3272000.000,0.000,,,,,
AccruedIncomeTaxesNoncurrent,,,22221000.000,21015000.000,21347000.000,21545000.000,25467000.000,15636000.000
AccruedLiabilitiesCurrent,192125000.000,212937000.000,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,248021000.000,,,,255454000.000,
AccruedSalariesCurrentAndNoncurrent,,,115602000.000,,,,105402000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1719353000.000,1691592000.000,1645984000.000,1629024000.000,1620944000.000,1525101000.000,1481897000.000,1466761000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-659180000.000,-608134000.000,-673424000.000,-669250000.000,-666690000.000,-664804000.000,-882912000.000,-870571000.000
AdditionalPaidInCapitalCommonStock,,1666390000.000,1708291000.000,1715172000.000,1733717000.000,1742801000.000,1769905000.000,1771588000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8400000.000,8291000.000,8836000.000,8615000.000,9111000.000,8663000.000,10317000.000,10251000.000
Assets,2327638000.000,2317301000.000,2427799000.000,2332658000.000,2568234000.000,2755839000.000,2844681000.000,2745756000.000
AssetsCurrent,481717000.000,568305000.000,629536000.000,576941000.000,556517000.000,559092000.000,603506000.000,573107000.000
AssetsHeldForSaleNotPartOfDisposalGroupOther,,,12288000.000,9741000.000,7535000.000,2001000.000,4522000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,23566000.000,20599000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,62292000.000,142772000.000,196696000.000,190872000.000,144126000.000,116801000.000,114324000.000,89482000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,,115407088.000,115668957.000,116492424.000,116535299.000,116589000.000,116624726.000,117360227.000
CommonStockSharesOutstanding,0.000,,,,,116589000.000,,113610227.000
CommonStockValue,,1154000.000,1156000.000,1165000.000,1165000.000,1166000.000,1166000.000,1174000.000
DeferredRevenueCurrent,88703000.000,85554000.000,78967000.000,89062000.000,115972000.000,137760000.000,133263000.000,141302000.000
DeferredTaxAssetsEquityMethodInvestments,,,5353000.000,,,,21670000.000,
DeferredTaxAssetsGross,,,549341000.000,,,,565697000.000,
DeferredTaxAssetsGrossCurrent,,,0.000,,,,,
DeferredTaxAssetsGrossNoncurrent,,,201991000.000,,,,218232000.000,
DeferredTaxAssetsLiabilitiesNet,,,201991000.000,,,,218232000.000,
DeferredTaxAssetsNetNoncurrent,225506000.000,116993000.000,201991000.000,191339000.000,135188000.000,112765000.000,218232000.000,206258000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,34312000.000,,,,55335000.000,
DeferredTaxAssetsOther,,,38600000.000,,,,53789000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,41321000.000,,,,29670000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,257764000.000,,,,302565000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,164485000.000,,,,95653000.000,
DeferredTaxAssetsValuationAllowance,,,181893000.000,,,,194914000.000,
DeferredTaxLiabilities,,,165457000.000,,,,152551000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,165457000.000,,,,152551000.000,
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,,,2623000.000,,,,2506000.000,
DefinedBenefitPensionPlanLiabilitiesNoncurrent,629048000.000,527000000.000,612443000.000,549781000.000,508515000.000,442539000.000,739262000.000,722166000.000
DefinedBenefitPlanBenefitObligation,,,3184795000.000,,,,3161581000.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,2558627000.000,,,,2411007000.000,
DefinedBenefitPlanFundedStatusOfPlan,,,-626168000.000,,,,-750574000.000,
